order_id,seller_id,buyer_id,gross_amount,currency,order_date,status,payment_id,scenario
ORD-C03-000179,SEL-C03-029,BUY-C03-0354,486.18,BRL,2026-03-28T16:07:00Z,paid,PAY-C03-000179,order_gateway_payout_candidate
ORD-C03-000180,SEL-C03-030,BUY-C03-0361,913.65,BRL,2026-03-29T12:00:00Z,paid,PAY-C03-000180,order_gateway_payout_candidate
ORD-C03-000181,SEL-C03-031,BUY-C03-0368,940.00,BRL,2026-03-30T12:13:00Z,paid,PAY-C03-000181,order_gateway_payout_candidate
ORD-C03-000182,SEL-C03-032,BUY-C03-0375,298.20,BRL,2026-03-31T12:26:00Z,paid,PAY-C03-000182,order_gateway_payout_candidate
ORD-C03-000183,SEL-C03-033,BUY-C03-0382,620.39,BRL,2026-04-01T12:39:00Z,paid,PAY-C03-000183,order_gateway_payout_candidate
ORD-C03-000184,SEL-C03-034,BUY-C03-0389,307.24,BRL,2026-04-02T12:52:00Z,paid,PAY-C03-000184,order_gateway_payout_candidate
ORD-C03-000185,SEL-C03-035,BUY-C03-0396,132.51,BRL,2026-04-03T13:05:00Z,paid,PAY-C03-000185,order_gateway_payout_candidate
ORD-C03-000186,SEL-C03-036,BUY-C03-0403,1044.03,BRL,2026-03-04T13:18:00Z,pending,PAY-C03-000186,order_not_captured_yet
ORD-C03-000187,SEL-C03-037,BUY-C03-0410,601.13,BRL,2026-03-05T13:31:00Z,refunded,PAY-C03-000187,order_has_refund
ORD-C03-000188,SEL-C03-038,BUY-C03-0417,1978.93,BRL,2026-03-06T13:44:00Z,paid,PAY-C03-000188,order_gateway_payout_candidate
ORD-C03-000189,SEL-C03-039,BUY-C03-0424,2076.40,BRL,2026-03-07T13:57:00Z,paid,PAY-C03-000189,order_gateway_payout_candidate
ORD-C03-000190,SEL-C03-040,BUY-C03-0431,1447.42,BRL,2026-03-08T14:10:00Z,paid,PAY-C03-000190,order_gateway_payout_candidate
ORD-C03-000191,SEL-C03-041,BUY-C03-0438,1987.70,BRL,2026-03-09T14:23:00Z,paid,PAY-C03-000191,order_gateway_payout_candidate
ORD-C03-000192,SEL-C03-042,BUY-C03-0445,1143.01,USD,2026-03-10T14:36:00Z,paid,PAY-C03-000192,order_gateway_payout_candidate
ORD-C03-000193,SEL-C03-043,BUY-C03-0452,1468.11,BRL,2026-03-11T14:49:00Z,paid,PAY-C03-000193,order_gateway_payout_candidate
ORD-C03-000194,SEL-C03-044,BUY-C03-0459,1271.75,BRL,2026-03-12T15:02:00Z,paid,PAY-C03-000194,order_gateway_payout_candidate
ORD-C03-000195,SEL-C03-045,BUY-C03-0466,78.14,BRL,2026-03-13T15:15:00Z,paid,PAY-C03-000195,order_gateway_payout_candidate
ORD-C03-000196,SEL-C03-046,BUY-C03-0473,273.91,BRL,2026-03-14T15:28:00Z,paid,PAY-C03-000196,order_gateway_payout_candidate
ORD-C03-000197,SEL-C03-047,BUY-C03-0480,1389.45,BRL,2026-03-15T15:41:00Z,paid,PAY-C03-000197,order_gateway_payout_candidate
ORD-C03-000198,SEL-C03-048,BUY-C03-0487,379.83,BRL,2026-03-16T15:54:00Z,paid,PAY-C03-000198,order_gateway_payout_candidate
ORD-C03-000199,SEL-C03-049,BUY-C03-0494,1787.99,BRL,2026-03-17T16:07:00Z,paid,PAY-C03-000199,order_gateway_payout_candidate
ORD-C03-000200,SEL-C03-050,BUY-C03-0501,1596.28,BRL,2026-03-18T12:00:00Z,paid,PAY-C03-000200,order_gateway_payout_candidate
ORD-C03-000201,SEL-C03-001,BUY-C03-0508,698.46,BRL,2026-03-19T12:13:00Z,paid,PAY-C03-000201,order_gateway_payout_candidate
ORD-C03-000202,SEL-C03-002,BUY-C03-0515,1796.19,BRL,2026-03-20T12:26:00Z,paid,PAY-C03-000202,order_gateway_payout_candidate
ORD-C03-000203,SEL-C03-003,BUY-C03-0522,1243.50,BRL,2026-03-21T12:39:00Z,disputed,PAY-C03-000203,order_needs_review
ORD-C03-000204,SEL-C03-004,BUY-C03-0529,78.02,EUR,2026-03-22T12:52:00Z,refunded,PAY-C03-000204,order_has_refund
ORD-C03-000205,SEL-C03-005,BUY-C03-0536,1828.68,BRL,2026-03-23T13:05:00Z,paid,PAY-C03-000205,order_gateway_payout_candidate
ORD-C03-000206,SEL-C03-006,BUY-C03-0543,2026.04,BRL,2026-03-24T13:18:00Z,paid,PAY-C03-000206,order_gateway_payout_candidate
ORD-C03-000207,SEL-C03-007,BUY-C03-0550,1774.16,BRL,2026-03-25T13:31:00Z,paid,PAY-C03-000207,order_gateway_payout_candidate
ORD-C03-000208,SEL-C03-008,BUY-C03-0557,1609.65,BRL,2026-03-26T13:44:00Z,paid,PAY-C03-000208,order_gateway_payout_candidate
ORD-C03-000209,SEL-C03-009,BUY-C03-0564,276.74,BRL,2026-03-27T13:57:00Z,paid,PAY-C03-000209,order_gateway_payout_candidate
ORD-C03-000210,SEL-C03-010,BUY-C03-0571,1328.44,BRL,2026-03-28T14:10:00Z,paid,PAY-C03-000210,order_gateway_payout_candidate
ORD-C03-000211,SEL-C03-011,BUY-C03-0578,677.54,BRL,2026-03-29T14:23:00Z,paid,PAY-C03-000211,order_gateway_payout_candidate
ORD-C03-000212,SEL-C03-012,BUY-C03-0585,1383.21,BRL,2026-03-30T14:36:00Z,paid,PAY-C03-000212,order_gateway_payout_candidate
ORD-C03-000213,SEL-C03-013,BUY-C03-0592,1359.11,BRL,2026-03-31T14:49:00Z,paid,PAY-C03-000213,order_gateway_payout_candidate
ORD-C03-000214,SEL-C03-014,BUY-C03-0599,1143.24,BRL,2026-04-01T15:02:00Z,paid,PAY-C03-000214,order_gateway_payout_candidate
ORD-C03-000215,SEL-C03-015,BUY-C03-0606,1507.78,BRL,2026-04-02T15:15:00Z,paid,PAY-C03-000215,order_gateway_payout_candidate
ORD-C03-000216,SEL-C03-016,BUY-C03-0613,230.72,BRL,2026-04-03T15:28:00Z,paid,PAY-C03-000216,order_gateway_payout_candidate
ORD-C03-000217,SEL-C03-017,BUY-C03-0620,1295.32,BRL,2026-03-04T15:41:00Z,pending,PAY-C03-000217,order_not_captured_yet
ORD-C03-000218,SEL-C03-018,BUY-C03-0627,1542.42,BRL,2026-03-05T15:54:00Z,paid,PAY-C03-000218,order_gateway_payout_candidate
ORD-C03-000219,SEL-C03-019,BUY-C03-0634,1017.87,BRL,2026-03-06T16:07:00Z,paid,PAY-C03-000219,order_gateway_payout_candidate
ORD-C03-000220,SEL-C03-020,BUY-C03-0641,1318.58,BRL,2026-03-07T12:00:00Z,paid,PAY-C03-000220,order_gateway_payout_candidate
ORD-C03-000221,SEL-C03-021,BUY-C03-0648,88.64,BRL,2026-03-08T12:13:00Z,refunded,PAY-C03-000221,order_has_refund
ORD-C03-000222,SEL-C03-022,BUY-C03-0655,170.16,BRL,2026-03-09T12:26:00Z,paid,PAY-C03-000222,order_gateway_payout_candidate
ORD-C03-000223,SEL-C03-023,BUY-C03-0662,677.76,BRL,2026-03-10T12:39:00Z,paid,PAY-C03-000223,order_gateway_payout_candidate
ORD-C03-000224,SEL-C03-024,BUY-C03-0669,480.13,BRL,2026-03-11T12:52:00Z,paid,PAY-C03-000224,order_gateway_payout_candidate
ORD-C03-000225,SEL-C03-025,BUY-C03-0676,248.15,BRL,2026-03-12T13:05:00Z,paid,PAY-C03-000225,order_gateway_payout_candidate
ORD-C03-000226,SEL-C03-026,BUY-C03-0683,1072.36,BRL,2026-03-13T13:18:00Z,paid,PAY-C03-000226,order_gateway_payout_candidate
ORD-C03-000227,SEL-C03-027,BUY-C03-0690,1234.92,BRL,2026-03-14T13:31:00Z,paid,PAY-C03-000227,order_gateway_payout_candidate
ORD-C03-000228,SEL-C03-028,BUY-C03-0697,190.62,USD,2026-03-15T13:44:00Z,paid,PAY-C03-000228,order_gateway_payout_candidate
ORD-C03-000229,SEL-C03-029,BUY-C03-0704,746.61,BRL,2026-03-16T13:57:00Z,paid,PAY-C03-000229,order_gateway_payout_candidate
ORD-C03-000230,SEL-C03-030,BUY-C03-0711,1680.65,BRL,2026-03-17T14:10:00Z,paid,PAY-C03-000230,order_gateway_payout_candidate
ORD-C03-000231,SEL-C03-031,BUY-C03-0718,1113.05,BRL,2026-03-18T14:23:00Z,paid,PAY-C03-000231,order_gateway_payout_candidate
ORD-C03-000232,SEL-C03-032,BUY-C03-0725,2101.08,BRL,2026-03-19T14:36:00Z,disputed,PAY-C03-000232,order_needs_review
ORD-C03-000233,SEL-C03-033,BUY-C03-0732,1459.30,BRL,2026-03-20T14:49:00Z,paid,PAY-C03-000233,order_gateway_payout_candidate
ORD-C03-000234,SEL-C03-034,BUY-C03-0739,207.61,BRL,2026-03-21T15:02:00Z,paid,PAY-C03-000234,order_gateway_payout_candidate
ORD-C03-000235,SEL-C03-035,BUY-C03-0746,360.03,BRL,2026-03-22T15:15:00Z,paid,PAY-C03-000235,order_gateway_payout_candidate
ORD-C03-000236,SEL-C03-036,BUY-C03-0753,1234.67,BRL,2026-03-23T15:28:00Z,paid,PAY-C03-000236,order_gateway_payout_candidate
ORD-C03-000237,SEL-C03-037,BUY-C03-0760,1451.91,BRL,2026-03-24T15:41:00Z,paid,PAY-C03-000237,order_gateway_payout_candidate
ORD-C03-000238,SEL-C03-038,BUY-C03-0767,1975.42,BRL,2026-03-25T15:54:00Z,refunded,PAY-C03-000238,order_has_refund
ORD-C03-000239,SEL-C03-039,BUY-C03-0774,1002.23,BRL,2026-03-26T16:07:00Z,paid,PAY-C03-000239,order_gateway_payout_candidate
ORD-C03-000240,SEL-C03-040,BUY-C03-0781,1614.62,EUR,2026-03-27T12:00:00Z,paid,PAY-C03-000240,order_gateway_payout_candidate
ORD-C03-000241,SEL-C03-041,BUY-C03-0788,1291.99,BRL,2026-03-28T12:13:00Z,paid,PAY-C03-000241,order_gateway_payout_candidate
ORD-C03-000242,SEL-C03-042,BUY-C03-0795,1972.20,BRL,2026-03-29T12:26:00Z,paid,PAY-C03-000242,order_gateway_payout_candidate
ORD-C03-000243,SEL-C03-043,BUY-C03-0802,132.91,BRL,2026-03-30T12:39:00Z,paid,PAY-C03-000243,order_gateway_payout_candidate
ORD-C03-000244,SEL-C03-044,BUY-C03-0809,2028.86,BRL,2026-03-31T12:52:00Z,paid,PAY-C03-000244,order_gateway_payout_candidate
ORD-C03-000245,SEL-C03-045,BUY-C03-0816,2191.08,BRL,2026-04-01T13:05:00Z,paid,PAY-C03-000245,order_gateway_payout_candidate
ORD-C03-000246,SEL-C03-046,BUY-C03-0823,1872.75,BRL,2026-04-02T13:18:00Z,paid,PAY-C03-000246,order_gateway_payout_candidate
ORD-C03-000247,SEL-C03-047,BUY-C03-0830,308.53,BRL,2026-04-03T13:31:00Z,paid,PAY-C03-000247,order_gateway_payout_candidate
ORD-C03-000248,SEL-C03-048,BUY-C03-0837,243.82,BRL,2026-03-04T13:44:00Z,pending,PAY-C03-000248,order_not_captured_yet
ORD-C03-000249,SEL-C03-049,BUY-C03-0844,995.94,BRL,2026-03-05T13:57:00Z,paid,PAY-C03-000249,order_gateway_payout_candidate
ORD-C03-000250,SEL-C03-050,BUY-C03-0851,1755.97,BRL,2026-03-06T14:10:00Z,paid,PAY-C03-000250,order_gateway_payout_candidate
ORD-C03-000251,SEL-C03-001,BUY-C03-0858,321.90,BRL,2026-03-07T14:23:00Z,paid,PAY-C03-000251,order_gateway_payout_candidate
ORD-C03-000252,SEL-C03-002,BUY-C03-0865,418.62,BRL,2026-03-08T14:36:00Z,paid,PAY-C03-000252,order_gateway_payout_candidate
ORD-C03-000253,SEL-C03-003,BUY-C03-0872,67.53,BRL,2026-03-09T14:49:00Z,paid,PAY-C03-000253,order_gateway_payout_candidate
ORD-C03-000254,SEL-C03-004,BUY-C03-0879,1163.80,BRL,2026-03-10T15:02:00Z,paid,PAY-C03-000254,order_gateway_payout_candidate
ORD-C03-000255,SEL-C03-005,BUY-C03-0886,1359.16,BRL,2026-03-11T15:15:00Z,refunded,PAY-C03-000255,order_has_refund
ORD-C03-000256,SEL-C03-006,BUY-C03-0893,138.79,BRL,2026-03-12T15:28:00Z,paid,PAY-C03-000256,order_gateway_payout_candidate
ORD-C03-000257,SEL-C03-007,BUY-C03-0900,258.47,BRL,2026-03-13T15:41:00Z,paid,PAY-C03-000257,order_gateway_payout_candidate
ORD-C03-000258,SEL-C03-008,BUY-C03-0007,260.56,BRL,2026-03-14T15:54:00Z,paid,PAY-C03-000258,order_gateway_payout_candidate
ORD-C03-000259,SEL-C03-009,BUY-C03-0014,926.67,BRL,2026-03-15T16:07:00Z,paid,PAY-C03-000259,order_gateway_payout_candidate
ORD-C03-000260,SEL-C03-010,BUY-C03-0021,617.73,BRL,2026-03-16T12:00:00Z,paid,PAY-C03-000260,order_gateway_payout_candidate
ORD-C03-000261,SEL-C03-011,BUY-C03-0028,547.18,BRL,2026-03-17T12:13:00Z,disputed,PAY-C03-000261,order_needs_review
ORD-C03-000262,SEL-C03-012,BUY-C03-0035,737.49,BRL,2026-03-18T12:26:00Z,paid,PAY-C03-000262,order_gateway_payout_candidate
ORD-C03-000263,SEL-C03-013,BUY-C03-0042,698.40,BRL,2026-03-19T12:39:00Z,paid,PAY-C03-000263,order_gateway_payout_candidate
ORD-C03-000264,SEL-C03-014,BUY-C03-0049,671.56,USD,2026-03-20T12:52:00Z,paid,PAY-C03-000264,order_gateway_payout_candidate
ORD-C03-000265,SEL-C03-015,BUY-C03-0056,710.20,BRL,2026-03-21T13:05:00Z,paid,PAY-C03-000265,order_gateway_payout_candidate
ORD-C03-000266,SEL-C03-016,BUY-C03-0063,1932.19,BRL,2026-03-22T13:18:00Z,paid,PAY-C03-000266,order_gateway_payout_candidate
ORD-C03-000267,SEL-C03-017,BUY-C03-0070,157.43,BRL,2026-03-23T13:31:00Z,paid,PAY-C03-000267,order_gateway_payout_candidate
ORD-C03-000268,SEL-C03-018,BUY-C03-0077,1260.97,BRL,2026-03-24T13:44:00Z,paid,PAY-C03-000268,order_gateway_payout_candidate
ORD-C03-000269,SEL-C03-019,BUY-C03-0084,2134.15,BRL,2026-03-25T13:57:00Z,paid,PAY-C03-000269,order_gateway_payout_candidate
ORD-C03-000270,SEL-C03-020,BUY-C03-0091,1841.66,BRL,2026-03-26T14:10:00Z,paid,PAY-C03-000270,order_gateway_payout_candidate
ORD-C03-000271,SEL-C03-021,BUY-C03-0098,1578.72,BRL,2026-03-27T14:23:00Z,paid,PAY-C03-000271,order_gateway_payout_candidate
ORD-C03-000272,SEL-C03-022,BUY-C03-0105,229.89,BRL,2026-03-28T14:36:00Z,refunded,PAY-C03-000272,order_has_refund
ORD-C03-000273,SEL-C03-023,BUY-C03-0112,778.76,BRL,2026-03-29T14:49:00Z,paid,PAY-C03-000273,order_gateway_payout_candidate
ORD-C03-000274,SEL-C03-024,BUY-C03-0119,668.66,BRL,2026-03-30T15:02:00Z,paid,PAY-C03-000274,order_gateway_payout_candidate
ORD-C03-000275,SEL-C03-025,BUY-C03-0126,1607.86,BRL,2026-03-31T15:15:00Z,paid,PAY-C03-000275,order_gateway_payout_candidate
ORD-C03-000276,SEL-C03-026,BUY-C03-0133,1360.37,EUR,2026-04-01T15:28:00Z,paid,PAY-C03-000276,order_gateway_payout_candidate
ORD-C03-000277,SEL-C03-027,BUY-C03-0140,1041.04,BRL,2026-04-02T15:41:00Z,paid,PAY-C03-000277,order_gateway_payout_candidate
ORD-C03-000278,SEL-C03-028,BUY-C03-0147,711.02,BRL,2026-04-03T15:54:00Z,paid,PAY-C03-000278,order_gateway_payout_candidate
ORD-C03-000279,SEL-C03-029,BUY-C03-0154,590.87,BRL,2026-03-04T16:07:00Z,pending,PAY-C03-000279,order_not_captured_yet
ORD-C03-000280,SEL-C03-030,BUY-C03-0161,524.51,BRL,2026-03-05T12:00:00Z,paid,PAY-C03-000280,order_gateway_payout_candidate
ORD-C03-000281,SEL-C03-031,BUY-C03-0168,1924.70,BRL,2026-03-06T12:13:00Z,paid,PAY-C03-000281,order_gateway_payout_candidate
ORD-C03-000282,SEL-C03-032,BUY-C03-0175,1889.37,BRL,2026-03-07T12:26:00Z,paid,PAY-C03-000282,order_gateway_payout_candidate
ORD-C03-000283,SEL-C03-033,BUY-C03-0182,1592.41,BRL,2026-03-08T12:39:00Z,paid,PAY-C03-000283,order_gateway_payout_candidate
ORD-C03-000284,SEL-C03-034,BUY-C03-0189,1131.14,BRL,2026-03-09T12:52:00Z,paid,PAY-C03-000284,order_gateway_payout_candidate
ORD-C03-000285,SEL-C03-035,BUY-C03-0196,1365.86,BRL,2026-03-10T13:05:00Z,paid,PAY-C03-000285,order_gateway_payout_candidate
ORD-C03-000286,SEL-C03-036,BUY-C03-0203,122.65,BRL,2026-03-11T13:18:00Z,paid,PAY-C03-000286,order_gateway_payout_candidate
ORD-C03-000287,SEL-C03-037,BUY-C03-0210,2078.37,BRL,2026-03-12T13:31:00Z,paid,PAY-C03-000287,order_gateway_payout_candidate
ORD-C03-000288,SEL-C03-038,BUY-C03-0217,1179.95,BRL,2026-03-13T13:44:00Z,paid,PAY-C03-000288,order_gateway_payout_candidate
ORD-C03-000289,SEL-C03-039,BUY-C03-0224,748.29,BRL,2026-03-14T13:57:00Z,refunded,PAY-C03-000289,order_has_refund
ORD-C03-000290,SEL-C03-040,BUY-C03-0231,2122.77,BRL,2026-03-15T14:10:00Z,disputed,PAY-C03-000290,order_needs_review
ORD-C03-000291,SEL-C03-041,BUY-C03-0238,1822.63,BRL,2026-03-16T14:23:00Z,paid,PAY-C03-000291,order_gateway_payout_candidate
ORD-C03-000292,SEL-C03-042,BUY-C03-0245,1595.92,BRL,2026-03-17T14:36:00Z,paid,PAY-C03-000292,order_gateway_payout_candidate
ORD-C03-000293,SEL-C03-043,BUY-C03-0252,1320.95,BRL,2026-03-18T14:49:00Z,paid,PAY-C03-000293,order_gateway_payout_candidate
ORD-C03-000294,SEL-C03-044,BUY-C03-0259,420.47,BRL,2026-03-19T15:02:00Z,paid,PAY-C03-000294,order_gateway_payout_candidate
ORD-C03-000295,SEL-C03-045,BUY-C03-0266,454.40,BRL,2026-03-20T15:15:00Z,paid,PAY-C03-000295,order_gateway_payout_candidate
ORD-C03-000296,SEL-C03-046,BUY-C03-0273,2108.43,BRL,2026-03-21T15:28:00Z,paid,PAY-C03-000296,order_gateway_payout_candidate
ORD-C03-000297,SEL-C03-047,BUY-C03-0280,1434.66,BRL,2026-03-22T15:41:00Z,paid,PAY-C03-000297,order_gateway_payout_candidate
ORD-C03-000298,SEL-C03-048,BUY-C03-0287,448.55,BRL,2026-03-23T15:54:00Z,paid,PAY-C03-000298,order_gateway_payout_candidate
ORD-C03-000299,SEL-C03-049,BUY-C03-0294,1092.83,BRL,2026-03-24T16:07:00Z,paid,PAY-C03-000299,order_gateway_payout_candidate
ORD-C03-000300,SEL-C03-050,BUY-C03-0301,635.88,USD,2026-03-25T12:00:00Z,paid,PAY-C03-000300,order_gateway_payout_candidate
ORD-C03-000301,SEL-C03-001,BUY-C03-0308,100.60,BRL,2026-03-26T12:13:00Z,paid,PAY-C03-000301,order_gateway_payout_candidate
ORD-C03-000302,SEL-C03-002,BUY-C03-0315,239.76,BRL,2026-03-27T12:26:00Z,paid,PAY-C03-000302,order_gateway_payout_candidate
ORD-C03-000303,SEL-C03-003,BUY-C03-0322,744.37,BRL,2026-03-28T12:39:00Z,paid,PAY-C03-000303,order_gateway_payout_candidate
ORD-C03-000304,SEL-C03-004,BUY-C03-0329,247.63,BRL,2026-03-29T12:52:00Z,paid,PAY-C03-000304,order_gateway_payout_candidate
ORD-C03-000305,SEL-C03-005,BUY-C03-0336,183.09,BRL,2026-03-30T13:05:00Z,paid,PAY-C03-000305,order_gateway_payout_candidate
ORD-C03-000306,SEL-C03-006,BUY-C03-0343,1604.71,BRL,2026-03-31T13:18:00Z,refunded,PAY-C03-000306,order_has_refund
ORD-C03-000307,SEL-C03-007,BUY-C03-0350,707.43,BRL,2026-04-01T13:31:00Z,paid,PAY-C03-000307,order_gateway_payout_candidate
ORD-C03-000308,SEL-C03-008,BUY-C03-0357,150.35,BRL,2026-04-02T13:44:00Z,paid,PAY-C03-000308,order_gateway_payout_candidate
ORD-C03-000309,SEL-C03-009,BUY-C03-0364,198.68,BRL,2026-04-03T13:57:00Z,paid,PAY-C03-000309,order_gateway_payout_candidate
ORD-C03-000310,SEL-C03-010,BUY-C03-0371,1291.74,BRL,2026-03-04T14:10:00Z,pending,PAY-C03-000310,order_not_captured_yet
ORD-C03-000311,SEL-C03-011,BUY-C03-0378,1932.79,BRL,2026-03-05T14:23:00Z,paid,PAY-C03-000311,order_gateway_payout_candidate
ORD-C03-000312,SEL-C03-012,BUY-C03-0385,1696.69,EUR,2026-03-06T14:36:00Z,paid,PAY-C03-000312,order_gateway_payout_candidate
ORD-C03-000313,SEL-C03-013,BUY-C03-0392,770.21,BRL,2026-03-07T14:49:00Z,paid,PAY-C03-000313,order_gateway_payout_candidate
ORD-C03-000314,SEL-C03-014,BUY-C03-0399,1496.15,BRL,2026-03-08T15:02:00Z,paid,PAY-C03-000314,order_gateway_payout_candidate
ORD-C03-000315,SEL-C03-015,BUY-C03-0406,182.71,BRL,2026-03-09T15:15:00Z,paid,PAY-C03-000315,order_gateway_payout_candidate
ORD-C03-000316,SEL-C03-016,BUY-C03-0413,1343.89,BRL,2026-03-10T15:28:00Z,paid,PAY-C03-000316,order_gateway_payout_candidate
ORD-C03-000317,SEL-C03-017,BUY-C03-0420,1064.88,BRL,2026-03-11T15:41:00Z,paid,PAY-C03-000317,order_gateway_payout_candidate
ORD-C03-000318,SEL-C03-018,BUY-C03-0427,1420.24,BRL,2026-03-12T15:54:00Z,paid,PAY-C03-000318,order_gateway_payout_candidate
ORD-C03-000319,SEL-C03-019,BUY-C03-0434,1039.42,BRL,2026-03-13T16:07:00Z,disputed,PAY-C03-000319,order_needs_review
ORD-C03-000320,SEL-C03-020,BUY-C03-0441,1264.68,BRL,2026-03-14T12:00:00Z,paid,PAY-C03-000320,order_gateway_payout_candidate
ORD-C03-000321,SEL-C03-021,BUY-C03-0448,338.20,BRL,2026-03-15T12:13:00Z,paid,PAY-C03-000321,order_gateway_payout_candidate
ORD-C03-000322,SEL-C03-022,BUY-C03-0455,1886.52,BRL,2026-03-16T12:26:00Z,paid,PAY-C03-000322,order_gateway_payout_candidate
ORD-C03-000323,SEL-C03-023,BUY-C03-0462,1707.30,BRL,2026-03-17T12:39:00Z,refunded,PAY-C03-000323,order_has_refund
ORD-C03-000324,SEL-C03-024,BUY-C03-0469,335.90,BRL,2026-03-18T12:52:00Z,paid,PAY-C03-000324,order_gateway_payout_candidate
ORD-C03-000325,SEL-C03-025,BUY-C03-0476,1190.58,BRL,2026-03-19T13:05:00Z,paid,PAY-C03-000325,order_gateway_payout_candidate
ORD-C03-000326,SEL-C03-026,BUY-C03-0483,1301.63,BRL,2026-03-20T13:18:00Z,paid,PAY-C03-000326,order_gateway_payout_candidate
ORD-C03-000327,SEL-C03-027,BUY-C03-0490,1304.75,BRL,2026-03-21T13:31:00Z,paid,PAY-C03-000327,order_gateway_payout_candidate
ORD-C03-000328,SEL-C03-028,BUY-C03-0497,1369.95,BRL,2026-03-22T13:44:00Z,paid,PAY-C03-000328,order_gateway_payout_candidate
ORD-C03-000329,SEL-C03-029,BUY-C03-0504,1970.38,BRL,2026-03-23T13:57:00Z,paid,PAY-C03-000329,order_gateway_payout_candidate
ORD-C03-000330,SEL-C03-030,BUY-C03-0511,1443.53,BRL,2026-03-24T14:10:00Z,paid,PAY-C03-000330,order_gateway_payout_candidate
ORD-C03-000331,SEL-C03-031,BUY-C03-0518,632.02,BRL,2026-03-25T14:23:00Z,paid,PAY-C03-000331,order_gateway_payout_candidate
ORD-C03-000332,SEL-C03-032,BUY-C03-0525,1483.30,BRL,2026-03-26T14:36:00Z,paid,PAY-C03-000332,order_gateway_payout_candidate
ORD-C03-000333,SEL-C03-033,BUY-C03-0532,495.27,BRL,2026-03-27T14:49:00Z,paid,PAY-C03-000333,order_gateway_payout_candidate
ORD-C03-000334,SEL-C03-034,BUY-C03-0539,1760.12,BRL,2026-03-28T15:02:00Z,paid,PAY-C03-000334,order_gateway_payout_candidate
ORD-C03-000335,SEL-C03-035,BUY-C03-0546,2111.09,BRL,2026-03-29T15:15:00Z,paid,PAY-C03-000335,order_gateway_payout_candidate
ORD-C03-000336,SEL-C03-036,BUY-C03-0553,1227.78,USD,2026-03-30T15:28:00Z,paid,PAY-C03-000336,order_gateway_payout_candidate
ORD-C03-000337,SEL-C03-037,BUY-C03-0560,1461.79,BRL,2026-03-31T15:41:00Z,paid,PAY-C03-000337,order_gateway_payout_candidate
ORD-C03-000338,SEL-C03-038,BUY-C03-0567,594.25,BRL,2026-04-01T15:54:00Z,paid,PAY-C03-000338,order_gateway_payout_candidate
ORD-C03-000339,SEL-C03-039,BUY-C03-0574,1209.30,BRL,2026-04-02T16:07:00Z,paid,PAY-C03-000339,order_gateway_payout_candidate
ORD-C03-000340,SEL-C03-040,BUY-C03-0581,664.63,BRL,2026-04-03T12:00:00Z,refunded,PAY-C03-000340,order_has_refund
ORD-C03-000341,SEL-C03-041,BUY-C03-0588,662.07,BRL,2026-03-04T12:13:00Z,pending,PAY-C03-000341,order_not_captured_yet
ORD-C03-000342,SEL-C03-042,BUY-C03-0595,573.17,BRL,2026-03-05T12:26:00Z,paid,PAY-C03-000342,order_gateway_payout_candidate
ORD-C03-000343,SEL-C03-043,BUY-C03-0602,2115.08,BRL,2026-03-06T12:39:00Z,paid,PAY-C03-000343,order_gateway_payout_candidate
ORD-C03-000344,SEL-C03-044,BUY-C03-0609,798.94,BRL,2026-03-07T12:52:00Z,paid,PAY-C03-000344,order_gateway_payout_candidate
ORD-C03-000345,SEL-C03-045,BUY-C03-0616,1459.72,BRL,2026-03-08T13:05:00Z,paid,PAY-C03-000345,order_gateway_payout_candidate
ORD-C03-000346,SEL-C03-046,BUY-C03-0623,1128.85,BRL,2026-03-09T13:18:00Z,paid,PAY-C03-000346,order_gateway_payout_candidate
ORD-C03-000347,SEL-C03-047,BUY-C03-0630,1880.94,BRL,2026-03-10T13:31:00Z,paid,PAY-C03-000347,order_gateway_payout_candidate
ORD-C03-000348,SEL-C03-048,BUY-C03-0637,143.10,EUR,2026-03-11T13:44:00Z,disputed,PAY-C03-000348,order_needs_review
ORD-C03-000349,SEL-C03-049,BUY-C03-0644,1135.63,BRL,2026-03-12T13:57:00Z,paid,PAY-C03-000349,order_gateway_payout_candidate
ORD-C03-000350,SEL-C03-050,BUY-C03-0651,1240.48,BRL,2026-03-13T14:10:00Z,paid,PAY-C03-000350,order_gateway_payout_candidate
ORD-C03-000351,SEL-C03-001,BUY-C03-0658,689.87,BRL,2026-03-14T14:23:00Z,paid,PAY-C03-000351,order_gateway_payout_candidate
ORD-C03-000352,SEL-C03-002,BUY-C03-0665,153.94,BRL,2026-03-15T14:36:00Z,paid,PAY-C03-000352,order_gateway_payout_candidate
ORD-C03-000353,SEL-C03-003,BUY-C03-0672,998.69,BRL,2026-03-16T14:49:00Z,paid,PAY-C03-000353,order_gateway_payout_candidate
ORD-C03-000354,SEL-C03-004,BUY-C03-0679,54.49,BRL,2026-03-17T15:02:00Z,paid,PAY-C03-000354,order_gateway_payout_candidate
ORD-C03-000355,SEL-C03-005,BUY-C03-0686,464.84,BRL,2026-03-18T15:15:00Z,paid,PAY-C03-000355,order_gateway_payout_candidate
ORD-C03-000356,SEL-C03-006,BUY-C03-0693,1366.24,BRL,2026-03-19T15:28:00Z,paid,PAY-C03-000356,order_gateway_payout_candidate
ORD-C03-000357,SEL-C03-007,BUY-C03-0700,714.64,BRL,2026-03-20T15:41:00Z,refunded,PAY-C03-000357,order_has_refund
