refund_id,order_id,gateway_tx_id,seller_id,amount,currency,refunded_at,reason,scenario
REFUND-C03-000168,ORD-C03-000257,GTW-C03-000257,SEL-C03-007,141.83,BRL,2026-03-19T15:28:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000169,ORD-C03-000264,GTW-C03-000264,SEL-C03-014,350.48,USD,2026-03-26T15:41:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000170,ORD-C03-000271,GTW-C03-000271,SEL-C03-021,806.16,BRL,2026-04-02T15:54:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000171,ORD-C03-000278,GTW-C03-000278,SEL-C03-028,355.51,BRL,2026-04-09T12:00:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000172,ORD-C03-000285,GTW-C03-000285,SEL-C03-035,685.03,BRL,2026-03-16T12:13:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000173,ORD-C03-000292,GTW-C03-000292,SEL-C03-042,802.16,BRL,2026-03-23T12:26:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000174,ORD-C03-000299,GTW-C03-000299,SEL-C03-049,552.71,BRL,2026-03-30T12:39:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000175,ORD-C03-000306,GTW-C03-000306,SEL-C03-006,810.75,BRL,2026-04-06T12:52:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000176,ORD-C03-000313,GTW-C03-000313,SEL-C03-013,395.60,BRL,2026-03-13T13:05:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000177,ORD-C03-000320,GTW-C03-000320,SEL-C03-020,644.94,BRL,2026-03-20T13:18:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000178,ORD-C03-000327,GTW-C03-000327,SEL-C03-027,667.07,BRL,2026-03-27T13:31:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000179,ORD-C03-000334,GTW-C03-000334,SEL-C03-034,896.86,BRL,2026-04-03T13:44:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000180,ORD-C03-000341,GTW-C03-000341,SEL-C03-041,331.03,BRL,2026-03-10T13:57:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000181,ORD-C03-000348,GTW-C03-000348,SEL-C03-048,73.65,EUR,2026-03-17T14:10:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000182,ORD-C03-000355,GTW-C03-000355,SEL-C03-005,236.62,BRL,2026-03-24T14:23:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000183,ORD-C03-000362,GTW-C03-000362,SEL-C03-012,998.24,BRL,2026-03-31T14:36:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000184,ORD-C03-000369,GTW-C03-000369,SEL-C03-019,978.42,BRL,2026-04-07T14:49:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000185,ORD-C03-000376,GTW-C03-000376,SEL-C03-026,307.05,BRL,2026-03-14T15:02:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000186,ORD-C03-000383,GTW-C03-000383,SEL-C03-033,770.68,BRL,2026-03-21T15:15:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000187,ORD-C03-000390,GTW-C03-000390,SEL-C03-040,496.47,BRL,2026-03-28T15:28:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000188,ORD-C03-000397,GTW-C03-000397,SEL-C03-047,143.52,BRL,2026-04-04T15:41:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000189,ORD-C03-000404,GTW-C03-000404,SEL-C03-004,798.65,BRL,2026-03-11T15:54:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000190,ORD-C03-000411,GTW-C03-000411,SEL-C03-011,794.82,BRL,2026-03-18T12:00:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000191,ORD-C03-000418,GTW-C03-000418,SEL-C03-018,251.85,BRL,2026-03-25T12:13:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000192,ORD-C03-000425,GTW-C03-000425,SEL-C03-025,1019.26,BRL,2026-04-01T12:26:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000193,ORD-C03-000432,GTW-C03-000432,SEL-C03-032,666.87,BRL,2026-04-08T12:39:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000194,ORD-C03-000439,GTW-C03-000439,SEL-C03-039,1093.93,BRL,2026-03-15T12:52:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000195,ORD-C03-000446,GTW-C03-000446,SEL-C03-046,1101.43,BRL,2026-03-22T13:05:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000196,ORD-C03-000453,GTW-C03-000453,SEL-C03-003,398.37,BRL,2026-03-29T13:18:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000197,ORD-C03-000460,GTW-C03-000460,SEL-C03-010,78.45,BRL,2026-04-05T13:31:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000198,ORD-C03-000467,GTW-C03-000467,SEL-C03-017,657.61,BRL,2026-03-12T13:44:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000199,ORD-C03-000474,GTW-C03-000474,SEL-C03-024,999.98,BRL,2026-03-19T13:57:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000200,ORD-C03-000481,GTW-C03-000481,SEL-C03-031,769.40,BRL,2026-03-26T14:10:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000201,ORD-C03-000488,GTW-C03-000488,SEL-C03-038,449.60,BRL,2026-04-02T14:23:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000202,ORD-C03-000495,GTW-C03-000495,SEL-C03-045,524.26,BRL,2026-04-09T14:36:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000203,ORD-C03-000502,GTW-C03-000502,SEL-C03-002,898.90,BRL,2026-03-16T14:49:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000204,ORD-C03-000509,GTW-C03-000509,SEL-C03-009,994.91,BRL,2026-03-23T15:02:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000205,ORD-C03-000516,GTW-C03-000516,SEL-C03-016,614.96,USD,2026-03-30T15:15:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000206,ORD-C03-000523,GTW-C03-000523,SEL-C03-023,812.46,BRL,2026-04-06T15:28:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000207,ORD-C03-000530,GTW-C03-000530,SEL-C03-030,208.19,BRL,2026-03-13T15:41:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000208,ORD-C03-000537,GTW-C03-000537,SEL-C03-037,204.21,BRL,2026-03-20T15:54:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000209,ORD-C03-000544,GTW-C03-000544,SEL-C03-044,94.94,BRL,2026-03-27T12:00:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000210,ORD-C03-000551,GTW-C03-000551,SEL-C03-001,251.32,BRL,2026-04-03T12:13:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000211,ORD-C03-000558,GTW-C03-000558,SEL-C03-008,958.96,BRL,2026-03-10T12:26:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000212,ORD-C03-000565,GTW-C03-000565,SEL-C03-015,346.31,BRL,2026-03-17T12:39:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000213,ORD-C03-000572,GTW-C03-000572,SEL-C03-022,908.08,BRL,2026-03-24T12:52:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000214,ORD-C03-000579,GTW-C03-000579,SEL-C03-029,484.95,BRL,2026-03-31T13:05:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000215,ORD-C03-000586,GTW-C03-000586,SEL-C03-036,739.59,BRL,2026-04-07T13:18:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000216,ORD-C03-000593,GTW-C03-000593,SEL-C03-043,258.01,BRL,2026-03-14T13:31:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000217,ORD-C03-000600,GTW-C03-000600,SEL-C03-050,976.18,EUR,2026-03-21T13:44:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000218,ORD-C03-000607,GTW-C03-000607,SEL-C03-007,864.88,BRL,2026-03-28T13:57:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000219,ORD-C03-000614,GTW-C03-000614,SEL-C03-014,228.69,BRL,2026-04-04T14:10:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000220,ORD-C03-000621,GTW-C03-000621,SEL-C03-021,668.18,BRL,2026-03-11T14:23:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000221,ORD-C03-000628,GTW-C03-000628,SEL-C03-028,50.01,BRL,2026-03-18T14:36:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000222,ORD-C03-000635,GTW-C03-000635,SEL-C03-035,270.28,BRL,2026-03-25T14:49:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000223,ORD-C03-000642,GTW-C03-000642,SEL-C03-042,779.68,BRL,2026-04-01T15:02:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000224,ORD-C03-000649,GTW-C03-000649,SEL-C03-049,142.27,BRL,2026-04-08T15:15:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000225,ORD-C03-000656,GTW-C03-000656,SEL-C03-006,60.12,BRL,2026-03-15T15:28:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000226,ORD-C03-000663,GTW-C03-000663,SEL-C03-013,373.29,BRL,2026-03-22T15:41:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000227,ORD-C03-000670,GTW-C03-000670,SEL-C03-020,179.44,BRL,2026-03-29T15:54:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000228,ORD-C03-000677,GTW-C03-000677,SEL-C03-027,988.79,BRL,2026-04-05T12:00:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000229,ORD-C03-000684,GTW-C03-000684,SEL-C03-034,99.42,BRL,2026-03-12T12:13:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000230,ORD-C03-000691,GTW-C03-000691,SEL-C03-041,1073.97,BRL,2026-03-19T12:26:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000231,ORD-C03-000698,GTW-C03-000698,SEL-C03-048,145.41,BRL,2026-03-26T12:39:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000232,ORD-C03-000705,GTW-C03-000705,SEL-C03-005,877.69,BRL,2026-04-02T12:52:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000233,ORD-C03-000712,GTW-C03-000712,SEL-C03-012,1011.64,BRL,2026-04-09T13:05:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000234,ORD-C03-000719,GTW-C03-000719,SEL-C03-019,327.41,BRL,2026-03-16T13:18:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000235,ORD-C03-000726,GTW-C03-000726,SEL-C03-026,1087.24,BRL,2026-03-23T13:31:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000236,ORD-C03-000733,GTW-C03-000733,SEL-C03-033,439.51,BRL,2026-03-30T13:44:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000237,ORD-C03-000740,GTW-C03-000740,SEL-C03-040,875.73,BRL,2026-04-06T13:57:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000238,ORD-C03-000747,GTW-C03-000747,SEL-C03-047,628.50,BRL,2026-03-13T14:10:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000239,ORD-C03-000754,GTW-C03-000754,SEL-C03-004,820.30,BRL,2026-03-20T14:23:00Z,customer_request,refund_links_to_gateway_and_order
REFUND-C03-000240,ORD-C03-000761,GTW-C03-000761,SEL-C03-011,698.13,BRL,2026-03-27T14:36:00Z,fraud_review,refund_links_to_gateway_and_order
REFUND-C03-000241,ORD-C03-009241,GTW-C03-ONLY-000241,SEL-C03-041,992.90,BRL,2026-03-13T14:49:00Z,customer_request,refund_only_unmatched
REFUND-C03-000242,ORD-C03-009242,GTW-C03-ONLY-000242,SEL-C03-042,82.63,BRL,2026-03-14T15:02:00Z,customer_request,refund_only_unmatched
REFUND-C03-000243,ORD-C03-009243,GTW-C03-ONLY-000243,SEL-C03-043,855.79,BRL,2026-03-15T15:15:00Z,customer_request,refund_only_unmatched
REFUND-C03-000244,ORD-C03-009244,GTW-C03-ONLY-000244,SEL-C03-044,774.19,BRL,2026-03-16T15:28:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000245,ORD-C03-009245,GTW-C03-ONLY-000245,SEL-C03-045,682.34,BRL,2026-03-17T15:41:00Z,customer_request,refund_only_unmatched
REFUND-C03-000246,ORD-C03-009246,GTW-C03-ONLY-000246,SEL-C03-046,76.12,BRL,2026-03-18T15:54:00Z,customer_request,refund_only_unmatched
REFUND-C03-000247,ORD-C03-009247,GTW-C03-ONLY-000247,SEL-C03-047,603.33,BRL,2026-03-19T12:00:00Z,customer_request,refund_only_unmatched
REFUND-C03-000248,ORD-C03-009248,GTW-C03-ONLY-000248,SEL-C03-048,968.56,BRL,2026-03-20T12:13:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000249,ORD-C03-009249,GTW-C03-ONLY-000249,SEL-C03-049,369.96,BRL,2026-03-21T12:26:00Z,customer_request,refund_only_unmatched
REFUND-C03-000250,ORD-C03-009250,GTW-C03-ONLY-000250,SEL-C03-050,395.51,BRL,2026-03-22T12:39:00Z,customer_request,refund_only_unmatched
REFUND-C03-000251,ORD-C03-009251,GTW-C03-ONLY-000251,SEL-C03-001,479.94,BRL,2026-03-23T12:52:00Z,customer_request,refund_only_unmatched
REFUND-C03-000252,ORD-C03-009252,GTW-C03-ONLY-000252,SEL-C03-002,271.59,BRL,2026-03-24T13:05:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000253,ORD-C03-009253,GTW-C03-ONLY-000253,SEL-C03-003,347.58,BRL,2026-03-25T13:18:00Z,customer_request,refund_only_unmatched
REFUND-C03-000254,ORD-C03-009254,GTW-C03-ONLY-000254,SEL-C03-004,1005.77,BRL,2026-03-26T13:31:00Z,customer_request,refund_only_unmatched
REFUND-C03-000255,ORD-C03-009255,GTW-C03-ONLY-000255,SEL-C03-005,641.27,BRL,2026-03-27T13:44:00Z,customer_request,refund_only_unmatched
REFUND-C03-000256,ORD-C03-009256,GTW-C03-ONLY-000256,SEL-C03-006,663.75,BRL,2026-03-28T13:57:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000257,ORD-C03-009257,GTW-C03-ONLY-000257,SEL-C03-007,252.18,BRL,2026-03-29T14:10:00Z,customer_request,refund_only_unmatched
REFUND-C03-000258,ORD-C03-009258,GTW-C03-ONLY-000258,SEL-C03-008,228.09,BRL,2026-03-30T14:23:00Z,customer_request,refund_only_unmatched
REFUND-C03-000259,ORD-C03-009259,GTW-C03-ONLY-000259,SEL-C03-009,44.43,BRL,2026-03-31T14:36:00Z,customer_request,refund_only_unmatched
REFUND-C03-000260,ORD-C03-009260,GTW-C03-ONLY-000260,SEL-C03-010,1115.71,BRL,2026-04-01T14:49:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000261,ORD-C03-009261,GTW-C03-ONLY-000261,SEL-C03-011,329.89,BRL,2026-04-02T15:02:00Z,customer_request,refund_only_unmatched
REFUND-C03-000262,ORD-C03-009262,GTW-C03-ONLY-000262,SEL-C03-012,912.51,BRL,2026-04-03T15:15:00Z,customer_request,refund_only_unmatched
REFUND-C03-000263,ORD-C03-009263,GTW-C03-ONLY-000263,SEL-C03-013,438.34,BRL,2026-04-04T15:28:00Z,customer_request,refund_only_unmatched
REFUND-C03-000264,ORD-C03-009264,GTW-C03-ONLY-000264,SEL-C03-014,946.59,USD,2026-04-05T15:41:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000265,ORD-C03-009265,GTW-C03-ONLY-000265,SEL-C03-015,109.05,BRL,2026-04-06T15:54:00Z,customer_request,refund_only_unmatched
REFUND-C03-000266,ORD-C03-009266,GTW-C03-ONLY-000266,SEL-C03-016,859.39,BRL,2026-04-07T12:00:00Z,customer_request,refund_only_unmatched
REFUND-C03-000267,ORD-C03-009267,GTW-C03-ONLY-000267,SEL-C03-017,357.29,BRL,2026-04-08T12:13:00Z,customer_request,refund_only_unmatched
REFUND-C03-000268,ORD-C03-009268,GTW-C03-ONLY-000268,SEL-C03-018,128.87,BRL,2026-04-09T12:26:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000269,ORD-C03-009269,GTW-C03-ONLY-000269,SEL-C03-019,400.73,BRL,2026-03-10T12:39:00Z,customer_request,refund_only_unmatched
REFUND-C03-000270,ORD-C03-009270,GTW-C03-ONLY-000270,SEL-C03-020,32.10,BRL,2026-03-11T12:52:00Z,customer_request,refund_only_unmatched
REFUND-C03-000271,ORD-C03-009271,GTW-C03-ONLY-000271,SEL-C03-021,234.33,BRL,2026-03-12T13:05:00Z,customer_request,refund_only_unmatched
REFUND-C03-000272,ORD-C03-009272,GTW-C03-ONLY-000272,SEL-C03-022,593.99,BRL,2026-03-13T13:18:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000273,ORD-C03-009273,GTW-C03-ONLY-000273,SEL-C03-023,48.85,BRL,2026-03-14T13:31:00Z,customer_request,refund_only_unmatched
REFUND-C03-000274,ORD-C03-009274,GTW-C03-ONLY-000274,SEL-C03-024,893.29,BRL,2026-03-15T13:44:00Z,customer_request,refund_only_unmatched
REFUND-C03-000275,ORD-C03-009275,GTW-C03-ONLY-000275,SEL-C03-025,408.48,BRL,2026-03-16T13:57:00Z,customer_request,refund_only_unmatched
REFUND-C03-000276,ORD-C03-009276,GTW-C03-ONLY-000276,SEL-C03-026,625.62,EUR,2026-03-17T14:10:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000277,ORD-C03-009277,GTW-C03-ONLY-000277,SEL-C03-027,505.65,BRL,2026-03-18T14:23:00Z,customer_request,refund_only_unmatched
REFUND-C03-000278,ORD-C03-009278,GTW-C03-ONLY-000278,SEL-C03-028,527.69,BRL,2026-03-19T14:36:00Z,customer_request,refund_only_unmatched
REFUND-C03-000279,ORD-C03-009279,GTW-C03-ONLY-000279,SEL-C03-029,61.60,BRL,2026-03-20T14:49:00Z,customer_request,refund_only_unmatched
REFUND-C03-000280,ORD-C03-009280,GTW-C03-ONLY-000280,SEL-C03-030,88.63,BRL,2026-03-21T15:02:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000281,ORD-C03-009281,GTW-C03-ONLY-000281,SEL-C03-031,825.39,BRL,2026-03-22T15:15:00Z,customer_request,refund_only_unmatched
REFUND-C03-000282,ORD-C03-009282,GTW-C03-ONLY-000282,SEL-C03-032,394.97,BRL,2026-03-23T15:28:00Z,customer_request,refund_only_unmatched
REFUND-C03-000283,ORD-C03-009283,GTW-C03-ONLY-000283,SEL-C03-033,428.82,BRL,2026-03-24T15:41:00Z,customer_request,refund_only_unmatched
REFUND-C03-000284,ORD-C03-009284,GTW-C03-ONLY-000284,SEL-C03-034,1109.11,BRL,2026-03-25T15:54:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000285,ORD-C03-009285,GTW-C03-ONLY-000285,SEL-C03-035,656.01,BRL,2026-03-26T12:00:00Z,customer_request,refund_only_unmatched
REFUND-C03-000286,ORD-C03-009286,GTW-C03-ONLY-000286,SEL-C03-036,434.52,BRL,2026-03-27T12:13:00Z,customer_request,refund_only_unmatched
REFUND-C03-000287,ORD-C03-009287,GTW-C03-ONLY-000287,SEL-C03-037,684.83,BRL,2026-03-28T12:26:00Z,customer_request,refund_only_unmatched
REFUND-C03-000288,ORD-C03-009288,GTW-C03-ONLY-000288,SEL-C03-038,99.77,BRL,2026-03-29T12:39:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000289,ORD-C03-009289,GTW-C03-ONLY-000289,SEL-C03-039,310.99,BRL,2026-03-30T12:52:00Z,customer_request,refund_only_unmatched
REFUND-C03-000290,ORD-C03-009290,GTW-C03-ONLY-000290,SEL-C03-040,224.32,BRL,2026-03-31T13:05:00Z,customer_request,refund_only_unmatched
REFUND-C03-000291,ORD-C03-009291,GTW-C03-ONLY-000291,SEL-C03-041,639.58,BRL,2026-04-01T13:18:00Z,customer_request,refund_only_unmatched
REFUND-C03-000292,ORD-C03-009292,GTW-C03-ONLY-000292,SEL-C03-042,108.04,BRL,2026-04-02T13:31:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000293,ORD-C03-009293,GTW-C03-ONLY-000293,SEL-C03-043,104.79,BRL,2026-04-03T13:44:00Z,customer_request,refund_only_unmatched
REFUND-C03-000294,ORD-C03-009294,GTW-C03-ONLY-000294,SEL-C03-044,638.69,BRL,2026-04-04T13:57:00Z,customer_request,refund_only_unmatched
REFUND-C03-000295,ORD-C03-009295,GTW-C03-ONLY-000295,SEL-C03-045,157.38,BRL,2026-04-05T14:10:00Z,customer_request,refund_only_unmatched
REFUND-C03-000296,ORD-C03-009296,GTW-C03-ONLY-000296,SEL-C03-046,660.98,BRL,2026-04-06T14:23:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000297,ORD-C03-009297,GTW-C03-ONLY-000297,SEL-C03-047,925.04,BRL,2026-04-07T14:36:00Z,customer_request,refund_only_unmatched
REFUND-C03-000298,ORD-C03-009298,GTW-C03-ONLY-000298,SEL-C03-048,740.93,BRL,2026-04-08T14:49:00Z,customer_request,refund_only_unmatched
REFUND-C03-000299,ORD-C03-009299,GTW-C03-ONLY-000299,SEL-C03-049,108.47,BRL,2026-04-09T15:02:00Z,customer_request,refund_only_unmatched
REFUND-C03-000300,ORD-C03-009300,GTW-C03-ONLY-000300,SEL-C03-050,67.47,USD,2026-03-10T15:15:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000301,ORD-C03-009301,GTW-C03-ONLY-000301,SEL-C03-001,715.93,BRL,2026-03-11T15:28:00Z,customer_request,refund_only_unmatched
REFUND-C03-000302,ORD-C03-009302,GTW-C03-ONLY-000302,SEL-C03-002,991.65,BRL,2026-03-12T15:41:00Z,customer_request,refund_only_unmatched
REFUND-C03-000303,ORD-C03-009303,GTW-C03-ONLY-000303,SEL-C03-003,156.80,BRL,2026-03-13T15:54:00Z,customer_request,refund_only_unmatched
REFUND-C03-000304,ORD-C03-009304,GTW-C03-ONLY-000304,SEL-C03-004,255.88,BRL,2026-03-14T12:00:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000305,ORD-C03-009305,GTW-C03-ONLY-000305,SEL-C03-005,719.18,BRL,2026-03-15T12:13:00Z,customer_request,refund_only_unmatched
REFUND-C03-000306,ORD-C03-009306,GTW-C03-ONLY-000306,SEL-C03-006,596.53,BRL,2026-03-16T12:26:00Z,customer_request,refund_only_unmatched
REFUND-C03-000307,ORD-C03-009307,GTW-C03-ONLY-000307,SEL-C03-007,73.67,BRL,2026-03-17T12:39:00Z,customer_request,refund_only_unmatched
REFUND-C03-000308,ORD-C03-009308,GTW-C03-ONLY-000308,SEL-C03-008,148.42,BRL,2026-03-18T12:52:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000309,ORD-C03-009309,GTW-C03-ONLY-000309,SEL-C03-009,174.95,BRL,2026-03-19T13:05:00Z,customer_request,refund_only_unmatched
REFUND-C03-000310,ORD-C03-009310,GTW-C03-ONLY-000310,SEL-C03-010,462.77,BRL,2026-03-20T13:18:00Z,customer_request,refund_only_unmatched
REFUND-C03-000311,ORD-C03-009311,GTW-C03-ONLY-000311,SEL-C03-011,470.37,BRL,2026-03-21T13:31:00Z,customer_request,refund_only_unmatched
REFUND-C03-000312,ORD-C03-009312,GTW-C03-ONLY-000312,SEL-C03-012,100.77,EUR,2026-03-22T13:44:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000313,ORD-C03-009313,GTW-C03-ONLY-000313,SEL-C03-013,782.67,BRL,2026-03-23T13:57:00Z,customer_request,refund_only_unmatched
REFUND-C03-000314,ORD-C03-009314,GTW-C03-ONLY-000314,SEL-C03-014,824.97,BRL,2026-03-24T14:10:00Z,customer_request,refund_only_unmatched
REFUND-C03-000315,ORD-C03-009315,GTW-C03-ONLY-000315,SEL-C03-015,363.19,BRL,2026-03-25T14:23:00Z,customer_request,refund_only_unmatched
REFUND-C03-000316,ORD-C03-009316,GTW-C03-ONLY-000316,SEL-C03-016,460.95,BRL,2026-03-26T14:36:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000317,ORD-C03-009317,GTW-C03-ONLY-000317,SEL-C03-017,934.80,BRL,2026-03-27T14:49:00Z,customer_request,refund_only_unmatched
REFUND-C03-000318,ORD-C03-009318,GTW-C03-ONLY-000318,SEL-C03-018,566.50,BRL,2026-03-28T15:02:00Z,customer_request,refund_only_unmatched
REFUND-C03-000319,ORD-C03-009319,GTW-C03-ONLY-000319,SEL-C03-019,496.12,BRL,2026-03-29T15:15:00Z,customer_request,refund_only_unmatched
REFUND-C03-000320,ORD-C03-009320,GTW-C03-ONLY-000320,SEL-C03-020,1002.15,BRL,2026-03-30T15:28:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000321,ORD-C03-009321,GTW-C03-ONLY-000321,SEL-C03-021,50.65,BRL,2026-03-31T15:41:00Z,customer_request,refund_only_unmatched
REFUND-C03-000322,ORD-C03-009322,GTW-C03-ONLY-000322,SEL-C03-022,966.79,BRL,2026-04-01T15:54:00Z,customer_request,refund_only_unmatched
REFUND-C03-000323,ORD-C03-009323,GTW-C03-ONLY-000323,SEL-C03-023,178.31,BRL,2026-04-02T12:00:00Z,customer_request,refund_only_unmatched
REFUND-C03-000324,ORD-C03-009324,GTW-C03-ONLY-000324,SEL-C03-024,186.76,BRL,2026-04-03T12:13:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000325,ORD-C03-009325,GTW-C03-ONLY-000325,SEL-C03-025,849.16,BRL,2026-04-04T12:26:00Z,customer_request,refund_only_unmatched
REFUND-C03-000326,ORD-C03-009326,GTW-C03-ONLY-000326,SEL-C03-026,1084.86,BRL,2026-04-05T12:39:00Z,customer_request,refund_only_unmatched
REFUND-C03-000327,ORD-C03-009327,GTW-C03-ONLY-000327,SEL-C03-027,831.80,BRL,2026-04-06T12:52:00Z,customer_request,refund_only_unmatched
REFUND-C03-000328,ORD-C03-009328,GTW-C03-ONLY-000328,SEL-C03-028,829.15,BRL,2026-04-07T13:05:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000329,ORD-C03-009329,GTW-C03-ONLY-000329,SEL-C03-029,910.40,BRL,2026-04-08T13:18:00Z,customer_request,refund_only_unmatched
REFUND-C03-000330,ORD-C03-009330,GTW-C03-ONLY-000330,SEL-C03-030,994.27,BRL,2026-04-09T13:31:00Z,customer_request,refund_only_unmatched
REFUND-C03-000331,ORD-C03-009331,GTW-C03-ONLY-000331,SEL-C03-031,197.49,BRL,2026-03-10T13:44:00Z,customer_request,refund_only_unmatched
REFUND-C03-000332,ORD-C03-009332,GTW-C03-ONLY-000332,SEL-C03-032,503.96,BRL,2026-03-11T13:57:00Z,fraud_review,refund_only_unmatched
REFUND-C03-000333,ORD-C03-009333,GTW-C03-ONLY-000333,SEL-C03-033,1014.61,BRL,2026-03-12T14:10:00Z,customer_request,refund_only_unmatched
REFUND-C03-000334,ORD-C03-009334,GTW-C03-ONLY-000334,SEL-C03-034,650.79,BRL,2026-03-13T14:23:00Z,customer_request,refund_only_unmatched
