payout_id,seller_id,payout_batch_id,amount,currency,payout_date,included_order_ids,scenario
PO-C03-000162,SEL-C03-012,PB-C03-0007,5067.08,BRL,2026-04-05,ORD-C03-000462|ORD-C03-000512|ORD-C03-000562,aggregate_payout_many_orders
PO-C03-000163,SEL-C03-013,PB-C03-0007,3401.94,BRL,2026-04-06,ORD-C03-000463|ORD-C03-000513|ORD-C03-000563,aggregate_payout_many_orders
PO-C03-000164,SEL-C03-014,PB-C03-0007,2970.09,BRL,2026-04-07,ORD-C03-000464|ORD-C03-000514|ORD-C03-000564,aggregate_payout_many_orders
PO-C03-000165,SEL-C03-015,PB-C03-0007,4421.35,BRL,2026-03-08,ORD-C03-000465|ORD-C03-000515|ORD-C03-000565,aggregate_payout_many_orders
PO-C03-000166,SEL-C03-016,PB-C03-0007,3520.13,BRL,2026-03-09,ORD-C03-000466|ORD-C03-000516|ORD-C03-000566,aggregate_payout_many_orders
PO-C03-000167,SEL-C03-017,PB-C03-0007,3457.54,BRL,2026-03-10,ORD-C03-000467|ORD-C03-000517|ORD-C03-000567,aggregate_payout_many_orders
PO-C03-000168,SEL-C03-018,PB-C03-0007,3806.06,BRL,2026-03-11,ORD-C03-000468|ORD-C03-000518|ORD-C03-000568,aggregate_payout_many_orders
PO-C03-000169,SEL-C03-019,PB-C03-0007,4421.22,BRL,2026-03-12,ORD-C03-000469|ORD-C03-000519|ORD-C03-000569,aggregate_payout_many_orders
PO-C03-000170,SEL-C03-020,PB-C03-0007,2917.92,BRL,2026-03-13,ORD-C03-000470|ORD-C03-000520|ORD-C03-000570,aggregate_payout_many_orders
PO-C03-000171,SEL-C03-021,PB-C03-0007,3720.51,BRL,2026-03-14,ORD-C03-000471|ORD-C03-000521|ORD-C03-000571,aggregate_payout_many_orders
PO-C03-000172,SEL-C03-022,PB-C03-0007,5043.60,BRL,2026-03-15,ORD-C03-000472|ORD-C03-000522|ORD-C03-000572,aggregate_payout_many_orders
PO-C03-000173,SEL-C03-023,PB-C03-0007,2613.30,BRL,2026-03-16,ORD-C03-000473|ORD-C03-000523|ORD-C03-000573,aggregate_payout_many_orders
PO-C03-000174,SEL-C03-024,PB-C03-0007,2630.75,BRL,2026-03-17,ORD-C03-000474|ORD-C03-000524|ORD-C03-000574,aggregate_payout_many_orders
PO-C03-000175,SEL-C03-025,PB-C03-0007,4028.11,BRL,2026-03-18,ORD-C03-000475|ORD-C03-000525|ORD-C03-000575,aggregate_payout_many_orders
PO-C03-000176,SEL-C03-026,PB-C03-0008,4405.09,BRL,2026-03-19,ORD-C03-000476|ORD-C03-000526|ORD-C03-000576,aggregate_payout_many_orders
PO-C03-000177,SEL-C03-027,PB-C03-0008,3799.90,BRL,2026-03-20,ORD-C03-000477|ORD-C03-000527|ORD-C03-000577,aggregate_payout_many_orders
PO-C03-000178,SEL-C03-028,PB-C03-0008,1806.72,BRL,2026-03-21,ORD-C03-000478|ORD-C03-000528|ORD-C03-000578,aggregate_payout_many_orders
PO-C03-000179,SEL-C03-029,PB-C03-0008,3119.48,BRL,2026-03-22,ORD-C03-000479|ORD-C03-000529|ORD-C03-000579,aggregate_payout_many_orders
PO-C03-000180,SEL-C03-030,PB-C03-0008,2698.34,USD,2026-03-23,ORD-C03-000480|ORD-C03-000530|ORD-C03-000580,aggregate_payout_many_orders
PO-C03-000181,SEL-C03-031,PB-C03-0008,3409.65,BRL,2026-03-24,ORD-C03-000481|ORD-C03-000531|ORD-C03-000581,aggregate_payout_many_orders
PO-C03-000182,SEL-C03-032,PB-C03-0008,3206.01,BRL,2026-03-25,ORD-C03-000482|ORD-C03-000532|ORD-C03-000582,aggregate_payout_many_orders
PO-C03-000183,SEL-C03-033,PB-C03-0008,2713.18,BRL,2026-03-26,ORD-C03-000483|ORD-C03-000533|ORD-C03-000583,aggregate_payout_many_orders
PO-C03-000184,SEL-C03-034,PB-C03-0008,2703.94,BRL,2026-03-27,ORD-C03-000484|ORD-C03-000534|ORD-C03-000584,aggregate_payout_many_orders
PO-C03-000185,SEL-C03-035,PB-C03-0008,1894.69,BRL,2026-03-28,ORD-C03-000485|ORD-C03-000535|ORD-C03-000585,aggregate_payout_many_orders
PO-C03-000186,SEL-C03-036,PB-C03-0008,2878.32,BRL,2026-03-29,ORD-C03-000486|ORD-C03-000536|ORD-C03-000586,aggregate_payout_many_orders
PO-C03-000187,SEL-C03-037,PB-C03-0008,2541.97,BRL,2026-03-30,ORD-C03-000487|ORD-C03-000537|ORD-C03-000587,aggregate_payout_many_orders
PO-C03-000188,SEL-C03-038,PB-C03-0008,2271.76,BRL,2026-03-31,ORD-C03-000488|ORD-C03-000538|ORD-C03-000588,aggregate_payout_many_orders
PO-C03-000189,SEL-C03-039,PB-C03-0008,4369.34,BRL,2026-04-01,ORD-C03-000489|ORD-C03-000539|ORD-C03-000589,aggregate_payout_many_orders
PO-C03-000190,SEL-C03-040,PB-C03-0008,5010.98,BRL,2026-04-02,ORD-C03-000490|ORD-C03-000540|ORD-C03-000590,aggregate_payout_many_orders
PO-C03-000191,SEL-C03-041,PB-C03-0008,3755.03,BRL,2026-04-03,ORD-C03-000491|ORD-C03-000541|ORD-C03-000591,aggregate_payout_many_orders
PO-C03-000192,SEL-C03-042,PB-C03-0008,3995.39,EUR,2026-04-04,ORD-C03-000492|ORD-C03-000542|ORD-C03-000592,aggregate_payout_many_orders
PO-C03-000193,SEL-C03-043,PB-C03-0008,4008.86,BRL,2026-04-05,ORD-C03-000493|ORD-C03-000543|ORD-C03-000593,aggregate_payout_many_orders
PO-C03-000194,SEL-C03-044,PB-C03-0008,2234.54,BRL,2026-04-06,ORD-C03-000494|ORD-C03-000544|ORD-C03-000594,aggregate_payout_many_orders
PO-C03-000195,SEL-C03-045,PB-C03-0008,1431.02,BRL,2026-04-07,ORD-C03-000495|ORD-C03-000545|ORD-C03-000595,aggregate_payout_many_orders
PO-C03-000196,SEL-C03-046,PB-C03-0008,2849.29,BRL,2026-03-08,ORD-C03-000496|ORD-C03-000546|ORD-C03-000596,aggregate_payout_many_orders
PO-C03-000197,SEL-C03-047,PB-C03-0008,2753.94,BRL,2026-03-09,ORD-C03-000497|ORD-C03-000547|ORD-C03-000597,aggregate_payout_many_orders
PO-C03-000198,SEL-C03-048,PB-C03-0008,2242.25,BRL,2026-03-10,ORD-C03-000498|ORD-C03-000548|ORD-C03-000598,aggregate_payout_many_orders
PO-C03-000199,SEL-C03-049,PB-C03-0008,2749.39,BRL,2026-03-11,ORD-C03-000499|ORD-C03-000549|ORD-C03-000599,aggregate_payout_many_orders
PO-C03-000200,SEL-C03-050,PB-C03-0008,4358.03,BRL,2026-03-12,ORD-C03-000500|ORD-C03-000550|ORD-C03-000600,aggregate_payout_many_orders
PO-C03-000201,SEL-C03-001,PB-C03-0009,3992.36,BRL,2026-03-20,ORD-C03-000601|ORD-C03-000651|ORD-C03-000701,aggregate_payout_many_orders
PO-C03-000202,SEL-C03-002,PB-C03-0009,1966.37,BRL,2026-03-21,ORD-C03-000602|ORD-C03-000652|ORD-C03-000702,aggregate_payout_many_orders
PO-C03-000203,SEL-C03-003,PB-C03-0009,3301.54,BRL,2026-03-22,ORD-C03-000603|ORD-C03-000653|ORD-C03-000703,aggregate_payout_many_orders
PO-C03-000204,SEL-C03-004,PB-C03-0009,3003.50,BRL,2026-03-23,ORD-C03-000604|ORD-C03-000654|ORD-C03-000704,aggregate_payout_many_orders
PO-C03-000205,SEL-C03-005,PB-C03-0009,5100.32,BRL,2026-03-24,ORD-C03-000605|ORD-C03-000655|ORD-C03-000705,aggregate_payout_many_orders
PO-C03-000206,SEL-C03-006,PB-C03-0009,1447.51,BRL,2026-03-25,ORD-C03-000606|ORD-C03-000656|ORD-C03-000706,aggregate_payout_many_orders
PO-C03-000207,SEL-C03-007,PB-C03-0009,4638.74,BRL,2026-03-26,ORD-C03-000607|ORD-C03-000657|ORD-C03-000707,aggregate_payout_many_orders
PO-C03-000208,SEL-C03-008,PB-C03-0009,4458.12,BRL,2026-03-27,ORD-C03-000608|ORD-C03-000658|ORD-C03-000708,aggregate_payout_many_orders
PO-C03-000209,SEL-C03-009,PB-C03-0009,2486.43,BRL,2026-03-28,ORD-C03-000609|ORD-C03-000659|ORD-C03-000709,aggregate_payout_many_orders
PO-C03-000210,SEL-C03-010,PB-C03-0009,3254.78,BRL,2026-03-29,ORD-C03-000610|ORD-C03-000660|ORD-C03-000710,aggregate_payout_many_orders
PO-C03-000211,SEL-C03-011,PB-C03-0009,1570.82,BRL,2026-03-30,ORD-C03-000611|ORD-C03-000661|ORD-C03-000711,aggregate_payout_many_orders
PO-C03-000212,SEL-C03-012,PB-C03-0009,4124.20,BRL,2026-03-31,ORD-C03-000612|ORD-C03-000662|ORD-C03-000712,aggregate_payout_many_orders
PO-C03-000213,SEL-C03-013,PB-C03-0009,2010.52,BRL,2026-04-01,ORD-C03-000613|ORD-C03-000663|ORD-C03-000713,aggregate_payout_many_orders
PO-C03-000214,SEL-C03-014,PB-C03-0009,3324.76,BRL,2026-04-02,ORD-C03-000614|ORD-C03-000664|ORD-C03-000714,aggregate_payout_many_orders
PO-C03-000215,SEL-C03-015,PB-C03-0009,3068.54,BRL,2026-04-03,ORD-C03-000615|ORD-C03-000665|ORD-C03-000715,aggregate_payout_many_orders
PO-C03-000216,SEL-C03-016,PB-C03-0009,3044.45,BRL,2026-04-04,ORD-C03-000616|ORD-C03-000666|ORD-C03-000716,aggregate_payout_many_orders
PO-C03-000217,SEL-C03-017,PB-C03-0009,3634.04,BRL,2026-04-05,ORD-C03-000617|ORD-C03-000667|ORD-C03-000717,aggregate_payout_many_orders
PO-C03-000218,SEL-C03-018,PB-C03-0009,3268.74,BRL,2026-04-06,ORD-C03-000618|ORD-C03-000668|ORD-C03-000718,aggregate_payout_many_orders
PO-C03-000219,SEL-C03-019,PB-C03-0009,2659.49,BRL,2026-04-07,ORD-C03-000619|ORD-C03-000669|ORD-C03-000719,aggregate_payout_many_orders
PO-C03-000220,SEL-C03-020,PB-C03-0009,1955.95,BRL,2026-03-08,ORD-C03-000620|ORD-C03-000670|ORD-C03-000720,aggregate_payout_many_orders
PO-C03-000221,SEL-C03-021,PB-C03-0009,3429.09,BRL,2026-03-09,ORD-C03-000621|ORD-C03-000671|ORD-C03-000721,aggregate_payout_many_orders
PO-C03-000222,SEL-C03-022,PB-C03-0009,1451.13,BRL,2026-03-10,ORD-C03-000622|ORD-C03-000672|ORD-C03-000722,aggregate_payout_many_orders
PO-C03-000223,SEL-C03-023,PB-C03-0009,3199.47,BRL,2026-03-11,ORD-C03-000623|ORD-C03-000673|ORD-C03-000723,aggregate_payout_many_orders
PO-C03-000224,SEL-C03-024,PB-C03-0009,3725.11,USD,2026-03-12,ORD-C03-000624|ORD-C03-000674|ORD-C03-000724,aggregate_payout_many_orders
PO-C03-000225,SEL-C03-025,PB-C03-0009,3985.42,BRL,2026-03-13,ORD-C03-000625|ORD-C03-000675|ORD-C03-000725,aggregate_payout_many_orders
PO-C03-000226,SEL-C03-026,PB-C03-0010,3186.83,BRL,2026-03-14,ORD-C03-000626|ORD-C03-000676|ORD-C03-000726,aggregate_payout_many_orders
PO-C03-000227,SEL-C03-027,PB-C03-0010,5227.37,BRL,2026-03-15,ORD-C03-000627|ORD-C03-000677|ORD-C03-000727,aggregate_payout_many_orders
PO-C03-000228,SEL-C03-028,PB-C03-0010,2874.90,BRL,2026-03-16,ORD-C03-000628|ORD-C03-000678|ORD-C03-000728,aggregate_payout_many_orders
PO-C03-000229,SEL-C03-029,PB-C03-0010,3892.95,BRL,2026-03-17,ORD-C03-000629|ORD-C03-000679|ORD-C03-000729,aggregate_payout_many_orders
PO-C03-000230,SEL-C03-030,PB-C03-0010,3471.53,BRL,2026-03-18,ORD-C03-000630|ORD-C03-000680|ORD-C03-000730,aggregate_payout_many_orders
PO-C03-000231,SEL-C03-031,PB-C03-0010,3725.93,BRL,2026-03-19,ORD-C03-000631|ORD-C03-000681|ORD-C03-000731,aggregate_payout_many_orders
PO-C03-000232,SEL-C03-032,PB-C03-0010,3935.56,BRL,2026-03-20,ORD-C03-000632|ORD-C03-000682|ORD-C03-000732,aggregate_payout_many_orders
PO-C03-000233,SEL-C03-033,PB-C03-0010,3242.03,BRL,2026-03-21,ORD-C03-000633|ORD-C03-000683|ORD-C03-000733,aggregate_payout_many_orders
PO-C03-000234,SEL-C03-034,PB-C03-0010,2371.63,BRL,2026-03-22,ORD-C03-000634|ORD-C03-000684|ORD-C03-000734,aggregate_payout_many_orders
PO-C03-000235,SEL-C03-035,PB-C03-0010,1923.16,BRL,2026-03-23,ORD-C03-000635|ORD-C03-000685|ORD-C03-000735,aggregate_payout_many_orders
PO-C03-000236,SEL-C03-036,PB-C03-0010,2037.54,EUR,2026-03-24,ORD-C03-000636|ORD-C03-000686|ORD-C03-000736,aggregate_payout_many_orders
PO-C03-000237,SEL-C03-037,PB-C03-0010,2028.07,BRL,2026-03-25,ORD-C03-000637|ORD-C03-000687|ORD-C03-000737,aggregate_payout_many_orders
PO-C03-000238,SEL-C03-038,PB-C03-0010,2548.07,BRL,2026-03-26,ORD-C03-000638|ORD-C03-000688|ORD-C03-000738,aggregate_payout_many_orders
PO-C03-000239,SEL-C03-039,PB-C03-0010,4122.16,BRL,2026-03-27,ORD-C03-000639|ORD-C03-000689|ORD-C03-000739,aggregate_payout_many_orders
PO-C03-000240,SEL-C03-040,PB-C03-0010,2659.32,BRL,2026-03-28,ORD-C03-000640|ORD-C03-000690|ORD-C03-000740,aggregate_payout_many_orders
PO-C03-000241,SEL-C03-041,PB-C03-0010,5303.91,BRL,2026-03-29,ORD-C03-000641|ORD-C03-000691|ORD-C03-000741,aggregate_payout_many_orders
PO-C03-000242,SEL-C03-042,PB-C03-0010,5023.99,BRL,2026-03-30,ORD-C03-000642|ORD-C03-000692|ORD-C03-000742,aggregate_payout_many_orders
PO-C03-000243,SEL-C03-043,PB-C03-0010,3210.35,BRL,2026-03-31,ORD-C03-000643|ORD-C03-000693|ORD-C03-000743,aggregate_payout_many_orders
PO-C03-000244,SEL-C03-044,PB-C03-0010,1575.29,BRL,2026-04-01,ORD-C03-000644|ORD-C03-000694|ORD-C03-000744,aggregate_payout_many_orders
PO-C03-000245,SEL-C03-045,PB-C03-0010,3055.36,BRL,2026-04-02,ORD-C03-000645|ORD-C03-000695|ORD-C03-000745,aggregate_payout_many_orders
PO-C03-000246,SEL-C03-046,PB-C03-0010,2503.12,BRL,2026-04-03,ORD-C03-000646|ORD-C03-000696|ORD-C03-000746,aggregate_payout_many_orders
PO-C03-000247,SEL-C03-047,PB-C03-0010,4270.77,BRL,2026-04-04,ORD-C03-000647|ORD-C03-000697|ORD-C03-000747,aggregate_payout_many_orders
PO-C03-000248,SEL-C03-048,PB-C03-0010,1286.16,BRL,2026-04-05,ORD-C03-000648|ORD-C03-000698|ORD-C03-000748,aggregate_payout_many_orders
PO-C03-000249,SEL-C03-049,PB-C03-0010,1342.39,BRL,2026-04-06,ORD-C03-000649|ORD-C03-000699|ORD-C03-000749,aggregate_payout_many_orders
PO-C03-000250,SEL-C03-050,PB-C03-0010,2960.87,BRL,2026-04-07,ORD-C03-000650|ORD-C03-000700|ORD-C03-000750,aggregate_payout_many_orders
PO-C03-000251,SEL-C03-001,PB-C03-0011,233.27,BRL,2026-03-15,ORD-C03-000751,partial_payout_candidate
PO-C03-000252,SEL-C03-002,PB-C03-0011,852.77,BRL,2026-03-16,ORD-C03-000752,partial_payout_candidate
PO-C03-000253,SEL-C03-003,PB-C03-0011,1351.66,BRL,2026-03-17,ORD-C03-000753,partial_payout_candidate
PO-C03-000254,SEL-C03-004,PB-C03-0011,1021.71,BRL,2026-03-18,ORD-C03-000754,partial_payout_candidate
PO-C03-000255,SEL-C03-005,PB-C03-0011,703.39,BRL,2026-03-19,ORD-C03-000755,partial_payout_candidate
PO-C03-000256,SEL-C03-006,PB-C03-0011,383.65,BRL,2026-03-20,ORD-C03-000756,partial_payout_candidate
PO-C03-000257,SEL-C03-007,PB-C03-0011,19.84,BRL,2026-03-21,ORD-C03-000757,partial_payout_candidate
PO-C03-000258,SEL-C03-008,PB-C03-0011,1116.64,BRL,2026-03-22,ORD-C03-000758,partial_payout_candidate
PO-C03-000259,SEL-C03-009,PB-C03-0011,535.33,BRL,2026-03-23,ORD-C03-000759,partial_payout_candidate
PO-C03-000260,SEL-C03-010,PB-C03-0011,807.01,BRL,2026-03-24,ORD-C03-000760,partial_payout_candidate
PO-C03-000261,SEL-C03-011,PB-C03-0011,864.99,BRL,2026-03-25,ORD-C03-000761,partial_payout_candidate
PO-C03-000262,SEL-C03-012,PB-C03-0011,392.16,BRL,2026-03-26,ORD-C03-000762,partial_payout_candidate
PO-C03-000263,SEL-C03-013,PB-C03-0011,1124.03,BRL,2026-03-27,ORD-C03-000763,partial_payout_candidate
PO-C03-000264,SEL-C03-014,PB-C03-0011,1009.55,BRL,2026-03-28,ORD-C03-000764,partial_payout_candidate
PO-C03-000265,SEL-C03-015,PB-C03-0011,697.12,BRL,2026-03-29,ORD-C03-000765,partial_payout_candidate
PO-C03-000266,SEL-C03-016,PB-C03-0011,272.66,BRL,2026-03-30,ORD-C03-000766,partial_payout_candidate
PO-C03-000267,SEL-C03-017,PB-C03-0011,538.41,BRL,2026-03-31,ORD-C03-000767,partial_payout_candidate
PO-C03-000268,SEL-C03-018,PB-C03-0011,600.65,USD,2026-04-01,ORD-C03-000768,partial_payout_candidate
PO-C03-000269,SEL-C03-019,PB-C03-0011,86.64,BRL,2026-04-02,ORD-C03-000769,partial_payout_candidate
PO-C03-000270,SEL-C03-020,PB-C03-0011,85.66,BRL,2026-04-03,ORD-C03-000770,partial_payout_candidate
PO-C03-000271,SEL-C03-021,PB-C03-0011,801.39,BRL,2026-04-04,ORD-C03-000771,partial_payout_candidate
PO-C03-000272,SEL-C03-022,PB-C03-0011,1164.14,BRL,2026-04-05,ORD-C03-000772,partial_payout_candidate
PO-C03-000273,SEL-C03-023,PB-C03-0011,730.24,BRL,2026-04-06,ORD-C03-000773,partial_payout_candidate
PO-C03-000274,SEL-C03-024,PB-C03-0011,671.89,BRL,2026-04-07,ORD-C03-000774,partial_payout_candidate
PO-C03-000275,SEL-C03-025,PB-C03-0011,376.43,BRL,2026-03-08,ORD-C03-000775,partial_payout_candidate
PO-C03-000276,SEL-C03-026,PB-C03-0012,468.66,BRL,2026-03-09,ORD-C03-000776,partial_payout_candidate
PO-C03-000277,SEL-C03-027,PB-C03-0012,538.15,BRL,2026-03-10,ORD-C03-000777,partial_payout_candidate
PO-C03-000278,SEL-C03-028,PB-C03-0012,338.91,BRL,2026-03-11,ORD-C03-000778,partial_payout_candidate
PO-C03-000279,SEL-C03-029,PB-C03-0012,415.82,BRL,2026-03-12,ORD-C03-000779,partial_payout_candidate
PO-C03-000280,SEL-C03-030,PB-C03-0012,108.82,EUR,2026-03-13,ORD-C03-000780,partial_payout_candidate
PO-C03-000281,SEL-C03-031,PB-C03-0012,116.22,BRL,2026-03-14,ORD-C03-000781,partial_payout_candidate
PO-C03-000282,SEL-C03-032,PB-C03-0012,1054.27,BRL,2026-03-15,ORD-C03-000782,partial_payout_candidate
PO-C03-000283,SEL-C03-033,PB-C03-0012,183.42,BRL,2026-03-16,ORD-C03-000783,partial_payout_candidate
PO-C03-000284,SEL-C03-034,PB-C03-0012,905.72,BRL,2026-03-17,ORD-C03-000784,partial_payout_candidate
PO-C03-000285,SEL-C03-035,PB-C03-0012,616.66,BRL,2026-03-18,ORD-C03-000785,partial_payout_candidate
PO-C03-000286,SEL-C03-036,PB-C03-0012,301.52,BRL,2026-03-19,ORD-C03-000786,partial_payout_candidate
PO-C03-000287,SEL-C03-037,PB-C03-0012,971.76,BRL,2026-03-20,ORD-C03-000787,partial_payout_candidate
PO-C03-000288,SEL-C03-038,PB-C03-0012,1317.53,BRL,2026-03-21,ORD-C03-000788,partial_payout_candidate
PO-C03-000289,SEL-C03-039,PB-C03-0012,181.34,BRL,2026-03-22,ORD-C03-000789,partial_payout_candidate
PO-C03-000290,SEL-C03-040,PB-C03-0012,52.68,BRL,2026-03-23,ORD-C03-000790,partial_payout_candidate
PO-C03-000291,SEL-C03-041,PB-C03-0012,1294.94,BRL,2026-03-24,ORD-C03-000791,partial_payout_candidate
PO-C03-000292,SEL-C03-042,PB-C03-0012,67.56,BRL,2026-03-25,ORD-C03-000792,partial_payout_candidate
PO-C03-000293,SEL-C03-043,PB-C03-0012,726.98,BRL,2026-03-26,ORD-C03-000793,partial_payout_candidate
PO-C03-000294,SEL-C03-044,PB-C03-0012,1320.20,BRL,2026-03-27,ORD-C03-000794,partial_payout_candidate
PO-C03-000295,SEL-C03-045,PB-C03-0012,164.64,BRL,2026-03-28,ORD-C03-000795,partial_payout_candidate
PO-C03-000296,SEL-C03-046,PB-C03-0012,808.92,BRL,2026-03-29,ORD-C03-000796,partial_payout_candidate
PO-C03-000297,SEL-C03-047,PB-C03-0012,757.35,BRL,2026-03-30,ORD-C03-000797,partial_payout_candidate
PO-C03-000298,SEL-C03-048,PB-C03-0012,1029.94,BRL,2026-03-31,ORD-C03-000798,partial_payout_candidate
PO-C03-000299,SEL-C03-049,PB-C03-0012,760.38,BRL,2026-04-01,ORD-C03-000799,partial_payout_candidate
PO-C03-000300,SEL-C03-050,PB-C03-0012,761.42,BRL,2026-04-02,ORD-C03-000800,partial_payout_candidate
PO-C03-000301,SEL-C03-001,PB-C03-0013,1307.53,BRL,2026-04-03,ORD-C03-000801,partial_payout_candidate
PO-C03-000302,SEL-C03-002,PB-C03-0013,599.18,BRL,2026-04-04,ORD-C03-000802,partial_payout_candidate
PO-C03-000303,SEL-C03-003,PB-C03-0013,20.62,BRL,2026-04-05,ORD-C03-000803,partial_payout_candidate
PO-C03-000304,SEL-C03-004,PB-C03-0013,504.09,USD,2026-04-06,ORD-C03-000804,partial_payout_candidate
PO-C03-000305,SEL-C03-005,PB-C03-0013,728.71,BRL,2026-04-07,ORD-C03-000805,partial_payout_candidate
PO-C03-000306,SEL-C03-006,PB-C03-0013,948.94,BRL,2026-03-08,ORD-C03-000806,partial_payout_candidate
PO-C03-000307,SEL-C03-007,PB-C03-0013,432.69,BRL,2026-03-09,ORD-C03-000807,partial_payout_candidate
PO-C03-000308,SEL-C03-008,PB-C03-0013,301.44,BRL,2026-03-10,ORD-C03-000808,partial_payout_candidate
PO-C03-000309,SEL-C03-009,PB-C03-0013,1186.39,BRL,2026-03-11,ORD-C03-000809,partial_payout_candidate
PO-C03-000310,SEL-C03-010,PB-C03-0013,1236.82,BRL,2026-03-12,ORD-C03-000810,partial_payout_candidate
PO-C03-000311,SEL-C03-011,PB-C03-0013,85.71,BRL,2026-03-13,ORD-C03-000811,partial_payout_candidate
PO-C03-000312,SEL-C03-012,PB-C03-0013,624.34,BRL,2026-03-14,ORD-C03-000812,partial_payout_candidate
PO-C03-000313,SEL-C03-013,PB-C03-0013,1361.95,BRL,2026-03-15,ORD-C03-000813,partial_payout_candidate
PO-C03-000314,SEL-C03-014,PB-C03-0013,554.00,BRL,2026-03-16,ORD-C03-000814,partial_payout_candidate
PO-C03-000315,SEL-C03-015,PB-C03-0013,55.35,BRL,2026-03-17,ORD-C03-000815,partial_payout_candidate
PO-C03-000316,SEL-C03-016,PB-C03-0013,723.53,EUR,2026-03-18,ORD-C03-000816,partial_payout_candidate
PO-C03-000317,SEL-C03-017,PB-C03-0013,111.84,BRL,2026-03-19,ORD-C03-000817,partial_payout_candidate
PO-C03-000318,SEL-C03-018,PB-C03-0013,761.76,BRL,2026-03-20,ORD-C03-000818,partial_payout_candidate
PO-C03-000319,SEL-C03-019,PB-C03-0013,130.21,BRL,2026-03-21,ORD-C03-000819,partial_payout_candidate
PO-C03-000320,SEL-C03-020,PB-C03-0013,493.04,BRL,2026-03-22,ORD-C03-000820,partial_payout_candidate
PO-C03-000321,SEL-C03-021,PB-C03-0013,286.27,BRL,2026-03-23,ORD-C03-000821,partial_payout_candidate
PO-C03-000322,SEL-C03-022,PB-C03-0013,559.33,BRL,2026-03-24,ORD-C03-000822,partial_payout_candidate
PO-C03-000323,SEL-C03-023,PB-C03-0013,1385.33,BRL,2026-03-25,ORD-C03-000823,partial_payout_candidate
PO-C03-000324,SEL-C03-024,PB-C03-0013,854.16,BRL,2026-03-26,ORD-C03-000824,partial_payout_candidate
PO-C03-000325,SEL-C03-025,PB-C03-0013,32.96,BRL,2026-03-27,ORD-C03-000825,partial_payout_candidate
PO-C03-000326,SEL-C03-026,PB-C03-0014,54.70,BRL,2026-03-28,ORD-C03-000826,partial_payout_candidate
PO-C03-000327,SEL-C03-027,PB-C03-0014,16.81,BRL,2026-03-29,ORD-C03-000827,partial_payout_candidate
PO-C03-000328,SEL-C03-028,PB-C03-0014,1117.08,BRL,2026-03-30,ORD-C03-000828,partial_payout_candidate
PO-C03-000329,SEL-C03-029,PB-C03-0014,726.90,BRL,2026-03-31,ORD-C03-000829,partial_payout_candidate
PO-C03-000330,SEL-C03-030,PB-C03-0014,182.39,BRL,2026-04-01,ORD-C03-000830,partial_payout_candidate
PO-C03-000331,SEL-C03-031,PB-C03-0014,581.99,BRL,2026-04-02,ORD-C03-000831,partial_payout_candidate
PO-C03-000332,SEL-C03-032,PB-C03-0014,618.05,BRL,2026-04-03,ORD-C03-000832,partial_payout_candidate
PO-C03-000333,SEL-C03-033,PB-C03-0014,985.69,BRL,2026-04-04,ORD-C03-000833,partial_payout_candidate
PO-C03-000334,SEL-C03-034,PB-C03-0014,991.03,BRL,2026-04-05,ORD-C03-000834,partial_payout_candidate
PO-C03-000335,SEL-C03-035,PB-C03-0014,134.71,BRL,2026-04-06,ORD-C03-000835,partial_payout_candidate
PO-C03-000336,SEL-C03-036,PB-C03-0014,1385.59,BRL,2026-04-07,ORD-C03-000836,partial_payout_candidate
PO-C03-000337,SEL-C03-037,PB-C03-0014,984.65,BRL,2026-03-08,ORD-C03-000837,partial_payout_candidate
PO-C03-000338,SEL-C03-038,PB-C03-0014,922.28,BRL,2026-03-09,ORD-C03-000838,partial_payout_candidate
PO-C03-000339,SEL-C03-039,PB-C03-0014,535.94,BRL,2026-03-10,ORD-C03-000839,partial_payout_candidate
PO-C03-000340,SEL-C03-040,PB-C03-0014,852.31,USD,2026-03-11,ORD-C03-000840,partial_payout_candidate
PO-C03-000341,SEL-C03-041,PB-C03-0014,956.28,BRL,2026-03-12,ORD-C03-000841,partial_payout_candidate
PO-C03-000342,SEL-C03-042,PB-C03-0014,178.68,BRL,2026-03-13,ORD-C03-000842,partial_payout_candidate
PO-C03-000343,SEL-C03-043,PB-C03-0014,261.50,BRL,2026-03-14,ORD-C03-000843,partial_payout_candidate
PO-C03-000344,SEL-C03-044,PB-C03-0014,246.50,BRL,2026-03-15,ORD-C03-000844,partial_payout_candidate
PO-C03-000345,SEL-C03-045,PB-C03-0014,1006.82,BRL,2026-03-16,ORD-C03-000845,partial_payout_candidate
PO-C03-000346,SEL-C03-046,PB-C03-0014,1112.11,BRL,2026-03-17,ORD-C03-000846,partial_payout_candidate
PO-C03-000347,SEL-C03-047,PB-C03-0014,1051.88,BRL,2026-03-18,ORD-C03-000847,partial_payout_candidate
PO-C03-000348,SEL-C03-048,PB-C03-0014,80.09,BRL,2026-03-19,ORD-C03-000848,partial_payout_candidate
PO-C03-000349,SEL-C03-049,PB-C03-0014,611.20,BRL,2026-03-20,ORD-C03-000849,partial_payout_candidate
PO-C03-000350,SEL-C03-050,PB-C03-0014,1381.64,BRL,2026-03-21,ORD-C03-000850,partial_payout_candidate
PO-C03-000351,SEL-C03-001,PB-C03-0015,702.70,BRL,2026-03-22,ORD-C03-000851,refund_adjusted_payout
