fee_id,order_id,fee_amount,fee_type,charged_at,settlement_id,scenario
FEE-C01-000225,ORD-C01-000225,6.56,scheme,2026-01-22T10:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000226,ORD-C01-000226,10.02,interchange,2026-01-23T10:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000227,ORD-C01-000227,15.66,interchange,2026-01-24T10:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000228,ORD-C01-000228,22.34,interchange,2026-01-25T11:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000229,ORD-C01-000229,18.72,interchange,2026-01-26T11:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000230,ORD-C01-000230,7.11,scheme,2026-01-27T11:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000231,ORD-C01-000231,25.44,interchange,2026-01-28T11:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000232,ORD-C01-000232,25.65,interchange,2026-01-29T11:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000233,ORD-C01-000233,31.19,interchange,2026-01-30T11:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000234,ORD-C01-000234,44.92,interchange,2026-01-31T11:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000235,ORD-C01-000235,20.72,scheme,2026-02-01T11:35:00Z,SET-C01-0003,fee_variance_candidate
FEE-C01-000236,ORD-C01-000236,31.42,interchange,2026-02-02T11:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000237,ORD-C01-000237,42.03,interchange,2026-02-03T11:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000238,ORD-C01-000238,9.33,interchange,2026-02-04T11:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000239,ORD-C01-000239,28.15,interchange,2026-02-05T11:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000240,ORD-C01-000240,46.70,scheme,2026-02-06T10:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000241,ORD-C01-000241,24.74,interchange,2026-02-07T10:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000242,ORD-C01-000242,3.66,interchange,2026-02-08T10:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000243,ORD-C01-000243,37.32,interchange,2026-02-09T10:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000244,ORD-C01-000244,53.48,interchange,2026-02-10T10:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000245,ORD-C01-000245,20.56,scheme,2026-01-07T10:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000246,ORD-C01-000246,1.82,interchange,2026-01-08T10:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000247,ORD-C01-000247,21.64,interchange,2026-01-09T10:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000248,ORD-C01-000248,9.39,interchange,2026-01-10T10:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000249,ORD-C01-000249,27.02,interchange,2026-01-11T10:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000250,ORD-C01-000250,2.05,scheme,2026-01-12T10:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000251,ORD-C01-000251,12.89,interchange,2026-01-13T10:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000252,ORD-C01-000252,37.67,interchange,2026-01-14T11:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000253,ORD-C01-000253,41.11,interchange,2026-01-15T11:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000254,ORD-C01-000254,30.78,interchange,2026-01-16T11:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000255,ORD-C01-000255,35.67,scheme,2026-01-17T11:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000256,ORD-C01-000256,6.39,interchange,2026-01-18T11:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000257,ORD-C01-000257,7.72,interchange,2026-01-19T11:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000258,ORD-C01-000258,53.87,interchange,2026-01-20T11:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000259,ORD-C01-000259,2.60,interchange,2026-01-21T11:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000260,ORD-C01-000260,16.58,scheme,2026-01-22T11:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000261,ORD-C01-000261,53.51,interchange,2026-01-23T11:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000262,ORD-C01-000262,15.49,interchange,2026-01-24T11:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000263,ORD-C01-000263,20.53,interchange,2026-01-25T11:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000264,ORD-C01-000264,27.54,interchange,2026-01-26T10:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000265,ORD-C01-000265,34.92,scheme,2026-01-27T10:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000266,ORD-C01-000266,12.95,interchange,2026-01-28T10:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000267,ORD-C01-000267,4.18,interchange,2026-01-29T10:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000268,ORD-C01-000268,29.18,interchange,2026-01-30T10:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000269,ORD-C01-000269,53.08,interchange,2026-01-31T10:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000270,ORD-C01-000270,8.61,scheme,2026-02-01T10:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000271,ORD-C01-000271,8.30,interchange,2026-02-02T10:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000272,ORD-C01-000272,31.87,interchange,2026-02-03T10:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000273,ORD-C01-000273,10.86,interchange,2026-02-04T10:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000274,ORD-C01-000274,34.44,interchange,2026-02-05T10:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000275,ORD-C01-000275,35.80,scheme,2026-02-06T10:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000276,ORD-C01-000276,30.93,interchange,2026-02-07T11:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000277,ORD-C01-000277,50.77,interchange,2026-02-08T11:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000278,ORD-C01-000278,15.03,interchange,2026-02-09T11:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000279,ORD-C01-000279,41.57,interchange,2026-02-10T11:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000280,ORD-C01-000280,30.76,scheme,2026-01-07T11:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000281,ORD-C01-000281,44.03,interchange,2026-01-08T11:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000282,ORD-C01-000282,43.28,interchange,2026-01-09T11:30:00Z,SET-C01-0003,fee_variance_candidate
FEE-C01-000283,ORD-C01-000283,44.72,interchange,2026-01-10T11:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000284,ORD-C01-000284,9.04,interchange,2026-01-11T11:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000285,ORD-C01-000285,13.48,scheme,2026-01-12T11:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000286,ORD-C01-000286,38.90,interchange,2026-01-13T11:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000287,ORD-C01-000287,22.45,interchange,2026-01-14T11:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000288,ORD-C01-000288,26.87,interchange,2026-01-15T10:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000289,ORD-C01-000289,19.97,interchange,2026-01-16T10:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000290,ORD-C01-000290,13.52,scheme,2026-01-17T10:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000291,ORD-C01-000291,1.78,interchange,2026-01-18T10:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000292,ORD-C01-000292,8.21,interchange,2026-01-19T10:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000293,ORD-C01-000293,41.55,interchange,2026-01-20T10:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000294,ORD-C01-000294,29.90,interchange,2026-01-21T10:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000295,ORD-C01-000295,5.28,scheme,2026-01-22T10:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000296,ORD-C01-000296,28.07,interchange,2026-01-23T10:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000297,ORD-C01-000297,30.43,interchange,2026-01-24T10:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000298,ORD-C01-000298,39.03,interchange,2026-01-25T10:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000299,ORD-C01-000299,29.96,interchange,2026-01-26T10:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000300,ORD-C01-000300,52.28,scheme,2026-01-27T11:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000301,ORD-C01-000301,6.43,interchange,2026-01-28T11:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000302,ORD-C01-000302,24.49,interchange,2026-01-29T11:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000303,ORD-C01-000303,51.89,interchange,2026-01-30T11:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000304,ORD-C01-000304,22.81,interchange,2026-01-31T11:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000305,ORD-C01-000305,4.90,scheme,2026-02-01T11:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000306,ORD-C01-000306,49.68,interchange,2026-02-02T11:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000307,ORD-C01-000307,16.98,interchange,2026-02-03T11:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000308,ORD-C01-000308,42.42,interchange,2026-02-04T11:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000309,ORD-C01-000309,49.85,interchange,2026-02-05T11:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000310,ORD-C01-000310,8.49,scheme,2026-02-06T11:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000311,ORD-C01-000311,17.14,interchange,2026-02-07T11:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000312,ORD-C01-000312,8.17,interchange,2026-02-08T10:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000313,ORD-C01-000313,31.81,interchange,2026-02-09T10:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000314,ORD-C01-000314,30.98,interchange,2026-02-10T10:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000315,ORD-C01-000315,15.07,scheme,2026-01-07T10:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000316,ORD-C01-000316,20.52,interchange,2026-01-08T10:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000317,ORD-C01-000317,18.49,interchange,2026-01-09T10:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000318,ORD-C01-000318,16.06,interchange,2026-01-10T10:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000319,ORD-C01-000319,23.94,interchange,2026-01-11T10:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000320,ORD-C01-000320,4.10,scheme,2026-01-12T10:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000321,ORD-C01-000321,11.99,interchange,2026-01-13T10:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000322,ORD-C01-000322,4.02,interchange,2026-01-14T10:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000323,ORD-C01-000323,40.18,interchange,2026-01-15T10:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000324,ORD-C01-000324,44.67,interchange,2026-01-16T11:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000325,ORD-C01-000325,34.65,scheme,2026-01-17T11:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000326,ORD-C01-000326,18.66,interchange,2026-01-18T11:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000327,ORD-C01-000327,8.46,interchange,2026-01-19T11:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000328,ORD-C01-000328,35.59,interchange,2026-01-20T11:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000329,ORD-C01-000329,14.75,interchange,2026-01-21T11:25:00Z,SET-C01-0004,fee_variance_candidate
FEE-C01-000330,ORD-C01-000330,39.12,scheme,2026-01-22T11:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000331,ORD-C01-000331,25.67,interchange,2026-01-23T11:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000332,ORD-C01-000332,24.31,interchange,2026-01-24T11:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000333,ORD-C01-000333,49.41,interchange,2026-01-25T11:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000334,ORD-C01-000334,43.14,interchange,2026-01-26T11:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000335,ORD-C01-000335,30.16,scheme,2026-01-27T11:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000336,ORD-C01-000336,34.55,interchange,2026-01-28T10:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000337,ORD-C01-000337,15.01,interchange,2026-01-29T10:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000338,ORD-C01-000338,13.17,interchange,2026-01-30T10:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000339,ORD-C01-000339,38.05,interchange,2026-01-31T10:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000340,ORD-C01-000340,32.50,scheme,2026-02-01T10:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000341,ORD-C01-000341,22.45,interchange,2026-02-02T10:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000342,ORD-C01-000342,6.09,interchange,2026-02-03T10:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000343,ORD-C01-000343,39.09,interchange,2026-02-04T10:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000344,ORD-C01-000344,3.06,interchange,2026-02-05T10:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000345,ORD-C01-000345,18.61,scheme,2026-02-06T10:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000346,ORD-C01-000346,30.19,interchange,2026-02-07T10:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000347,ORD-C01-000347,53.90,interchange,2026-02-08T10:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000348,ORD-C01-000348,40.85,interchange,2026-02-09T11:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000349,ORD-C01-000349,53.03,interchange,2026-02-10T11:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000350,ORD-C01-000350,8.10,scheme,2026-01-07T11:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000351,ORD-C01-000351,13.45,interchange,2026-01-08T11:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000352,ORD-C01-000352,39.56,interchange,2026-01-09T11:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000353,ORD-C01-000353,50.73,interchange,2026-01-10T11:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000354,ORD-C01-000354,18.13,interchange,2026-01-11T11:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000355,ORD-C01-000355,23.32,scheme,2026-01-12T11:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000356,ORD-C01-000356,37.20,interchange,2026-01-13T11:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000357,ORD-C01-000357,30.23,interchange,2026-01-14T11:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000358,ORD-C01-000358,27.88,interchange,2026-01-15T11:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000359,ORD-C01-000359,20.29,interchange,2026-01-16T11:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000360,ORD-C01-000360,43.76,scheme,2026-01-17T10:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000361,ORD-C01-000361,41.13,interchange,2026-01-18T10:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000362,ORD-C01-000362,6.93,interchange,2026-01-19T10:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000363,ORD-C01-000363,15.03,interchange,2026-01-20T10:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000364,ORD-C01-000364,13.45,interchange,2026-01-21T10:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000365,ORD-C01-000365,5.90,scheme,2026-01-22T10:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000366,ORD-C01-000366,22.98,interchange,2026-01-23T10:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000367,ORD-C01-000367,45.62,interchange,2026-01-24T10:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000368,ORD-C01-000368,32.15,interchange,2026-01-25T10:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000369,ORD-C01-000369,30.06,interchange,2026-01-26T10:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000370,ORD-C01-000370,40.14,scheme,2026-01-27T10:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000371,ORD-C01-000371,17.86,interchange,2026-01-28T10:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000372,ORD-C01-000372,38.95,interchange,2026-01-29T11:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000373,ORD-C01-000373,5.32,interchange,2026-01-30T11:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000374,ORD-C01-000374,34.42,interchange,2026-01-31T11:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000375,ORD-C01-000375,8.97,scheme,2026-02-01T11:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000376,ORD-C01-000376,27.12,interchange,2026-02-02T11:20:00Z,SET-C01-0004,fee_variance_candidate
FEE-C01-000377,ORD-C01-000377,43.12,interchange,2026-02-03T11:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000378,ORD-C01-000378,10.05,interchange,2026-02-04T11:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000379,ORD-C01-000379,20.14,interchange,2026-02-05T11:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000380,ORD-C01-000380,42.64,scheme,2026-02-06T11:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000381,ORD-C01-000381,42.99,interchange,2026-02-07T11:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000382,ORD-C01-000382,51.40,interchange,2026-02-08T11:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000383,ORD-C01-000383,49.46,interchange,2026-02-09T11:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000384,ORD-C01-000384,51.86,interchange,2026-02-10T10:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000385,ORD-C01-000385,26.74,scheme,2026-01-07T10:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000386,ORD-C01-000386,34.80,interchange,2026-01-08T10:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000387,ORD-C01-000387,37.00,interchange,2026-01-09T10:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000388,ORD-C01-000388,37.19,interchange,2026-01-10T10:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000389,ORD-C01-000389,25.69,interchange,2026-01-11T10:25:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000390,ORD-C01-000390,42.56,scheme,2026-01-12T10:30:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000391,ORD-C01-000391,32.90,interchange,2026-01-13T10:35:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000392,ORD-C01-000392,21.92,interchange,2026-01-14T10:40:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000393,ORD-C01-000393,2.33,interchange,2026-01-15T10:45:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000394,ORD-C01-000394,26.36,interchange,2026-01-16T10:50:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000395,ORD-C01-000395,50.96,scheme,2026-01-17T10:55:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000396,ORD-C01-000396,19.46,interchange,2026-01-18T11:00:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000397,ORD-C01-000397,24.13,interchange,2026-01-19T11:05:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000398,ORD-C01-000398,38.47,interchange,2026-01-20T11:10:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000399,ORD-C01-000399,54.41,interchange,2026-01-21T11:15:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000400,ORD-C01-000400,3.79,scheme,2026-01-22T11:20:00Z,SET-C01-0004,fee_matches_settlement
FEE-C01-000401,ORD-C01-000401,49.45,interchange,2026-01-23T11:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000402,ORD-C01-000402,4.65,interchange,2026-01-24T11:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000403,ORD-C01-000403,8.33,interchange,2026-01-25T11:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000404,ORD-C01-000404,19.70,interchange,2026-01-26T11:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000405,ORD-C01-000405,8.30,scheme,2026-01-27T11:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000406,ORD-C01-000406,18.59,interchange,2026-01-28T11:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000407,ORD-C01-000407,23.06,interchange,2026-01-29T11:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000408,ORD-C01-000408,31.02,interchange,2026-01-30T10:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000409,ORD-C01-000409,44.61,interchange,2026-01-31T10:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000410,ORD-C01-000410,41.44,scheme,2026-02-01T10:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000411,ORD-C01-000411,48.74,interchange,2026-02-02T10:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000412,ORD-C01-000412,24.63,interchange,2026-02-03T10:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000413,ORD-C01-000413,39.61,interchange,2026-02-04T10:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000414,ORD-C01-000414,40.47,interchange,2026-02-05T10:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000415,ORD-C01-000415,22.30,scheme,2026-02-06T10:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000416,ORD-C01-000416,26.88,interchange,2026-02-07T10:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000417,ORD-C01-000417,9.80,interchange,2026-02-08T10:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000418,ORD-C01-000418,39.65,interchange,2026-02-09T10:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000419,ORD-C01-000419,7.52,interchange,2026-02-10T10:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000420,ORD-C01-000420,44.62,scheme,2026-01-07T11:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000421,ORD-C01-000421,51.55,interchange,2026-01-08T11:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000422,ORD-C01-000422,47.53,interchange,2026-01-09T11:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000423,ORD-C01-000423,13.23,interchange,2026-01-10T11:15:00Z,SET-C01-0005,fee_variance_candidate
FEE-C01-000424,ORD-C01-000424,27.24,interchange,2026-01-11T11:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000425,ORD-C01-000425,43.03,scheme,2026-01-12T11:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000426,ORD-C01-000426,26.56,interchange,2026-01-13T11:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000427,ORD-C01-000427,48.79,interchange,2026-01-14T11:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000428,ORD-C01-000428,38.77,interchange,2026-01-15T11:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000429,ORD-C01-000429,8.21,interchange,2026-01-16T11:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000430,ORD-C01-000430,40.47,scheme,2026-01-17T11:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000431,ORD-C01-000431,52.45,interchange,2026-01-18T11:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000432,ORD-C01-000432,46.75,interchange,2026-01-19T10:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000433,ORD-C01-000433,28.77,interchange,2026-01-20T10:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000434,ORD-C01-000434,24.12,interchange,2026-01-21T10:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000435,ORD-C01-000435,41.75,scheme,2026-01-22T10:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000436,ORD-C01-000436,35.57,interchange,2026-01-23T10:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000437,ORD-C01-000437,49.85,interchange,2026-01-24T10:25:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000438,ORD-C01-000438,38.84,interchange,2026-01-25T10:30:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000439,ORD-C01-000439,42.31,interchange,2026-01-26T10:35:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000440,ORD-C01-000440,23.03,scheme,2026-01-27T10:40:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000441,ORD-C01-000441,25.49,interchange,2026-01-28T10:45:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000442,ORD-C01-000442,37.72,interchange,2026-01-29T10:50:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000443,ORD-C01-000443,26.08,interchange,2026-01-30T10:55:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000444,ORD-C01-000444,7.09,interchange,2026-01-31T11:00:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000445,ORD-C01-000445,10.44,scheme,2026-02-01T11:05:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000446,ORD-C01-000446,36.70,interchange,2026-02-02T11:10:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000447,ORD-C01-000447,8.81,interchange,2026-02-03T11:15:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000448,ORD-C01-000448,27.98,interchange,2026-02-04T11:20:00Z,SET-C01-0005,fee_matches_settlement
FEE-C01-000449,ORD-C01-000449,42.69,interchange,2026-02-05T11:25:00Z,SET-C01-0005,fee_matches_settlement
