ledger_tx_id,order_id,amount,currency,occurred_at,description,merchant_id,authorization_code,scenario
LED-C01-000149,ORD-C01-000149,283.50,BRL,2026-01-14T10:55:00Z,Card sale for synthetic order ORD-C01-000149,MRC-C01-006,AUTH-C01-000149,ledger_sale_candidate
LED-C01-000150,ORD-C01-000150,44.97,BRL,2026-01-15T11:06:00Z,Card sale for synthetic order ORD-C01-000150,MRC-C01-007,AUTH-C01-000150,ledger_sale_candidate
LED-C01-000151,ORD-C01-000151,766.38,BRL,2026-01-16T11:17:00Z,Card sale for synthetic order ORD-C01-000151,MRC-C01-008,AUTH-C01-000151,ledger_sale_candidate
LED-C01-000152,ORD-C01-000152,1707.84,BRL,2026-01-17T11:28:00Z,Card sale for synthetic order ORD-C01-000152,MRC-C01-009,AUTH-C01-000152,ledger_sale_candidate
LED-C01-000153,ORD-C01-000153,316.82,BRL,2026-01-18T11:39:00Z,Card sale for synthetic order ORD-C01-000153,MRC-C01-010,AUTH-C01-000153,ledger_sale_candidate
LED-C01-000154,ORD-C01-000154,717.69,BRL,2026-01-19T11:50:00Z,Card sale for synthetic order ORD-C01-000154,MRC-C01-011,AUTH-C01-000154,ledger_sale_candidate
LED-C01-000155,ORD-C01-000155,1448.37,BRL,2026-01-20T12:01:00Z,Card sale for synthetic order ORD-C01-000155,MRC-C01-012,AUTH-C01-000155,ledger_sale_candidate
LED-C01-000156,ORD-C01-000156,141.24,USD,2026-01-21T10:00:00Z,Card sale for synthetic order ORD-C01-000156,MRC-C01-013,AUTH-C01-000156,ledger_sale_candidate
LED-C01-000157,ORD-C01-000157,876.06,BRL,2026-01-22T10:11:00Z,Card sale for synthetic order ORD-C01-000157,MRC-C01-014,AUTH-C01-000157,ledger_sale_candidate
LED-C01-000158,ORD-C01-000158,1536.50,BRL,2026-01-23T10:22:00Z,Card sale for synthetic order ORD-C01-000158,MRC-C01-015,AUTH-C01-000158,ledger_sale_candidate
LED-C01-000159,ORD-C01-000159,118.58,BRL,2026-01-24T10:33:00Z,Card sale for synthetic order ORD-C01-000159,MRC-C01-016,AUTH-C01-000159,ledger_sale_candidate
LED-C01-000160,ORD-C01-000160,870.72,BRL,2026-01-25T10:44:00Z,Card sale for synthetic order ORD-C01-000160,MRC-C01-017,AUTH-C01-000160,ledger_sale_candidate
LED-C01-000161,ORD-C01-000161,1699.17,BRL,2026-01-26T10:55:00Z,Card sale for synthetic order ORD-C01-000161,MRC-C01-018,AUTH-C01-000161,ledger_sale_candidate
LED-C01-000162,ORD-C01-000162,1579.18,BRL,2026-01-27T11:06:00Z,Card sale for synthetic order ORD-C01-000162,MRC-C01-019,AUTH-C01-000162,ledger_sale_candidate
LED-C01-000163,ORD-C01-000163,1696.43,BRL,2026-01-28T11:17:00Z,Card sale for synthetic order ORD-C01-000163,MRC-C01-020,AUTH-C01-000163,ledger_sale_candidate
LED-C01-000164,ORD-C01-000164,1094.67,BRL,2026-01-29T11:28:00Z,Card sale for synthetic order ORD-C01-000164,MRC-C01-021,AUTH-C01-000164,ledger_sale_candidate
LED-C01-000165,ORD-C01-000165,847.48,BRL,2026-01-30T11:39:00Z,Card sale for synthetic order ORD-C01-000165,MRC-C01-022,AUTH-C01-000165,ledger_sale_candidate
LED-C01-000166,ORD-C01-000166,861.16,BRL,2026-01-31T11:50:00Z,Card sale for synthetic order ORD-C01-000166,MRC-C01-023,AUTH-C01-000166,ledger_sale_candidate
LED-C01-000167,ORD-C01-000167,1721.46,BRL,2026-02-01T12:01:00Z,Card sale for synthetic order ORD-C01-000167,MRC-C01-024,AUTH-C01-000167,ledger_sale_candidate
LED-C01-000168,ORD-C01-000168,1817.39,EUR,2026-02-02T10:00:00Z,Card sale for synthetic order ORD-C01-000168,MRC-C01-001,AUTH-C01-000168,ledger_sale_candidate
LED-C01-000169,ORD-C01-000169,1549.21,BRL,2026-02-03T10:11:00Z,Card sale for synthetic order ORD-C01-000169,MRC-C01-002,AUTH-C01-000169,ledger_sale_candidate
LED-C01-000170,ORD-C01-000170,1721.63,BRL,2026-02-04T10:22:00Z,Card sale for synthetic order ORD-C01-000170,MRC-C01-003,AUTH-C01-000170,ledger_sale_candidate
LED-C01-000171,ORD-C01-000171,1105.92,BRL,2026-02-05T10:33:00Z,Card sale for synthetic order ORD-C01-000171,MRC-C01-004,AUTH-C01-000171,ledger_sale_candidate
LED-C01-000172,ORD-C01-000172,182.46,BRL,2026-02-06T10:44:00Z,Card sale for synthetic order ORD-C01-000172,MRC-C01-005,AUTH-C01-000172,ledger_sale_candidate
LED-C01-000173,ORD-C01-000173,1232.07,BRL,2026-02-07T10:55:00Z,Card sale for synthetic order ORD-C01-000173,MRC-C01-006,AUTH-C01-000173,ledger_sale_candidate
LED-C01-000174,ORD-C01-000174,620.83,BRL,2026-02-08T11:06:00Z,Card sale for synthetic order ORD-C01-000174,MRC-C01-007,AUTH-C01-000174,ledger_sale_candidate
LED-C01-000175,ORD-C01-000175,867.65,BRL,2026-01-05T11:17:00Z,Card sale for synthetic order ORD-C01-000175,MRC-C01-008,AUTH-C01-000175,ledger_sale_candidate
LED-C01-000176,ORD-C01-000176,1330.91,BRL,2026-01-06T11:28:00Z,Card sale for synthetic order ORD-C01-000176,MRC-C01-009,AUTH-C01-000176,ledger_sale_candidate
LED-C01-000177,ORD-C01-000177,1251.12,BRL,2026-01-07T11:39:00Z,Card sale for synthetic order ORD-C01-000177,MRC-C01-010,AUTH-C01-000177,ledger_sale_candidate
LED-C01-000178,ORD-C01-000178,848.91,BRL,2026-01-08T11:50:00Z,Card sale for synthetic order ORD-C01-000178,MRC-C01-011,AUTH-C01-000178,ledger_sale_candidate
LED-C01-000179,ORD-C01-000179,634.01,BRL,2026-01-09T12:01:00Z,Card sale for synthetic order ORD-C01-000179,MRC-C01-012,AUTH-C01-000179,ledger_sale_candidate
LED-C01-000180,ORD-C01-000180,1747.66,BRL,2026-01-10T10:00:00Z,Card sale for synthetic order ORD-C01-000180,MRC-C01-013,AUTH-C01-000180,ledger_sale_candidate
LED-C01-000181,ORD-C01-000181,1106.90,BRL,2026-01-11T10:11:00Z,Card sale for synthetic order ORD-C01-000181,MRC-C01-014,AUTH-C01-000181,ledger_sale_candidate
LED-C01-000182,ORD-C01-000182,1482.82,BRL,2026-01-12T10:22:00Z,Card sale for synthetic order ORD-C01-000182,MRC-C01-015,AUTH-C01-000182,ledger_sale_candidate
LED-C01-000183,ORD-C01-000183,1803.81,BRL,2026-01-13T10:33:00Z,Card sale for synthetic order ORD-C01-000183,MRC-C01-016,AUTH-C01-000183,ledger_sale_candidate
LED-C01-000184,ORD-C01-000184,1465.96,BRL,2026-01-14T10:44:00Z,Card sale for synthetic order ORD-C01-000184,MRC-C01-017,AUTH-C01-000184,ledger_sale_candidate
LED-C01-000185,ORD-C01-000185,122.58,BRL,2026-01-15T10:55:00Z,Card sale for synthetic order ORD-C01-000185,MRC-C01-018,AUTH-C01-000185,ledger_sale_candidate
LED-C01-000186,ORD-C01-000186,1196.20,BRL,2026-01-16T11:06:00Z,Card sale for synthetic order ORD-C01-000186,MRC-C01-019,AUTH-C01-000186,ledger_sale_candidate
LED-C01-000187,ORD-C01-000187,237.19,BRL,2026-01-17T11:17:00Z,Card sale for synthetic order ORD-C01-000187,MRC-C01-020,AUTH-C01-000187,ledger_sale_candidate
LED-C01-000188,ORD-C01-000188,412.77,BRL,2026-01-18T11:28:00Z,Card sale for synthetic order ORD-C01-000188,MRC-C01-021,AUTH-C01-000188,ledger_sale_candidate
LED-C01-000189,ORD-C01-000189,1344.79,BRL,2026-01-19T11:39:00Z,Card sale for synthetic order ORD-C01-000189,MRC-C01-022,AUTH-C01-000189,ledger_sale_candidate
LED-C01-000190,ORD-C01-000190,1587.01,BRL,2026-01-20T11:50:00Z,Card sale for synthetic order ORD-C01-000190,MRC-C01-023,AUTH-C01-000190,ledger_sale_candidate
LED-C01-000191,ORD-C01-000191,1634.26,BRL,2026-01-21T12:01:00Z,Card sale for synthetic order ORD-C01-000191,MRC-C01-024,AUTH-C01-000191,ledger_sale_candidate
LED-C01-000192,ORD-C01-000192,1160.74,USD,2026-01-22T10:00:00Z,Card sale for synthetic order ORD-C01-000192,MRC-C01-001,AUTH-C01-000192,ledger_sale_candidate
LED-C01-000193,ORD-C01-000193,153.56,BRL,2026-01-23T10:11:00Z,Card sale for synthetic order ORD-C01-000193,MRC-C01-002,AUTH-C01-000193,ledger_sale_candidate
LED-C01-000194,ORD-C01-000194,194.93,BRL,2026-01-24T10:22:00Z,Card sale for synthetic order ORD-C01-000194,MRC-C01-003,AUTH-C01-000194,ledger_sale_candidate
LED-C01-000195,ORD-C01-000195,969.12,BRL,2026-01-25T10:33:00Z,Card sale for synthetic order ORD-C01-000195,MRC-C01-004,AUTH-C01-000195,ledger_sale_candidate
LED-C01-000196,ORD-C01-000196,442.80,BRL,2026-01-26T10:44:00Z,Card sale for synthetic order ORD-C01-000196,MRC-C01-005,AUTH-C01-000196,ledger_sale_candidate
LED-C01-000197,ORD-C01-000197,1157.84,BRL,2026-01-27T10:55:00Z,Card sale for synthetic order ORD-C01-000197,MRC-C01-006,AUTH-C01-000197,ledger_sale_candidate
LED-C01-000198,ORD-C01-000198,114.35,BRL,2026-01-28T11:06:00Z,Card sale for synthetic order ORD-C01-000198,MRC-C01-007,AUTH-C01-000198,ledger_sale_candidate
LED-C01-000199,ORD-C01-000199,1821.59,BRL,2026-01-29T11:17:00Z,Card sale for synthetic order ORD-C01-000199,MRC-C01-008,AUTH-C01-000199,ledger_sale_candidate
LED-C01-000200,ORD-C01-000200,552.53,BRL,2026-01-30T11:28:00Z,Card sale for synthetic order ORD-C01-000200,MRC-C01-009,AUTH-C01-000200,ledger_sale_candidate
LED-C01-000201,ORD-C01-000201,1060.68,BRL,2026-01-31T11:39:00Z,Card sale for synthetic order ORD-C01-000201,MRC-C01-010,AUTH-C01-000201,ledger_sale_candidate
LED-C01-000202,ORD-C01-000202,497.99,BRL,2026-02-01T11:50:00Z,Card sale for synthetic order ORD-C01-000202,MRC-C01-011,AUTH-C01-000202,ledger_sale_candidate
LED-C01-000203,ORD-C01-000203,592.23,BRL,2026-02-02T12:01:00Z,Card sale for synthetic order ORD-C01-000203,MRC-C01-012,AUTH-C01-000203,ledger_sale_candidate
LED-C01-000204,ORD-C01-000204,63.23,EUR,2026-02-03T10:00:00Z,Card sale for synthetic order ORD-C01-000204,MRC-C01-013,AUTH-C01-000204,ledger_sale_candidate
LED-C01-000205,ORD-C01-000205,233.11,BRL,2026-02-04T10:11:00Z,Card sale for synthetic order ORD-C01-000205,MRC-C01-014,AUTH-C01-000205,ledger_sale_candidate
LED-C01-000206,ORD-C01-000206,479.52,BRL,2026-02-05T10:22:00Z,Card sale for synthetic order ORD-C01-000206,MRC-C01-015,AUTH-C01-000206,ledger_sale_candidate
LED-C01-000207,ORD-C01-000207,1252.92,BRL,2026-02-06T10:33:00Z,Card sale for synthetic order ORD-C01-000207,MRC-C01-016,AUTH-C01-000207,ledger_sale_candidate
LED-C01-000208,ORD-C01-000208,1617.44,BRL,2026-02-07T10:44:00Z,Card sale for synthetic order ORD-C01-000208,MRC-C01-017,AUTH-C01-000208,ledger_sale_candidate
LED-C01-000209,ORD-C01-000209,1334.83,BRL,2026-02-08T10:55:00Z,Card sale for synthetic order ORD-C01-000209,MRC-C01-018,AUTH-C01-000209,ledger_sale_candidate
LED-C01-000210,ORD-C01-000210,810.48,BRL,2026-01-05T11:06:00Z,Card sale for synthetic order ORD-C01-000210,MRC-C01-019,AUTH-C01-000210,ledger_sale_candidate
LED-C01-000211,ORD-C01-000211,38.16,BRL,2026-01-06T11:17:00Z,Card sale for synthetic order ORD-C01-000211,MRC-C01-020,AUTH-C01-000211,ledger_sale_candidate
LED-C01-000212,ORD-C01-000212,1282.01,BRL,2026-01-07T11:28:00Z,Card sale for synthetic order ORD-C01-000212,MRC-C01-021,AUTH-C01-000212,ledger_sale_candidate
LED-C01-000213,ORD-C01-000213,372.08,BRL,2026-01-08T11:39:00Z,Card sale for synthetic order ORD-C01-000213,MRC-C01-022,AUTH-C01-000213,ledger_sale_candidate
LED-C01-000214,ORD-C01-000214,1736.48,BRL,2026-01-09T11:50:00Z,Card sale for synthetic order ORD-C01-000214,MRC-C01-023,AUTH-C01-000214,ledger_sale_candidate
LED-C01-000215,ORD-C01-000215,418.44,BRL,2026-01-10T12:01:00Z,Card sale for synthetic order ORD-C01-000215,MRC-C01-024,AUTH-C01-000215,ledger_sale_candidate
LED-C01-000216,ORD-C01-000216,1252.22,BRL,2026-01-11T10:00:00Z,Card sale for synthetic order ORD-C01-000216,MRC-C01-001,AUTH-C01-000216,ledger_sale_candidate
LED-C01-000217,ORD-C01-000217,1624.81,BRL,2026-01-12T10:11:00Z,Card sale for synthetic order ORD-C01-000217,MRC-C01-002,AUTH-C01-000217,ledger_sale_candidate
LED-C01-000218,ORD-C01-000218,475.91,BRL,2026-01-13T10:22:00Z,Card sale for synthetic order ORD-C01-000218,MRC-C01-003,AUTH-C01-000218,ledger_sale_candidate
LED-C01-000219,ORD-C01-000219,1227.78,BRL,2026-01-14T10:33:00Z,Card sale for synthetic order ORD-C01-000219,MRC-C01-004,AUTH-C01-000219,ledger_sale_candidate
LED-C01-000220,ORD-C01-000220,550.62,BRL,2026-01-15T10:44:00Z,Card sale for synthetic order ORD-C01-000220,MRC-C01-005,AUTH-C01-000220,ledger_sale_candidate
LED-C01-000221,ORD-C01-000221,223.11,BRL,2026-01-16T10:55:00Z,Card sale for synthetic order ORD-C01-000221,MRC-C01-006,AUTH-C01-000221,ledger_sale_candidate
LED-C01-000222,ORD-C01-000222,853.47,BRL,2026-01-17T11:06:00Z,Card sale for synthetic order ORD-C01-000222,MRC-C01-007,AUTH-C01-000222,ledger_sale_candidate
LED-C01-000223,ORD-C01-000223,340.71,BRL,2026-01-18T11:17:00Z,Card sale for synthetic order ORD-C01-000223,MRC-C01-008,AUTH-C01-000223,ledger_sale_candidate
LED-C01-000224,ORD-C01-000224,1523.32,BRL,2026-01-19T11:28:00Z,Card sale for synthetic order ORD-C01-000224,MRC-C01-009,AUTH-C01-000224,ledger_sale_candidate
LED-C01-000225,ORD-C01-000225,209.36,BRL,2026-01-20T11:39:00Z,Card sale for synthetic order ORD-C01-000225,MRC-C01-010,AUTH-C01-000225,ledger_sale_candidate
LED-C01-000226,ORD-C01-000226,326.27,BRL,2026-01-21T11:50:00Z,Card sale for synthetic order ORD-C01-000226,MRC-C01-011,AUTH-C01-000226,ledger_sale_candidate
LED-C01-000227,ORD-C01-000227,518.18,BRL,2026-01-22T12:01:00Z,Card sale for synthetic order ORD-C01-000227,MRC-C01-012,AUTH-C01-000227,ledger_sale_candidate
LED-C01-000228,ORD-C01-000228,746.14,USD,2026-01-23T10:00:00Z,Card sale for synthetic order ORD-C01-000228,MRC-C01-013,AUTH-C01-000228,ledger_sale_candidate
LED-C01-000229,ORD-C01-000229,619.04,BRL,2026-01-24T10:11:00Z,Card sale for synthetic order ORD-C01-000229,MRC-C01-014,AUTH-C01-000229,ledger_sale_candidate
LED-C01-000230,ORD-C01-000230,228.23,BRL,2026-01-25T10:22:00Z,Card sale for synthetic order ORD-C01-000230,MRC-C01-015,AUTH-C01-000230,ledger_sale_candidate
LED-C01-000231,ORD-C01-000231,857.86,BRL,2026-01-26T10:33:00Z,Card sale for synthetic order ORD-C01-000231,MRC-C01-016,AUTH-C01-000231,ledger_sale_candidate
LED-C01-000232,ORD-C01-000232,862.91,BRL,2026-01-27T10:44:00Z,Card sale for synthetic order ORD-C01-000232,MRC-C01-017,AUTH-C01-000232,ledger_sale_candidate
LED-C01-000233,ORD-C01-000233,1051.25,BRL,2026-01-28T10:55:00Z,Card sale for synthetic order ORD-C01-000233,MRC-C01-018,AUTH-C01-000233,ledger_sale_candidate
LED-C01-000234,ORD-C01-000234,1522.36,BRL,2026-01-29T11:06:00Z,Card sale for synthetic order ORD-C01-000234,MRC-C01-019,AUTH-C01-000234,ledger_sale_candidate
LED-C01-000235,ORD-C01-000235,654.47,BRL,2026-01-30T11:17:00Z,Card sale for synthetic order ORD-C01-000235,MRC-C01-020,AUTH-C01-000235,ledger_sale_candidate
LED-C01-000236,ORD-C01-000236,1064.03,BRL,2026-01-31T11:28:00Z,Card sale for synthetic order ORD-C01-000236,MRC-C01-021,AUTH-C01-000236,ledger_sale_candidate
LED-C01-000237,ORD-C01-000237,1427.55,BRL,2026-02-01T11:39:00Z,Card sale for synthetic order ORD-C01-000237,MRC-C01-022,AUTH-C01-000237,ledger_sale_candidate
LED-C01-000238,ORD-C01-000238,297.62,BRL,2026-02-02T11:50:00Z,Card sale for synthetic order ORD-C01-000238,MRC-C01-023,AUTH-C01-000238,ledger_sale_candidate
LED-C01-000239,ORD-C01-000239,944.17,BRL,2026-02-03T12:01:00Z,Card sale for synthetic order ORD-C01-000239,MRC-C01-024,AUTH-C01-000239,ledger_sale_candidate
LED-C01-000240,ORD-C01-000240,1593.57,EUR,2026-02-04T10:00:00Z,Card sale for synthetic order ORD-C01-000240,MRC-C01-001,AUTH-C01-000240,ledger_sale_candidate
LED-C01-000241,ORD-C01-000241,833.76,BRL,2026-02-05T10:11:00Z,Card sale for synthetic order ORD-C01-000241,MRC-C01-002,AUTH-C01-000241,ledger_sale_candidate
LED-C01-000242,ORD-C01-000242,104.59,BRL,2026-02-06T10:22:00Z,Card sale for synthetic order ORD-C01-000242,MRC-C01-003,AUTH-C01-000242,ledger_sale_candidate
LED-C01-000243,ORD-C01-000243,1262.61,BRL,2026-02-07T10:33:00Z,Card sale for synthetic order ORD-C01-000243,MRC-C01-004,AUTH-C01-000243,ledger_sale_candidate
LED-C01-000244,ORD-C01-000244,1817.58,BRL,2026-02-08T10:44:00Z,Card sale for synthetic order ORD-C01-000244,MRC-C01-005,AUTH-C01-000244,ledger_sale_candidate
LED-C01-000245,ORD-C01-000245,692.09,BRL,2026-01-05T10:55:00Z,Card sale for synthetic order ORD-C01-000245,MRC-C01-006,AUTH-C01-000245,ledger_sale_candidate
LED-C01-000246,ORD-C01-000246,43.45,BRL,2026-01-06T11:06:00Z,Card sale for synthetic order ORD-C01-000246,MRC-C01-007,AUTH-C01-000246,ledger_sale_candidate
LED-C01-000247,ORD-C01-000247,724.33,BRL,2026-01-07T11:17:00Z,Card sale for synthetic order ORD-C01-000247,MRC-C01-008,AUTH-C01-000247,ledger_sale_candidate
LED-C01-000248,ORD-C01-000248,299.53,BRL,2026-01-08T11:28:00Z,Card sale for synthetic order ORD-C01-000248,MRC-C01-009,AUTH-C01-000248,ledger_sale_candidate
LED-C01-000249,ORD-C01-000249,905.21,BRL,2026-01-09T11:39:00Z,Card sale for synthetic order ORD-C01-000249,MRC-C01-010,AUTH-C01-000249,ledger_sale_candidate
LED-C01-000250,ORD-C01-000250,53.85,BRL,2026-01-10T11:50:00Z,Card sale for synthetic order ORD-C01-000250,MRC-C01-011,AUTH-C01-000250,ledger_sale_candidate
LED-C01-000251,ORD-C01-000251,425.21,BRL,2026-01-11T12:01:00Z,Card sale for synthetic order ORD-C01-000251,MRC-C01-012,AUTH-C01-000251,ledger_sale_candidate
LED-C01-000252,ORD-C01-000252,1277.24,BRL,2026-01-12T10:00:00Z,Card sale for synthetic order ORD-C01-000252,MRC-C01-013,AUTH-C01-000252,ledger_sale_candidate
LED-C01-000253,ORD-C01-000253,1393.60,BRL,2026-01-13T10:11:00Z,Card sale for synthetic order ORD-C01-000253,MRC-C01-014,AUTH-C01-000253,ledger_sale_candidate
LED-C01-000254,ORD-C01-000254,1034.99,BRL,2026-01-14T10:22:00Z,Card sale for synthetic order ORD-C01-000254,MRC-C01-015,AUTH-C01-000254,ledger_sale_candidate
LED-C01-000255,ORD-C01-000255,1213.17,BRL,2026-01-15T10:33:00Z,Card sale for synthetic order ORD-C01-000255,MRC-C01-016,AUTH-C01-000255,ledger_sale_candidate
LED-C01-000256,ORD-C01-000256,201.18,BRL,2026-01-16T10:44:00Z,Card sale for synthetic order ORD-C01-000256,MRC-C01-017,AUTH-C01-000256,ledger_sale_candidate
LED-C01-000257,ORD-C01-000257,244.52,BRL,2026-01-17T10:55:00Z,Card sale for synthetic order ORD-C01-000257,MRC-C01-018,AUTH-C01-000257,ledger_sale_candidate
LED-C01-000258,ORD-C01-000258,1833.58,BRL,2026-01-18T11:06:00Z,Card sale for synthetic order ORD-C01-000258,MRC-C01-019,AUTH-C01-000258,ledger_sale_candidate
LED-C01-000259,ORD-C01-000259,63.24,BRL,2026-01-19T11:17:00Z,Card sale for synthetic order ORD-C01-000259,MRC-C01-020,AUTH-C01-000259,ledger_sale_candidate
LED-C01-000260,ORD-C01-000260,554.84,BRL,2026-01-20T11:28:00Z,Card sale for synthetic order ORD-C01-000260,MRC-C01-021,AUTH-C01-000260,ledger_sale_candidate
LED-C01-000261,ORD-C01-000261,1825.86,BRL,2026-01-21T11:39:00Z,Card sale for synthetic order ORD-C01-000261,MRC-C01-022,AUTH-C01-000261,ledger_sale_candidate
LED-C01-000262,ORD-C01-000262,512.55,BRL,2026-01-22T11:50:00Z,Card sale for synthetic order ORD-C01-000262,MRC-C01-023,AUTH-C01-000262,ledger_sale_candidate
LED-C01-000263,ORD-C01-000263,683.67,BRL,2026-01-23T12:01:00Z,Card sale for synthetic order ORD-C01-000263,MRC-C01-024,AUTH-C01-000263,ledger_sale_candidate
LED-C01-000264,ORD-C01-000264,923.06,USD,2026-01-24T10:00:00Z,Card sale for synthetic order ORD-C01-000264,MRC-C01-001,AUTH-C01-000264,ledger_sale_candidate
LED-C01-000265,ORD-C01-000265,1187.36,BRL,2026-01-25T10:11:00Z,Card sale for synthetic order ORD-C01-000265,MRC-C01-002,AUTH-C01-000265,ledger_sale_candidate
LED-C01-000266,ORD-C01-000266,427.12,BRL,2026-01-26T10:22:00Z,Card sale for synthetic order ORD-C01-000266,MRC-C01-003,AUTH-C01-000266,ledger_sale_candidate
LED-C01-000267,ORD-C01-000267,122.53,BRL,2026-01-27T10:33:00Z,Card sale for synthetic order ORD-C01-000267,MRC-C01-004,AUTH-C01-000267,ledger_sale_candidate
LED-C01-000268,ORD-C01-000268,981.91,BRL,2026-01-28T10:44:00Z,Card sale for synthetic order ORD-C01-000268,MRC-C01-005,AUTH-C01-000268,ledger_sale_candidate
LED-C01-000269,ORD-C01-000269,1803.73,BRL,2026-01-29T10:55:00Z,Card sale for synthetic order ORD-C01-000269,MRC-C01-006,AUTH-C01-000269,ledger_sale_candidate
LED-C01-000270,ORD-C01-000270,280.04,BRL,2026-01-30T11:06:00Z,Card sale for synthetic order ORD-C01-000270,MRC-C01-007,AUTH-C01-000270,ledger_sale_candidate
LED-C01-000271,ORD-C01-000271,266.76,BRL,2026-01-31T11:17:00Z,Card sale for synthetic order ORD-C01-000271,MRC-C01-008,AUTH-C01-000271,ledger_sale_candidate
LED-C01-000272,ORD-C01-000272,1077.39,BRL,2026-02-01T11:28:00Z,Card sale for synthetic order ORD-C01-000272,MRC-C01-009,AUTH-C01-000272,ledger_sale_candidate
LED-C01-000273,ORD-C01-000273,350.30,BRL,2026-02-02T11:39:00Z,Card sale for synthetic order ORD-C01-000273,MRC-C01-010,AUTH-C01-000273,ledger_sale_candidate
LED-C01-000274,ORD-C01-000274,1161.09,BRL,2026-02-03T11:50:00Z,Card sale for synthetic order ORD-C01-000274,MRC-C01-011,AUTH-C01-000274,ledger_sale_candidate
LED-C01-000275,ORD-C01-000275,1217.44,BRL,2026-02-04T12:01:00Z,Card sale for synthetic order ORD-C01-000275,MRC-C01-012,AUTH-C01-000275,ledger_sale_candidate
LED-C01-000276,ORD-C01-000276,1047.27,EUR,2026-02-05T10:00:00Z,Card sale for synthetic order ORD-C01-000276,MRC-C01-013,AUTH-C01-000276,ledger_sale_candidate
LED-C01-000277,ORD-C01-000277,1728.89,BRL,2026-02-06T10:11:00Z,Card sale for synthetic order ORD-C01-000277,MRC-C01-014,AUTH-C01-000277,ledger_sale_candidate
LED-C01-000278,ORD-C01-000278,494.24,BRL,2026-02-07T10:22:00Z,Card sale for synthetic order ORD-C01-000278,MRC-C01-015,AUTH-C01-000278,ledger_sale_candidate
LED-C01-000279,ORD-C01-000279,1406.87,BRL,2026-02-08T10:33:00Z,Card sale for synthetic order ORD-C01-000279,MRC-C01-016,AUTH-C01-000279,ledger_sale_candidate
LED-C01-000280,ORD-C01-000280,1043.63,BRL,2026-01-05T10:44:00Z,Card sale for synthetic order ORD-C01-000280,MRC-C01-017,AUTH-C01-000280,ledger_sale_candidate
LED-C01-000281,ORD-C01-000281,1498.93,BRL,2026-01-06T10:55:00Z,Card sale for synthetic order ORD-C01-000281,MRC-C01-018,AUTH-C01-000281,ledger_sale_candidate
LED-C01-000282,ORD-C01-000282,1427.67,BRL,2026-01-07T11:06:00Z,Card sale for synthetic order ORD-C01-000282,MRC-C01-019,AUTH-C01-000282,ledger_sale_candidate
LED-C01-000283,ORD-C01-000283,1517.81,BRL,2026-01-08T11:17:00Z,Card sale for synthetic order ORD-C01-000283,MRC-C01-020,AUTH-C01-000283,ledger_sale_candidate
LED-C01-000284,ORD-C01-000284,285.11,BRL,2026-01-09T11:28:00Z,Card sale for synthetic order ORD-C01-000284,MRC-C01-021,AUTH-C01-000284,ledger_sale_candidate
LED-C01-000285,ORD-C01-000285,447.94,BRL,2026-01-10T11:39:00Z,Card sale for synthetic order ORD-C01-000285,MRC-C01-022,AUTH-C01-000285,ledger_sale_candidate
LED-C01-000286,ORD-C01-000286,1321.99,BRL,2026-01-11T11:50:00Z,Card sale for synthetic order ORD-C01-000286,MRC-C01-023,AUTH-C01-000286,ledger_sale_candidate
LED-C01-000287,ORD-C01-000287,752.56,BRL,2026-01-12T12:01:00Z,Card sale for synthetic order ORD-C01-000287,MRC-C01-024,AUTH-C01-000287,ledger_sale_candidate
LED-C01-000288,ORD-C01-000288,902.47,BRL,2026-01-13T10:00:00Z,Card sale for synthetic order ORD-C01-000288,MRC-C01-001,AUTH-C01-000288,ledger_sale_candidate
LED-C01-000289,ORD-C01-000289,662.03,BRL,2026-01-14T10:11:00Z,Card sale for synthetic order ORD-C01-000289,MRC-C01-002,AUTH-C01-000289,ledger_sale_candidate
LED-C01-000290,ORD-C01-000290,449.44,BRL,2026-01-15T10:22:00Z,Card sale for synthetic order ORD-C01-000290,MRC-C01-003,AUTH-C01-000290,ledger_sale_candidate
LED-C01-000291,ORD-C01-000291,42.04,BRL,2026-01-16T10:33:00Z,Card sale for synthetic order ORD-C01-000291,MRC-C01-004,AUTH-C01-000291,ledger_sale_candidate
LED-C01-000292,ORD-C01-000292,261.30,BRL,2026-01-17T10:44:00Z,Card sale for synthetic order ORD-C01-000292,MRC-C01-005,AUTH-C01-000292,ledger_sale_candidate
LED-C01-000293,ORD-C01-000293,1408.76,BRL,2026-01-18T10:55:00Z,Card sale for synthetic order ORD-C01-000293,MRC-C01-006,AUTH-C01-000293,ledger_sale_candidate
LED-C01-000294,ORD-C01-000294,1004.61,BRL,2026-01-19T11:06:00Z,Card sale for synthetic order ORD-C01-000294,MRC-C01-007,AUTH-C01-000294,ledger_sale_candidate
LED-C01-000295,ORD-C01-000295,165.28,BRL,2026-01-20T11:17:00Z,Card sale for synthetic order ORD-C01-000295,MRC-C01-008,AUTH-C01-000295,ledger_sale_candidate
LED-C01-000296,ORD-C01-000296,948.65,BRL,2026-01-21T11:28:00Z,Card sale for synthetic order ORD-C01-000296,MRC-C01-009,AUTH-C01-000296,ledger_sale_candidate
LED-C01-000297,ORD-C01-000297,1027.50,BRL,2026-01-22T11:39:00Z,Card sale for synthetic order ORD-C01-000297,MRC-C01-010,AUTH-C01-000297,ledger_sale_candidate
