chargeback_id,order_id,amount,currency,occurred_at,reason_code,authorization_code,scenario
CBK-C01-000191,ORD-C01-000290,-228.47,BRL,2026-01-24T12:41:00Z,RC-08,AUTH-C01-000290,chargeback_links_to_original_order
CBK-C01-000192,ORD-C01-000291,-26.02,BRL,2026-01-25T10:00:00Z,RC-01,AUTH-C01-000291,chargeback_links_to_original_order
CBK-C01-000193,ORD-C01-000292,-136.90,BRL,2026-01-26T10:07:00Z,RC-02,AUTH-C01-000292,chargeback_links_to_original_order
CBK-C01-000194,ORD-C01-000293,-711.88,BRL,2026-01-27T10:14:00Z,RC-03,AUTH-C01-000293,chargeback_links_to_original_order
CBK-C01-000195,ORD-C01-000294,-502.30,BRL,2026-01-28T10:21:00Z,RC-04,AUTH-C01-000294,chargeback_links_to_original_order
CBK-C01-000196,ORD-C01-000295,-83.89,BRL,2026-01-29T10:28:00Z,RC-05,AUTH-C01-000295,chargeback_links_to_original_order
CBK-C01-000197,ORD-C01-000296,-476.82,BRL,2026-01-30T10:35:00Z,RC-06,AUTH-C01-000296,chargeback_links_to_original_order
CBK-C01-000198,ORD-C01-000297,-517.50,BRL,2026-01-31T10:42:00Z,RC-07,AUTH-C01-000297,chargeback_links_to_original_order
CBK-C01-000199,ORD-C01-000298,-665.83,BRL,2026-02-01T10:49:00Z,RC-08,AUTH-C01-000298,chargeback_links_to_original_order
CBK-C01-000200,ORD-C01-000299,-509.56,BRL,2026-02-02T10:56:00Z,RC-01,AUTH-C01-000299,chargeback_links_to_original_order
CBK-C01-000201,ORD-C01-000300,-900.39,USD,2026-02-03T11:03:00Z,RC-02,AUTH-C01-000300,chargeback_links_to_original_order
CBK-C01-000202,ORD-C01-000301,-101.25,BRL,2026-02-04T11:10:00Z,RC-03,AUTH-C01-000301,chargeback_links_to_original_order
CBK-C01-000203,ORD-C01-000302,-412.57,BRL,2026-02-05T11:17:00Z,RC-04,AUTH-C01-000302,chargeback_links_to_original_order
CBK-C01-000204,ORD-C01-000303,-885.13,BRL,2026-02-06T11:24:00Z,RC-05,AUTH-C01-000303,chargeback_links_to_original_order
CBK-C01-000205,ORD-C01-000304,-383.73,BRL,2026-02-07T11:31:00Z,RC-06,AUTH-C01-000304,chargeback_links_to_original_order
CBK-C01-000206,ORD-C01-000305,-81.03,BRL,2026-02-08T11:38:00Z,RC-07,AUTH-C01-000305,chargeback_links_to_original_order
CBK-C01-000207,ORD-C01-000306,-853.18,BRL,2026-02-09T11:45:00Z,RC-08,AUTH-C01-000306,chargeback_links_to_original_order
CBK-C01-000208,ORD-C01-000307,-289.44,BRL,2026-02-10T11:52:00Z,RC-01,AUTH-C01-000307,chargeback_links_to_original_order
CBK-C01-000209,ORD-C01-000308,-719.39,BRL,2026-02-11T11:59:00Z,RC-02,AUTH-C01-000308,chargeback_links_to_original_order
CBK-C01-000210,ORD-C01-000309,-847.43,BRL,2026-02-12T12:06:00Z,RC-03,AUTH-C01-000309,chargeback_links_to_original_order
CBK-C01-000211,ORD-C01-000310,-140.46,BRL,2026-02-13T12:13:00Z,RC-04,AUTH-C01-000310,chargeback_links_to_original_order
CBK-C01-000212,ORD-C01-000311,-289.59,BRL,2026-02-14T12:20:00Z,RC-05,AUTH-C01-000311,chargeback_links_to_original_order
CBK-C01-000213,ORD-C01-000312,-135.03,EUR,2026-02-15T12:27:00Z,RC-06,AUTH-C01-000312,chargeback_links_to_original_order
CBK-C01-000214,ORD-C01-000313,-542.57,BRL,2026-02-16T12:34:00Z,RC-07,AUTH-C01-000313,chargeback_links_to_original_order
CBK-C01-000215,ORD-C01-000314,-528.40,BRL,2026-02-17T12:41:00Z,RC-08,AUTH-C01-000314,chargeback_links_to_original_order
CBK-C01-000216,ORD-C01-000315,-251.37,BRL,2026-01-14T10:00:00Z,RC-01,AUTH-C01-000315,chargeback_links_to_original_order
CBK-C01-000217,ORD-C01-000316,-345.44,BRL,2026-01-15T10:07:00Z,RC-02,AUTH-C01-000316,chargeback_links_to_original_order
CBK-C01-000218,ORD-C01-000317,-310.38,BRL,2026-01-16T10:14:00Z,RC-03,AUTH-C01-000317,chargeback_links_to_original_order
CBK-C01-000219,ORD-C01-000318,-268.52,BRL,2026-01-17T10:21:00Z,RC-04,AUTH-C01-000318,chargeback_links_to_original_order
CBK-C01-000220,ORD-C01-000319,-404.42,BRL,2026-01-18T10:28:00Z,RC-05,AUTH-C01-000319,chargeback_links_to_original_order
CBK-C01-000221,ORD-C01-000320,-68.57,BRL,2026-01-19T10:35:00Z,RC-06,AUTH-C01-000320,chargeback_links_to_original_order
CBK-C01-000222,ORD-C01-000142,-657.89,BRL,2026-01-16T10:42:00Z,RC-07,AUTH-C01-000142,duplicate_chargeback_candidate
CBK-C01-000223,ORD-C01-000322,-58.45,BRL,2026-01-21T10:49:00Z,RC-08,AUTH-C01-000322,chargeback_links_to_original_order
CBK-C01-000224,ORD-C01-000323,-682.01,BRL,2026-01-22T10:56:00Z,RC-01,AUTH-C01-000323,chargeback_links_to_original_order
CBK-C01-000225,ORD-C01-000324,-759.43,BRL,2026-01-23T11:03:00Z,RC-02,AUTH-C01-000324,chargeback_links_to_original_order
CBK-C01-000226,ORD-C01-000325,-592.68,BRL,2026-01-24T11:10:00Z,RC-03,AUTH-C01-000325,chargeback_links_to_original_order
CBK-C01-000227,ORD-C01-000326,-317.10,BRL,2026-01-25T11:17:00Z,RC-04,AUTH-C01-000326,chargeback_links_to_original_order
CBK-C01-000228,ORD-C01-000327,-141.21,BRL,2026-01-26T11:24:00Z,RC-05,AUTH-C01-000327,chargeback_links_to_original_order
CBK-C01-000229,ORD-C01-000328,-609.06,BRL,2026-01-27T11:31:00Z,RC-06,AUTH-C01-000328,chargeback_links_to_original_order
CBK-C01-000230,ORD-C01-000329,-219.44,BRL,2026-01-28T11:38:00Z,RC-07,AUTH-C01-000329,chargeback_links_to_original_order
CBK-C01-000231,ORD-C01-000330,-667.27,BRL,2026-01-29T11:45:00Z,RC-08,AUTH-C01-000330,chargeback_links_to_original_order
CBK-C01-000232,ORD-C01-000331,-435.38,BRL,2026-01-30T11:52:00Z,RC-01,AUTH-C01-000331,chargeback_links_to_original_order
CBK-C01-000233,ORD-C01-000332,-412.01,BRL,2026-01-31T11:59:00Z,RC-02,AUTH-C01-000332,chargeback_links_to_original_order
CBK-C01-000234,ORD-C01-000333,-844.77,BRL,2026-02-01T12:06:00Z,RC-03,AUTH-C01-000333,chargeback_links_to_original_order
CBK-C01-000235,ORD-C01-000334,-736.76,BRL,2026-02-02T12:13:00Z,RC-04,AUTH-C01-000334,chargeback_links_to_original_order
CBK-C01-000236,ORD-C01-000335,-519.06,BRL,2026-02-03T12:20:00Z,RC-05,AUTH-C01-000335,chargeback_links_to_original_order
CBK-C01-000237,ORD-C01-000336,-586.09,USD,2026-02-04T12:27:00Z,RC-06,AUTH-C01-000336,chargeback_links_to_original_order
CBK-C01-000238,ORD-C01-000337,-249.22,BRL,2026-02-05T12:34:00Z,RC-07,AUTH-C01-000337,chargeback_links_to_original_order
CBK-C01-000239,ORD-C01-000338,-217.48,BRL,2026-02-06T12:41:00Z,RC-08,AUTH-C01-000338,chargeback_links_to_original_order
CBK-C01-000240,ORD-C01-000339,-646.44,BRL,2026-02-07T10:00:00Z,RC-01,AUTH-C01-000339,chargeback_links_to_original_order
CBK-C01-000241,ORD-C01-000340,-556.89,BRL,2026-02-08T10:07:00Z,RC-02,AUTH-C01-000340,chargeback_links_to_original_order
CBK-C01-000242,ORD-C01-000341,-383.64,BRL,2026-02-09T10:14:00Z,RC-03,AUTH-C01-000341,chargeback_links_to_original_order
CBK-C01-000243,ORD-C01-000342,-101.58,BRL,2026-02-10T10:21:00Z,RC-04,AUTH-C01-000342,chargeback_links_to_original_order
CBK-C01-000244,ORD-C01-000343,-661.91,BRL,2026-02-11T10:28:00Z,RC-05,AUTH-C01-000343,chargeback_links_to_original_order
CBK-C01-000245,ORD-C01-000344,-40.77,BRL,2026-02-12T10:35:00Z,RC-06,AUTH-C01-000344,chargeback_links_to_original_order
CBK-C01-000246,ORD-C01-000345,-314.91,BRL,2026-02-13T10:42:00Z,RC-07,AUTH-C01-000345,chargeback_links_to_original_order
CBK-C01-000247,ORD-C01-000346,-514.57,BRL,2026-02-14T10:49:00Z,RC-08,AUTH-C01-000346,chargeback_links_to_original_order
CBK-C01-000248,ORD-C01-000347,-923.51,BRL,2026-02-15T10:56:00Z,RC-01,AUTH-C01-000347,chargeback_links_to_original_order
CBK-C01-000249,ORD-C01-000348,-698.48,EUR,2026-02-16T11:03:00Z,RC-02,AUTH-C01-000348,chargeback_links_to_original_order
CBK-C01-000250,ORD-C01-000349,-908.56,BRL,2026-02-17T11:10:00Z,RC-03,AUTH-C01-000349,chargeback_links_to_original_order
CBK-C01-000251,ORD-C01-000350,-131.29,BRL,2026-01-14T11:17:00Z,RC-04,AUTH-C01-000350,chargeback_links_to_original_order
CBK-C01-000252,ORD-C01-000351,-223.54,BRL,2026-01-15T11:24:00Z,RC-05,AUTH-C01-000351,chargeback_links_to_original_order
CBK-C01-000253,ORD-C01-000352,-673.66,BRL,2026-01-16T11:31:00Z,RC-06,AUTH-C01-000352,chargeback_links_to_original_order
CBK-C01-000254,ORD-C01-000353,-866.26,BRL,2026-01-17T11:38:00Z,RC-07,AUTH-C01-000353,chargeback_links_to_original_order
CBK-C01-000255,ORD-C01-000354,-304.35,BRL,2026-01-18T11:45:00Z,RC-08,AUTH-C01-000354,chargeback_links_to_original_order
CBK-C01-000256,ORD-C01-000355,-399.89,BRL,2026-01-19T11:52:00Z,RC-01,AUTH-C01-000355,chargeback_links_to_original_order
CBK-C01-000257,ORD-C01-000356,-639.14,BRL,2026-01-20T11:59:00Z,RC-02,AUTH-C01-000356,chargeback_links_to_original_order
CBK-C01-000258,ORD-C01-000357,-510.32,BRL,2026-01-21T12:06:00Z,RC-03,AUTH-C01-000357,chargeback_links_to_original_order
CBK-C01-000259,ORD-C01-000358,-469.94,BRL,2026-01-22T12:13:00Z,RC-04,AUTH-C01-000358,chargeback_links_to_original_order
CBK-C01-000260,ORD-C01-000359,-339.03,BRL,2026-01-23T12:20:00Z,RC-05,AUTH-C01-000359,chargeback_links_to_original_order
CBK-C01-000261,ORD-C01-000360,-749.77,BRL,2026-01-24T12:27:00Z,RC-06,AUTH-C01-000360,chargeback_links_to_original_order
CBK-C01-000262,ORD-C01-000361,-704.45,BRL,2026-01-25T12:34:00Z,RC-07,AUTH-C01-000361,chargeback_links_to_original_order
CBK-C01-000263,ORD-C01-000362,-114.83,BRL,2026-01-26T12:41:00Z,RC-08,AUTH-C01-000362,chargeback_links_to_original_order
CBK-C01-000264,ORD-C01-000363,-254.57,BRL,2026-01-27T10:00:00Z,RC-01,AUTH-C01-000363,chargeback_links_to_original_order
CBK-C01-000265,ORD-C01-000364,-218.62,BRL,2026-01-28T10:07:00Z,RC-02,AUTH-C01-000364,chargeback_links_to_original_order
CBK-C01-000266,ORD-C01-000365,-94.60,BRL,2026-01-29T10:14:00Z,RC-03,AUTH-C01-000365,chargeback_links_to_original_order
CBK-C01-000267,ORD-C01-000366,-389.03,BRL,2026-01-30T10:21:00Z,RC-04,AUTH-C01-000366,chargeback_links_to_original_order
CBK-C01-000268,ORD-C01-000367,-779.47,BRL,2026-01-31T10:28:00Z,RC-05,AUTH-C01-000367,chargeback_links_to_original_order
CBK-C01-000269,ORD-C01-000368,-547.22,BRL,2026-02-01T10:35:00Z,RC-06,AUTH-C01-000368,chargeback_links_to_original_order
CBK-C01-000270,ORD-C01-000369,-511.31,BRL,2026-02-02T10:42:00Z,RC-07,AUTH-C01-000369,chargeback_links_to_original_order
CBK-C01-000271,ORD-C01-000370,-691.11,BRL,2026-02-03T10:49:00Z,RC-08,AUTH-C01-000370,chargeback_links_to_original_order
CBK-C01-000272,ORD-C01-000371,-298.28,BRL,2026-02-04T10:56:00Z,RC-01,AUTH-C01-000371,chargeback_links_to_original_order
CBK-C01-000273,ORD-C01-000372,-661.88,USD,2026-02-05T11:03:00Z,RC-02,AUTH-C01-000372,chargeback_links_to_original_order
CBK-C01-000274,ORD-C01-000373,-82.08,BRL,2026-02-06T11:10:00Z,RC-03,AUTH-C01-000373,chargeback_links_to_original_order
CBK-C01-000275,ORD-C01-000374,-583.87,BRL,2026-02-07T11:17:00Z,RC-04,AUTH-C01-000374,chargeback_links_to_original_order
CBK-C01-000276,ORD-C01-000375,-151.16,BRL,2026-02-08T11:24:00Z,RC-05,AUTH-C01-000375,chargeback_links_to_original_order
CBK-C01-000277,ORD-C01-000376,-442.64,BRL,2026-02-09T11:31:00Z,RC-06,AUTH-C01-000376,chargeback_links_to_original_order
CBK-C01-000278,ORD-C01-000377,-740.01,BRL,2026-02-10T11:38:00Z,RC-07,AUTH-C01-000377,chargeback_links_to_original_order
CBK-C01-000279,ORD-C01-000378,-161.22,BRL,2026-02-11T11:45:00Z,RC-08,AUTH-C01-000378,chargeback_links_to_original_order
CBK-C01-000280,ORD-C01-000379,-335.19,BRL,2026-02-12T11:52:00Z,RC-01,AUTH-C01-000379,chargeback_links_to_original_order
CBK-C01-000281,ORD-C01-000380,-729.21,BRL,2026-02-13T11:59:00Z,RC-02,AUTH-C01-000380,chargeback_links_to_original_order
CBK-C01-000282,ORD-C01-000381,-735.38,BRL,2026-02-14T12:06:00Z,RC-03,AUTH-C01-000381,chargeback_links_to_original_order
CBK-C01-000283,ORD-C01-000382,-880.32,BRL,2026-02-15T12:13:00Z,RC-04,AUTH-C01-000382,chargeback_links_to_original_order
CBK-C01-000284,ORD-C01-000383,-846.96,BRL,2026-02-16T12:20:00Z,RC-05,AUTH-C01-000383,chargeback_links_to_original_order
CBK-C01-000285,ORD-C01-000384,-888.35,EUR,2026-02-17T12:27:00Z,RC-06,AUTH-C01-000384,chargeback_links_to_original_order
CBK-C01-000286,ORD-C01-000385,-452.52,BRL,2026-01-14T12:34:00Z,RC-07,AUTH-C01-000385,chargeback_links_to_original_order
CBK-C01-000287,ORD-C01-000386,-591.64,BRL,2026-01-15T12:41:00Z,RC-08,AUTH-C01-000386,chargeback_links_to_original_order
CBK-C01-000288,ORD-C01-000387,-629.63,BRL,2026-01-16T10:00:00Z,RC-01,AUTH-C01-000387,chargeback_links_to_original_order
CBK-C01-000289,ORD-C01-000388,-632.82,BRL,2026-01-17T10:07:00Z,RC-02,AUTH-C01-000388,chargeback_links_to_original_order
CBK-C01-000290,ORD-C01-000389,-434.58,BRL,2026-01-18T10:14:00Z,RC-03,AUTH-C01-000389,chargeback_links_to_original_order
CBK-C01-000291,ORD-C01-000390,-731.52,BRL,2026-01-19T10:21:00Z,RC-04,AUTH-C01-000390,chargeback_links_to_original_order
CBK-C01-000292,ORD-C01-000391,-565.00,BRL,2026-01-20T10:28:00Z,RC-05,AUTH-C01-000391,chargeback_links_to_original_order
CBK-C01-000293,ORD-C01-000392,-367.02,BRL,2026-01-21T10:35:00Z,RC-06,AUTH-C01-000392,chargeback_links_to_original_order
CBK-C01-000294,ORD-C01-000393,-29.38,BRL,2026-01-22T10:42:00Z,RC-07,AUTH-C01-000393,chargeback_links_to_original_order
CBK-C01-000295,ORD-C01-000394,-443.71,BRL,2026-01-23T10:49:00Z,RC-08,AUTH-C01-000394,chargeback_links_to_original_order
CBK-C01-000296,ORD-C01-000395,-873.92,BRL,2026-01-24T10:56:00Z,RC-01,AUTH-C01-000395,chargeback_links_to_original_order
CBK-C01-000297,ORD-C01-000396,-330.82,BRL,2026-01-25T11:03:00Z,RC-02,AUTH-C01-000396,chargeback_links_to_original_order
CBK-C01-000298,ORD-C01-000397,-411.47,BRL,2026-01-26T11:10:00Z,RC-03,AUTH-C01-000397,chargeback_links_to_original_order
CBK-C01-000299,ORD-C01-000398,-658.73,BRL,2026-01-27T11:17:00Z,RC-04,AUTH-C01-000398,chargeback_links_to_original_order
CBK-C01-000300,ORD-C01-000399,-924.80,BRL,2026-01-28T11:24:00Z,RC-05,AUTH-C01-000399,chargeback_links_to_original_order
CBK-C01-000301,ORD-C01-000400,-58.10,BRL,2026-01-29T11:31:00Z,RC-06,AUTH-C01-000400,chargeback_links_to_original_order
CBK-C01-000302,ORD-C01-000401,-845.35,BRL,2026-01-30T11:38:00Z,RC-07,AUTH-C01-000401,chargeback_links_to_original_order
CBK-C01-000303,ORD-C01-000402,-73.09,BRL,2026-01-31T11:45:00Z,RC-08,AUTH-C01-000402,chargeback_links_to_original_order
CBK-C01-000304,ORD-C01-000403,-136.60,BRL,2026-02-01T11:52:00Z,RC-01,AUTH-C01-000403,chargeback_links_to_original_order
CBK-C01-000305,ORD-C01-000404,-332.55,BRL,2026-02-02T11:59:00Z,RC-02,AUTH-C01-000404,chargeback_links_to_original_order
CBK-C01-000306,ORD-C01-000405,-142.20,BRL,2026-02-03T12:06:00Z,RC-03,AUTH-C01-000405,chargeback_links_to_original_order
CBK-C01-000307,ORD-C01-000406,-310.87,BRL,2026-02-04T12:13:00Z,RC-04,AUTH-C01-000406,chargeback_links_to_original_order
CBK-C01-000308,ORD-C01-000407,-388.05,BRL,2026-02-05T12:20:00Z,RC-05,AUTH-C01-000407,chargeback_links_to_original_order
CBK-C01-000309,ORD-C01-000408,-525.22,USD,2026-02-06T12:27:00Z,RC-06,AUTH-C01-000408,chargeback_links_to_original_order
CBK-C01-000310,ORD-C01-000409,-759.59,BRL,2026-02-07T12:34:00Z,RC-07,AUTH-C01-000409,chargeback_links_to_original_order
CBK-C01-000311,ORD-C01-000410,-711.06,BRL,2026-02-08T12:41:00Z,RC-08,AUTH-C01-000410,chargeback_links_to_original_order
CBK-C01-000312,ORD-C01-000411,-837.00,BRL,2026-02-09T10:00:00Z,RC-01,AUTH-C01-000411,chargeback_links_to_original_order
CBK-C01-000313,ORD-C01-000412,-421.35,BRL,2026-02-10T10:07:00Z,RC-02,AUTH-C01-000412,chargeback_links_to_original_order
CBK-C01-000314,ORD-C01-000413,-670.81,BRL,2026-02-11T10:14:00Z,RC-03,AUTH-C01-000413,chargeback_links_to_original_order
CBK-C01-000315,ORD-C01-000414,-685.72,BRL,2026-02-12T10:21:00Z,RC-04,AUTH-C01-000414,chargeback_links_to_original_order
CBK-C01-000316,ORD-C01-000415,-378.55,BRL,2026-02-13T10:28:00Z,RC-05,AUTH-C01-000415,chargeback_links_to_original_order
CBK-C01-000317,ORD-C01-000416,-457.47,BRL,2026-02-14T10:35:00Z,RC-06,AUTH-C01-000416,chargeback_links_to_original_order
CBK-C01-000318,ORD-C01-000417,-163.10,BRL,2026-02-15T10:42:00Z,RC-07,AUTH-C01-000417,chargeback_links_to_original_order
CBK-C01-000319,ORD-C01-000418,-677.72,BRL,2026-02-16T10:49:00Z,RC-08,AUTH-C01-000418,chargeback_links_to_original_order
CBK-C01-000320,ORD-C01-000419,-123.90,BRL,2026-02-17T10:56:00Z,RC-01,AUTH-C01-000419,chargeback_links_to_original_order
CBK-C01-000321,ORD-C01-000420,-760.92,EUR,2026-01-14T11:03:00Z,RC-02,AUTH-C01-000420,chargeback_links_to_original_order
CBK-C01-000322,ORD-C01-000421,-880.33,BRL,2026-01-15T11:10:00Z,RC-03,AUTH-C01-000421,chargeback_links_to_original_order
CBK-C01-000323,ORD-C01-000422,-811.18,BRL,2026-01-16T11:17:00Z,RC-04,AUTH-C01-000422,chargeback_links_to_original_order
CBK-C01-000324,ORD-C01-000423,-198.15,BRL,2026-01-17T11:24:00Z,RC-05,AUTH-C01-000423,chargeback_links_to_original_order
CBK-C01-000325,ORD-C01-000424,-461.42,BRL,2026-01-18T11:31:00Z,RC-06,AUTH-C01-000424,chargeback_links_to_original_order
CBK-C01-000326,ORD-C01-000425,-739.75,BRL,2026-01-19T11:38:00Z,RC-07,AUTH-C01-000425,chargeback_links_to_original_order
CBK-C01-000327,ORD-C01-000426,-455.85,BRL,2026-01-20T11:45:00Z,RC-08,AUTH-C01-000426,chargeback_links_to_original_order
CBK-C01-000328,ORD-C01-000427,-830.34,BRL,2026-01-21T11:52:00Z,RC-01,AUTH-C01-000427,chargeback_links_to_original_order
CBK-C01-000329,ORD-C01-000428,-657.67,BRL,2026-01-22T11:59:00Z,RC-02,AUTH-C01-000428,chargeback_links_to_original_order
CBK-C01-000330,ORD-C01-000429,-130.76,BRL,2026-01-23T12:06:00Z,RC-03,AUTH-C01-000429,chargeback_links_to_original_order
CBK-C01-000331,ORD-C01-000430,-693.12,BRL,2026-01-24T12:13:00Z,RC-04,AUTH-C01-000430,chargeback_links_to_original_order
CBK-C01-000332,ORD-C01-000431,-899.70,BRL,2026-01-25T12:20:00Z,RC-05,AUTH-C01-000431,chargeback_links_to_original_order
CBK-C01-000333,ORD-C01-000153,-165.91,BRL,2026-01-27T12:27:00Z,RC-06,AUTH-C01-000153,duplicate_chargeback_candidate
CBK-C01-000334,ORD-C01-000433,-491.44,BRL,2026-01-27T12:34:00Z,RC-07,AUTH-C01-000433,chargeback_links_to_original_order
CBK-C01-000335,ORD-C01-000434,-402.59,BRL,2026-01-28T12:41:00Z,RC-08,AUTH-C01-000434,chargeback_links_to_original_order
CBK-C01-000336,ORD-C01-000435,-712.62,BRL,2026-01-29T10:00:00Z,RC-01,AUTH-C01-000435,chargeback_links_to_original_order
CBK-C01-000337,ORD-C01-000436,-606.20,BRL,2026-01-30T10:07:00Z,RC-02,AUTH-C01-000436,chargeback_links_to_original_order
CBK-C01-000338,ORD-C01-000437,-852.31,BRL,2026-01-31T10:14:00Z,RC-03,AUTH-C01-000437,chargeback_links_to_original_order
CBK-C01-000339,ORD-C01-000438,-662.55,BRL,2026-02-01T10:21:00Z,RC-04,AUTH-C01-000438,chargeback_links_to_original_order
CBK-C01-000340,ORD-C01-000439,-722.49,BRL,2026-02-02T10:28:00Z,RC-05,AUTH-C01-000439,chargeback_links_to_original_order
CBK-C01-000341,ORD-C01-000440,-396.14,BRL,2026-02-03T10:35:00Z,RC-06,AUTH-C01-000440,chargeback_links_to_original_order
CBK-C01-000342,ORD-C01-000441,-429.86,BRL,2026-02-04T10:42:00Z,RC-07,AUTH-C01-000441,chargeback_links_to_original_order
CBK-C01-000343,ORD-C01-000442,-640.77,BRL,2026-02-05T10:49:00Z,RC-08,AUTH-C01-000442,chargeback_links_to_original_order
CBK-C01-000344,ORD-C01-000443,-440.05,BRL,2026-02-06T10:56:00Z,RC-01,AUTH-C01-000443,chargeback_links_to_original_order
CBK-C01-000345,ORD-C01-000444,-112.71,USD,2026-02-07T11:03:00Z,RC-02,AUTH-C01-000444,chargeback_links_to_original_order
CBK-C01-000346,ORD-C01-000445,-176.60,BRL,2026-02-08T11:10:00Z,RC-03,AUTH-C01-000445,chargeback_links_to_original_order
CBK-C01-000347,ORD-C01-000446,-629.31,BRL,2026-02-09T11:17:00Z,RC-04,AUTH-C01-000446,chargeback_links_to_original_order
CBK-C01-000348,ORD-C01-000447,-148.53,BRL,2026-02-10T11:24:00Z,RC-05,AUTH-C01-000447,chargeback_links_to_original_order
CBK-C01-000349,ORD-C01-000448,-470.29,BRL,2026-02-11T11:31:00Z,RC-06,AUTH-C01-000448,chargeback_links_to_original_order
CBK-C01-000350,ORD-C01-000449,-724.06,BRL,2026-02-12T11:38:00Z,RC-07,AUTH-C01-000449,chargeback_links_to_original_order
CBK-C01-000351,ORD-C01-000450,-428.67,BRL,2026-02-13T11:45:00Z,RC-08,AUTH-C01-000450,chargeback_links_to_original_order
CBK-C01-000352,ORD-C01-000451,-319.69,BRL,2026-02-14T11:52:00Z,RC-01,AUTH-C01-000451,chargeback_links_to_original_order
CBK-C01-000353,ORD-C01-000452,-667.99,BRL,2026-02-15T11:59:00Z,RC-02,AUTH-C01-000452,chargeback_links_to_original_order
CBK-C01-000354,ORD-C01-000453,-367.62,BRL,2026-02-16T12:06:00Z,RC-03,AUTH-C01-000453,chargeback_links_to_original_order
CBK-C01-000355,ORD-C01-000454,-316.44,BRL,2026-02-17T12:13:00Z,RC-04,AUTH-C01-000454,chargeback_links_to_original_order
CBK-C01-000356,ORD-C01-000455,-623.08,BRL,2026-01-14T12:20:00Z,RC-05,AUTH-C01-000455,chargeback_links_to_original_order
CBK-C01-000357,ORD-C01-000456,-274.38,EUR,2026-01-15T12:27:00Z,RC-06,AUTH-C01-000456,chargeback_links_to_original_order
CBK-C01-000358,ORD-C01-000457,-267.21,BRL,2026-01-16T12:34:00Z,RC-07,AUTH-C01-000457,chargeback_links_to_original_order
CBK-C01-000359,ORD-C01-000458,-288.19,BRL,2026-01-17T12:41:00Z,RC-08,AUTH-C01-000458,chargeback_links_to_original_order
CBK-C01-000360,ORD-C01-000459,-679.56,BRL,2026-01-18T10:00:00Z,RC-01,AUTH-C01-000459,chargeback_links_to_original_order
CBK-C01-000361,ORD-C01-007361,-484.85,BRL,2026-01-25T10:07:00Z,RC-02,AUTH-C01-007361,chargeback_only_unmatched
CBK-C01-000362,ORD-C01-007362,-413.67,BRL,2026-01-26T10:14:00Z,RC-03,AUTH-C01-007362,chargeback_only_unmatched
CBK-C01-000363,ORD-C01-007363,-310.03,BRL,2026-01-27T10:21:00Z,RC-04,AUTH-C01-007363,chargeback_only_unmatched
CBK-C01-000364,ORD-C01-007364,-355.40,BRL,2026-01-28T10:28:00Z,RC-05,AUTH-C01-007364,chargeback_only_unmatched
CBK-C01-000365,ORD-C01-007365,-631.04,BRL,2026-01-29T10:35:00Z,RC-06,AUTH-C01-007365,chargeback_only_unmatched
CBK-C01-000366,ORD-C01-007366,-490.00,BRL,2026-01-30T10:42:00Z,RC-07,AUTH-C01-007366,chargeback_only_unmatched
CBK-C01-000367,ORD-C01-007367,-176.94,BRL,2026-01-31T10:49:00Z,RC-08,AUTH-C01-007367,chargeback_only_unmatched
CBK-C01-000368,ORD-C01-007368,-834.77,EUR,2026-02-01T10:56:00Z,RC-01,AUTH-C01-007368,chargeback_only_unmatched
CBK-C01-000369,ORD-C01-007369,-249.65,BRL,2026-02-02T11:03:00Z,RC-02,AUTH-C01-007369,chargeback_only_unmatched
CBK-C01-000370,ORD-C01-007370,-153.97,BRL,2026-02-03T11:10:00Z,RC-03,AUTH-C01-007370,chargeback_only_unmatched
CBK-C01-000371,ORD-C01-007371,-812.89,BRL,2026-02-04T11:17:00Z,RC-04,AUTH-C01-007371,chargeback_only_unmatched
CBK-C01-000372,ORD-C01-007372,-230.41,BRL,2026-02-05T11:24:00Z,RC-05,AUTH-C01-007372,chargeback_only_unmatched
CBK-C01-000373,ORD-C01-007373,-197.18,BRL,2026-02-06T11:31:00Z,RC-06,AUTH-C01-007373,chargeback_only_unmatched
CBK-C01-000374,ORD-C01-007374,-106.94,BRL,2026-02-07T11:38:00Z,RC-07,AUTH-C01-007374,chargeback_only_unmatched
CBK-C01-000375,ORD-C01-007375,-54.31,BRL,2026-02-08T11:45:00Z,RC-08,AUTH-C01-007375,chargeback_only_unmatched
CBK-C01-000376,ORD-C01-007376,-865.73,BRL,2026-02-09T11:52:00Z,RC-01,AUTH-C01-007376,chargeback_only_unmatched
CBK-C01-000377,ORD-C01-007377,-433.98,BRL,2026-02-10T11:59:00Z,RC-02,AUTH-C01-007377,chargeback_only_unmatched
CBK-C01-000378,ORD-C01-007378,-170.61,BRL,2026-02-11T12:06:00Z,RC-03,AUTH-C01-007378,chargeback_only_unmatched
CBK-C01-000379,ORD-C01-007379,-841.72,BRL,2026-02-12T12:13:00Z,RC-04,AUTH-C01-007379,chargeback_only_unmatched
CBK-C01-000380,ORD-C01-007380,-504.80,BRL,2026-02-13T12:20:00Z,RC-05,AUTH-C01-007380,chargeback_only_unmatched
CBK-C01-000381,ORD-C01-007381,-548.17,BRL,2026-02-14T12:27:00Z,RC-06,AUTH-C01-007381,chargeback_only_unmatched
