adjustment_id,reference,end_to_end_id,amount,currency,adjustment_date,reason,scenario
ADJ-C02-000179,REF-C02-000179,E2E-C02-000000179,2.08,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000180,REF-C02-000180,E2E-C02-000000180,2.20,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000181,REF-C02-000181,E2E-C02-000000181,2.32,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000182,REF-C02-000182,E2E-C02-000000182,2.44,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000183,REF-C02-000183,E2E-C02-000000183,2.56,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000184,REF-C02-000184,E2E-C02-000000184,2.68,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000185,REF-C02-000185,E2E-C02-000000185,2.80,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000186,REF-C02-000186,E2E-C02-000000186,2.92,BRL,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000187,REF-C02-000187,E2E-C02-000000187,1.00,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000188,REF-C02-000188,E2E-C02-000000188,1.12,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000189,REF-C02-000189,E2E-C02-000000189,1.24,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000190,REF-C02-000190,E2E-C02-000000190,1.36,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000191,REF-C02-000191,E2E-C02-000000191,1.48,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000192,REF-C02-000192,E2E-C02-000000192,1.60,USD,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000193,REF-C02-000193,E2E-C02-000000193,1.72,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000194,REF-C02-000194,E2E-C02-000000194,1.84,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000195,REF-C02-000195,E2E-C02-000000195,1.96,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000196,REF-C02-000196,E2E-C02-000000196,2.08,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000197,REF-C02-000197,E2E-C02-000000197,2.20,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000198,REF-C02-000198,E2E-C02-000000198,2.32,BRL,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000199,REF-C02-000199,E2E-C02-000000199,2.44,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000200,REF-C02-000200,E2E-C02-000000200,2.56,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000201,REF-C02-000201,E2E-C02-000000201,2.68,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000202,REF-C02-000202,E2E-C02-000000202,2.80,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000203,REF-C02-000203,E2E-C02-000000203,2.92,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000204,REF-C02-000204,E2E-C02-000000204,1.00,EUR,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000205,REF-C02-000205,E2E-C02-000000205,1.12,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000206,REF-C02-000206,E2E-C02-000000206,1.24,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000207,REF-C02-000207,E2E-C02-000000207,1.36,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000208,REF-C02-000208,E2E-C02-000000208,1.48,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000209,REF-C02-000209,E2E-C02-000000209,1.60,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000210,REF-C02-000210,E2E-C02-000000210,1.72,BRL,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000211,REF-C02-000211,E2E-C02-000000211,1.84,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000212,REF-C02-000212,E2E-C02-000000212,1.96,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000213,REF-C02-000213,E2E-C02-000000213,2.08,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000214,REF-C02-000214,E2E-C02-000000214,2.20,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000215,REF-C02-000215,E2E-C02-000000215,2.32,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000216,REF-C02-000216,E2E-C02-000000216,2.44,BRL,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000217,REF-C02-000217,E2E-C02-000000217,2.56,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000218,REF-C02-000218,E2E-C02-000000218,2.68,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000219,REF-C02-000219,E2E-C02-000000219,2.80,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000220,REF-C02-000220,E2E-C02-000000220,2.92,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000221,REF-C02-000221,E2E-C02-000000221,1.00,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000222,REF-C02-000222,E2E-C02-000000222,1.12,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000223,REF-C02-000223,E2E-C02-000000223,1.24,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000224,REF-C02-000224,E2E-C02-000000224,1.36,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000225,REF-C02-000225,E2E-C02-000000225,1.48,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000226,REF-C02-000226,E2E-C02-000000226,1.60,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000227,REF-C02-000227,E2E-C02-000000227,1.72,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000228,REF-C02-000228,E2E-C02-000000228,1.84,USD,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000229,REF-C02-000229,E2E-C02-000000229,1.96,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000230,REF-C02-000230,E2E-C02-000000230,2.08,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000231,REF-C02-000231,E2E-C02-000000231,2.20,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000232,REF-C02-000232,E2E-C02-000000232,2.32,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000233,REF-C02-000233,E2E-C02-000000233,2.44,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000234,REF-C02-000234,E2E-C02-000000234,2.56,BRL,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000235,REF-C02-000235,E2E-C02-000000235,2.68,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000236,REF-C02-000236,E2E-C02-000000236,2.80,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000237,REF-C02-000237,E2E-C02-000000237,2.92,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000238,REF-C02-000238,E2E-C02-000000238,1.00,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000239,REF-C02-000239,E2E-C02-000000239,1.12,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000240,REF-C02-000240,E2E-C02-000000240,1.24,EUR,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000241,REF-C02-000241,E2E-C02-000000241,1.36,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000242,REF-C02-000242,E2E-C02-000000242,1.48,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000243,REF-C02-000243,E2E-C02-000000243,1.60,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000244,REF-C02-000244,E2E-C02-000000244,1.72,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000245,REF-C02-000245,E2E-C02-000000245,1.84,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000246,REF-C02-000246,E2E-C02-000000246,1.96,BRL,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000247,REF-C02-000247,E2E-C02-000000247,2.08,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000248,REF-C02-000248,E2E-C02-000000248,2.20,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000249,REF-C02-000249,E2E-C02-000000249,2.32,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000250,REF-C02-000250,E2E-C02-000000250,2.44,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000251,REF-C02-000251,E2E-C02-000000251,2.56,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000252,REF-C02-000252,E2E-C02-000000252,2.68,BRL,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000253,REF-C02-000253,E2E-C02-000000253,2.80,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000254,REF-C02-000254,E2E-C02-000000254,2.92,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000255,REF-C02-000255,E2E-C02-000000255,1.00,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000256,REF-C02-000256,E2E-C02-000000256,1.12,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000257,REF-C02-000257,E2E-C02-000000257,1.24,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000258,REF-C02-000258,E2E-C02-000000258,1.36,BRL,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000259,REF-C02-000259,E2E-C02-000000259,1.48,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000260,REF-C02-000260,E2E-C02-000000260,1.60,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000261,REF-C02-000261,E2E-C02-000000261,1.72,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000262,REF-C02-000262,E2E-C02-000000262,1.84,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000263,REF-C02-000263,E2E-C02-000000263,1.96,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000264,REF-C02-000264,E2E-C02-000000264,2.08,USD,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000265,REF-C02-000265,E2E-C02-000000265,2.20,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000266,REF-C02-000266,E2E-C02-000000266,2.32,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000267,REF-C02-000267,E2E-C02-000000267,2.44,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000268,REF-C02-000268,E2E-C02-000000268,2.56,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000269,REF-C02-000269,E2E-C02-000000269,2.68,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000270,REF-C02-000270,E2E-C02-000000270,2.80,BRL,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000271,REF-C02-000271,E2E-C02-000000271,2.92,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000272,REF-C02-000272,E2E-C02-000000272,1.00,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000273,REF-C02-000273,E2E-C02-000000273,1.12,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000274,REF-C02-000274,E2E-C02-000000274,1.24,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000275,REF-C02-000275,E2E-C02-000000275,1.36,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000276,REF-C02-000276,E2E-C02-000000276,1.48,EUR,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000277,REF-C02-000277,E2E-C02-000000277,1.60,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000278,REF-C02-000278,E2E-C02-000000278,1.72,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000279,REF-C02-000279,E2E-C02-000000279,1.84,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000280,REF-C02-000280,E2E-C02-000000280,1.96,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000281,REF-C02-000281,E2E-C02-000000281,2.08,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000282,REF-C02-000282,E2E-C02-000000282,2.20,BRL,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000283,REF-C02-000283,E2E-C02-000000283,2.32,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000284,REF-C02-000284,E2E-C02-000000284,2.44,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000285,REF-C02-000285,E2E-C02-000000285,2.56,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000286,REF-C02-000286,E2E-C02-000000286,2.68,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000287,REF-C02-000287,E2E-C02-000000287,2.80,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000288,REF-C02-000288,E2E-C02-000000288,2.92,BRL,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000289,REF-C02-000289,E2E-C02-000000289,1.00,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000290,REF-C02-000290,E2E-C02-000000290,1.12,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000291,REF-C02-000291,E2E-C02-000000291,1.24,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000292,REF-C02-000292,E2E-C02-000000292,1.36,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000293,REF-C02-000293,E2E-C02-000000293,1.48,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000294,REF-C02-000294,E2E-C02-000000294,1.60,BRL,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000295,REF-C02-000295,E2E-C02-000000295,1.72,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000296,REF-C02-000296,E2E-C02-000000296,1.84,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000297,REF-C02-000297,E2E-C02-000000297,1.96,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000298,REF-C02-000298,E2E-C02-000000298,2.08,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000299,REF-C02-000299,E2E-C02-000000299,2.20,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000300,REF-C02-000300,E2E-C02-000000300,2.32,USD,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000301,REF-C02-000301,E2E-C02-000000301,2.44,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000302,REF-C02-000302,E2E-C02-000000302,2.56,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000303,REF-C02-000303,E2E-C02-000000303,2.68,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000304,REF-C02-000304,E2E-C02-000000304,2.80,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000305,REF-C02-000305,E2E-C02-000000305,2.92,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000306,REF-C02-000306,E2E-C02-000000306,1.00,BRL,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000307,REF-C02-000307,E2E-C02-000000307,1.12,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000308,REF-C02-000308,E2E-C02-000000308,1.24,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000309,REF-C02-000309,E2E-C02-000000309,1.36,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000310,REF-C02-000310,E2E-C02-000000310,1.48,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000311,REF-C02-000311,E2E-C02-000000311,1.60,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000312,REF-C02-000312,E2E-C02-000000312,1.72,EUR,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000313,REF-C02-000313,E2E-C02-000000313,1.84,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000314,REF-C02-000314,E2E-C02-000000314,1.96,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000315,REF-C02-000315,E2E-C02-000000315,2.08,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000316,REF-C02-000316,E2E-C02-000000316,2.20,BRL,2026-02-26,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000317,REF-C02-000317,E2E-C02-000000317,2.32,BRL,2026-02-27,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000318,REF-C02-000318,E2E-C02-000000318,2.44,BRL,2026-02-28,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000319,REF-C02-000319,E2E-C02-000000319,2.56,BRL,2026-03-01,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000320,REF-C02-000320,E2E-C02-000000320,2.68,BRL,2026-03-02,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000321,REF-C02-000321,E2E-C02-000000321,2.80,BRL,2026-03-03,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000322,REF-C02-000322,E2E-C02-000000322,2.92,BRL,2026-03-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000323,REF-C02-000323,E2E-C02-000000323,1.00,BRL,2026-03-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000324,REF-C02-000324,E2E-C02-000000324,1.12,BRL,2026-03-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000325,REF-C02-000325,E2E-C02-000000325,1.24,BRL,2026-03-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000326,REF-C02-000326,E2E-C02-000000326,1.36,BRL,2026-03-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000327,REF-C02-000327,E2E-C02-000000327,1.48,BRL,2026-03-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000328,REF-C02-000328,E2E-C02-000000328,1.60,BRL,2026-03-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000329,REF-C02-000329,E2E-C02-000000329,1.72,BRL,2026-03-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000330,REF-C02-000330,E2E-C02-000000330,1.84,BRL,2026-03-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000331,REF-C02-000331,E2E-C02-000000331,1.96,BRL,2026-03-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000332,REF-C02-000332,E2E-C02-000000332,2.08,BRL,2026-03-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000333,REF-C02-000333,E2E-C02-000000333,2.20,BRL,2026-03-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000334,REF-C02-000334,E2E-C02-000000334,2.32,BRL,2026-03-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000335,REF-C02-000335,E2E-C02-000000335,2.44,BRL,2026-03-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000336,REF-C02-000336,E2E-C02-000000336,2.56,USD,2026-02-04,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000337,REF-C02-000337,E2E-C02-000000337,2.68,BRL,2026-02-05,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000338,REF-C02-000338,E2E-C02-000000338,2.80,BRL,2026-02-06,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000339,REF-C02-000339,E2E-C02-000000339,2.92,BRL,2026-02-07,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000340,REF-C02-000340,E2E-C02-000000340,1.00,BRL,2026-02-08,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000341,REF-C02-000341,E2E-C02-000000341,1.12,BRL,2026-02-09,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000342,REF-C02-000342,E2E-C02-000000342,1.24,BRL,2026-02-10,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000343,REF-C02-000343,E2E-C02-000000343,1.36,BRL,2026-02-11,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000344,REF-C02-000344,E2E-C02-000000344,1.48,BRL,2026-02-12,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000345,REF-C02-000345,E2E-C02-000000345,1.60,BRL,2026-02-13,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000346,REF-C02-000346,E2E-C02-000000346,1.72,BRL,2026-02-14,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000347,REF-C02-000347,E2E-C02-000000347,1.84,BRL,2026-02-15,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000348,REF-C02-000348,E2E-C02-000000348,1.96,EUR,2026-02-16,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000349,REF-C02-000349,E2E-C02-000000349,2.08,BRL,2026-02-17,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000350,REF-C02-000350,E2E-C02-000000350,2.20,BRL,2026-02-18,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000351,REF-C02-000351,E2E-C02-000000351,2.32,BRL,2026-02-19,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000352,REF-C02-000352,E2E-C02-000000352,2.44,BRL,2026-02-20,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000353,REF-C02-000353,E2E-C02-000000353,2.56,BRL,2026-02-21,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000354,REF-C02-000354,E2E-C02-000000354,2.68,BRL,2026-02-22,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000355,REF-C02-000355,E2E-C02-000000355,2.80,BRL,2026-02-23,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000356,REF-C02-000356,E2E-C02-000000356,2.92,BRL,2026-02-24,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
ADJ-C02-000357,REF-C02-000357,E2E-C02-000000357,1.00,BRL,2026-02-25,manual_reconciliation_adjustment,adjustment_links_to_ledger_and_bank
