bank_tx_id,reference,amount,currency,booking_date,description,customer_ref,scenario
BANK-C04-000193,REF-C04-000193,393.01,BRL,2026-05-01,Synthetic bank transfer REF-C04-000193,CUST-C04-0024,bank_match_candidate
BANK-C04-000194,,1092.99,BRL,2026-05-02,Synthetic bank transfer REF-C04-000194,CUST-C04-0035,missing_bank_reference
BANK-C04-000195,REF-C04-000195,1124.27,BRL,2026-05-03,Synthetic bank transfer REF-C04-000195,CUST-C04-0046,bank_match_candidate
BANK-C04-000196,REF-C04-000196,145.80,BRL,2026-04-06,Synthetic bank transfer REF-C04-000196,CUST-C04-0057,bank_match_candidate
BANK-C04-000197,REF-C04-000197,645.27,BRL,2026-04-07,Synthetic bank transfer REF-C04-000197,CUST-C04-0068,bank_match_candidate
BANK-C04-000198,REF-C04-000198,222.08,BRL,2026-04-08,Synthetic bank transfer REF-C04-000198,CUST-C04-0079,bank_match_candidate
BANK-C04-000199,REF-C04-000199,1130.13,BRL,2026-04-09,Synthetic bank transfer REF-C04-000199,CUST-C04-0090,bank_match_candidate
BANK-C04-000200,REF-C04-000200,768.78,BRL,2026-04-10,Synthetic bank transfer REF-C04-000200,CUST-C04-0101,bank_match_candidate
BANK-C04-000201,REF-C04-000201,840.13,BRL,2026-04-11,Synthetic bank transfer REF-C04-000201,CUST-C04-0112,bank_match_candidate
BANK-C04-000202,REF-C04-000202,902.13,BRL,2026-04-12,Synthetic bank transfer REF-C04-000202,CUST-C04-0123,bank_match_candidate
BANK-C04-000203,REF-C04-000203,354.67,BRL,2026-04-13,Synthetic bank transfer REF-C04-000203,CUST-C04-0134,bank_match_candidate
BANK-C04-000204,REF-C04-000204,810.52,EUR,2026-04-14,Synthetic bank transfer REF-C04-000204,CUST-C04-0145,bank_match_candidate
BANK-C04-000205,REF-C04-000205,1144.68,BRL,2026-04-15,Synthetic bank transfer REF-C04-000205,CUST-C04-0156,bank_match_candidate
BANK-C04-000206,REF-C04-000206,1244.12,BRL,2026-04-16,Synthetic bank transfer REF-C04-000206,CUST-C04-0167,bank_match_candidate
BANK-C04-000207,REF-C04-000207,984.82,BRL,2026-04-17,Synthetic bank transfer REF-C04-000207,CUST-C04-0178,bank_match_candidate
BANK-C04-000208,REF-C04-000208,74.57,BRL,2026-04-18,Synthetic bank transfer REF-C04-000208,CUST-C04-0189,bank_match_candidate
BANK-C04-000209,REF-C04-000209,1192.27,BRL,2026-04-19,Synthetic bank transfer REF-C04-000209,CUST-C04-0200,bank_match_candidate
BANK-C04-000210,REF-C04-000210,255.79,BRL,2026-04-20,Synthetic bank transfer REF-C04-000210,CUST-C04-0211,bank_match_candidate
BANK-C04-000211,REF-C04-000211,1194.40,BRL,2026-04-21,Synthetic bank transfer REF-C04-000211,CUST-C04-0222,bank_match_candidate
BANK-C04-000212,REF-C04-000212,43.05,BRL,2026-04-22,Synthetic bank transfer REF-C04-000212,CUST-C04-0233,bank_match_candidate
BANK-C04-000213,REF-C04-000213,965.70,BRL,2026-04-23,Synthetic bank trasnfer REF-C04-000213,CUST-C04-0244,near_match_description_typo
BANK-C04-000214,REF-C04-000214,574.55,BRL,2026-04-24,Synthetic bank transfer REF-C04-000214,CUST-C04-0255,bank_match_candidate
BANK-C04-000215,REF-C04-000215,-84.50,BRL,2026-04-25,Synthetic bank transfer REF-C04-000215,CUST-C04-0266,bank_match_candidate
BANK-C04-000216,REF-C04-000216,622.56,BRL,2026-04-26,Synthetic bank transfer REF-C04-000216,CUST-C04-0277,bank_match_candidate
BANK-C04-000217,REF-C04-000217,914.98,BRL,2026-04-27,Synthetic bank transfer REF-C04-000217,CUST-C04-0288,bank_match_candidate
BANK-C04-000218,REF-C04-000218,390.20,BRL,2026-04-28,Synthetic bank transfer REF-C04-000218,CUST-C04-0299,bank_match_candidate
BANK-C04-000219,REF-C04-000219,1086.97,BRL,2026-04-29,Synthetic bank transfer REF-C04-000219,CUST-C04-0310,bank_match_candidate
BANK-C04-000220,REF-C04-000220,246.12,BRL,2026-04-30,Synthetic bank transfer REF-C04-000220,CUST-C04-0321,bank_match_candidate
BANK-C04-000221,REF-C04-000221,600.45,BRL,2026-05-01,Synthetic bank transfer REF-C04-000221,CUST-C04-0332,bank_match_candidate
BANK-C04-000222,REF-C04-000222,675.42,BRL,2026-05-02,Synthetic bank transfer REF-C04-000222,CUST-C04-0343,bank_match_candidate
BANK-C04-000223,REF-C04-000223,724.40,BRL,2026-05-03,Synthetic bank transfer REF-C04-000223,CUST-C04-0354,bank_match_candidate
BANK-C04-000224,REF-C04-000224,1049.09,BRL,2026-04-06,Synthetic bank transfer REF-C04-000224,CUST-C04-0365,bank_match_candidate
BANK-C04-000225,REF-C04-000225,1201.73,BRL,2026-04-07,Synthetic bank transfer REF-C04-000225,CUST-C04-0376,bank_match_candidate
BANK-C04-000226,REF-C04-000226,697.85,BRL,2026-04-08,Synthetic bank transfer REF-C04-000226,CUST-C04-0387,bank_match_candidate
BANK-C04-000227,REF-C04-000227,497.40,BRL,2026-04-09,Synthetic bank transfer REF-C04-000227,CUST-C04-0398,bank_match_candidate
BANK-C04-000228,REF-C04-000228,318.26,USD,2026-04-10,Synthetic bank transfer REF-C04-000228,CUST-C04-0409,bank_match_candidate
BANK-C04-000229,REF-C04-000229,526.07,BRL,2026-04-11,Synthetic bank transfer REF-C04-000229,CUST-C04-0420,bank_match_candidate
BANK-C04-000230,REF-C04-000230,767.13,BRL,2026-04-12,Synthetic bank transfer REF-C04-000230,CUST-C04-0431,bank_match_candidate
BANK-C04-000231,REF-C04-000231,1180.78,BRL,2026-04-13,Synthetic bank transfer REF-C04-000231,CUST-C04-0442,bank_match_candidate
BANK-C04-000232,REF-C04-000232,1080.20,BRL,2026-04-14,Synthetic bank transfer REF-C04-000232,CUST-C04-0453,bank_match_candidate
BANK-C04-000233,REF-C04-000233,980.30,BRL,2026-04-15,Synthetic bank transfer REF-C04-000233,CUST-C04-0464,bank_match_candidate
BANK-C04-000234,REF-C04-000234,691.85,BRL,2026-04-16,Synthetic bank transfer REF-C04-000234,CUST-C04-0475,bank_match_candidate
BANK-C04-000235,REF-C04-000235,1103.91,BRL,2026-04-17,Synthetic bank transfer REF-C04-000235,CUST-C04-0486,small_tolerance_candidate
BANK-C04-000236,REF-C04-000236,553.90,BRL,2026-04-18,Synthetic bank transfer REF-C04-000236,CUST-C04-0497,amount_mismatch_manual_review
BANK-C04-000237,REF-C04-000237,442.45,BRL,2026-04-19,Synthetic bank transfer REF-C04-000237,CUST-C04-0508,bank_match_candidate
BANK-C04-000238,REF-C04-000238,866.22,BRL,2026-04-20,Synthetic bank transfer REF-C04-000238,CUST-C04-0519,bank_match_candidate
BANK-C04-000239,REF-C04-000239,818.63,BRL,2026-04-21,Synthetic bank transfer REF-C04-000239,CUST-C04-0530,bank_match_candidate
BANK-C04-000240,REF-C04-000240,712.14,EUR,2026-04-22,Synthetic bank transfer REF-C04-000240,CUST-C04-0541,bank_match_candidate
BANK-C04-000241,REF-C04-000241,462.53,BRL,2026-04-23,Synthetic bank transfer REF-C04-000241,CUST-C04-0552,bank_match_candidate
BANK-C04-000242,REF-C04-000242,129.92,BRL,2026-04-24,Synthetic bank transfer REF-C04-000242,CUST-C04-0563,bank_match_candidate
BANK-C04-000243,REF-C04-000243,217.03,BRL,2026-04-25,Synthetic bank transfer REF-C04-000243,CUST-C04-0574,bank_match_candidate
BANK-C04-000244,REF-C04-000244,1107.57,BRL,2026-04-28,Synthetic bank transfer REF-C04-000244,CUST-C04-0585,bank_match_candidate
BANK-C04-000245,REF-C04-000245,1149.51,BRL,2026-04-27,Synthetic bank transfer REF-C04-000245,CUST-C04-0596,bank_match_candidate
BANK-C04-000246,REF-C04-000246,907.49,BRL,2026-04-28,Synthetic bank transfer REF-C04-000246,CUST-C04-0607,bank_match_candidate
BANK-C04-000247,REF-C04-000247,492.42,BRL,2026-04-29,Synthetic bank transfer REF-C04-000247,CUST-C04-0618,bank_match_candidate
BANK-C04-000248,REF-C04-000248,650.26,BRL,2026-04-30,Synthetic bank transfer REF-C04-000248,CUST-C04-0629,bank_match_candidate
BANK-C04-000249,REF-C04-000249,985.03,BRL,2026-05-01,Synthetic bank transfer REF-C04-000249,CUST-C04-0640,bank_match_candidate
BANK-C04-000250,REF-C04-000250,771.16,BRL,2026-05-02,Synthetic bank transfer REF-C04-000250,CUST-C04-0651,bank_match_candidate
BANK-C04-000251,REF-C04-000251,914.99,BRL,2026-05-03,Synthetic bank transfer REF-C04-000251,CUST-C04-0662,bank_match_candidate
BANK-C04-000252,REF-C04-000252,342.39,BRL,2026-04-06,Synthetic bank transfer REF-C04-000252,CUST-C04-0673,bank_match_candidate
BANK-C04-000253,REF-C04-000253,62.33,BRL,2026-04-07,Synthetic bank transfer REF-C04-000253,CUST-C04-0684,bank_match_candidate
BANK-C04-000254,REF-C04-000254,1288.87,BRL,2026-04-08,Synthetic bank transfer REF-C04-000254,CUST-C04-0695,bank_match_candidate
BANK-C04-000255,REF-C04-000255,789.73,BRL,2026-04-09,Synthetic bank transfer REF-C04-000255,CUST-C04-0006,bank_match_candidate
BANK-C04-000256,REF-C04-000256,155.68,BRL,2026-04-10,Synthetic bank transfer REF-C04-000256,CUST-C04-0017,bank_match_candidate
BANK-C04-000257,REF-C04-000257,947.05,BRL,2026-04-11,Synthetic bank transfer REF-C04-000257,CUST-C04-0028,bank_match_candidate
BANK-C04-000258,REF-C04-000258,-22.16,BRL,2026-04-12,Synthetic bank transfer REF-C04-000258,CUST-C04-0039,bank_match_candidate
BANK-C04-000259,REF-C04-000259,1055.54,BRL,2026-04-13,Synthetic bank transfer REF-C04-000259,CUST-C04-0050,bank_match_candidate
BANK-C04-000260,REF-C04-000260,752.68,BRL,2026-04-14,Synthetic bank transfer REF-C04-000260,CUST-C04-0061,bank_match_candidate
BANK-C04-000261,REF-C04-000261,827.45,BRL,2026-04-15,Synthetic bank transfer REF-C04-000261,CUST-C04-0072,bank_match_candidate
BANK-C04-000262,REF-C04-000262,1260.74,BRL,2026-04-16,Synthetic bank transfer REF-C04-000262,CUST-C04-0083,bank_match_candidate
BANK-C04-000263,REF-C04-000263,1249.96,BRL,2026-04-17,Synthetic bank transfer REF-C04-000263,CUST-C04-0094,bank_match_candidate
BANK-C04-000264,REF-C04-000264,298.04,USD,2026-04-18,Synthetic bank transfer REF-C04-000264,CUST-C04-0105,bank_match_candidate
BANK-C04-000265,REF-C04-000265,1227.39,BRL,2026-04-19,Synthetic bank transfer REF-C04-000265,CUST-C04-0116,bank_match_candidate
BANK-C04-000266,REF-C04-000266,266.51,BRL,2026-04-20,Synthetic bank transfer REF-C04-000266,CUST-C04-0127,bank_match_candidate
BANK-C04-000267,REF-C04-000267,459.48,BRL,2026-04-21,Synthetic bank transfer REF-C04-000267,CUST-C04-0138,bank_match_candidate
BANK-C04-000268,REF-C04-000268,528.60,BRL,2026-04-22,Synthetic bank transfer REF-C04-000268,CUST-C04-0149,bank_match_candidate
BANK-C04-000269,REF-C04-000269,811.46,BRL,2026-04-23,Synthetic bank transfer REF-C04-000269,CUST-C04-0160,bank_match_candidate
BANK-C04-000270,REF-C04-000270,172.72,BRL,2026-04-24,Synthetic bank transfer REF-C04-000270,CUST-C04-0171,bank_match_candidate
BANK-C04-000271,REF-C04-000271,1069.52,BRL,2026-04-25,Synthetic bank transfer REF-C04-000271,CUST-C04-0182,bank_match_candidate
BANK-C04-000272,REF-C04-000272,135.57,BRL,2026-04-26,Synthetic bank transfer REF-C04-000272,CUST-C04-0193,bank_match_candidate
BANK-C04-000273,REF-C04-000273,399.98,BRL,2026-04-27,Synthetic bank transfer REF-C04-000273,CUST-C04-0204,bank_match_candidate
BANK-C04-000274,REF-C04-000274,1156.89,BRL,2026-04-28,Synthetic bank transfer REF-C04-000274,CUST-C04-0215,bank_match_candidate
BANK-C04-000275,REF-C04-000275,524.57,BRL,2026-04-29,Synthetic bank transfer REF-C04-000275,CUST-C04-0226,bank_match_candidate
BANK-C04-000276,REF-C04-000276,1000.22,EUR,2026-04-30,Synthetic bank transfer REF-C04-000276,CUST-C04-0237,bank_match_candidate
BANK-C04-000277,REF-C04-000277,1263.18,BRL,2026-05-01,Synthetic bank transfer REF-C04-000277,CUST-C04-0248,bank_match_candidate
BANK-C04-000278,REF-C04-000278,873.42,BRL,2026-05-02,Synthetic bank transfer REF-C04-000278,CUST-C04-0259,bank_match_candidate
BANK-C04-000279,REF-C04-000279,868.63,BRL,2026-05-03,Synthetic bank transfer REF-C04-000279,CUST-C04-0270,bank_match_candidate
BANK-C04-000280,REF-C04-000280,390.73,BRL,2026-04-06,Synthetic bank transfer REF-C04-000280,CUST-C04-0281,bank_match_candidate
BANK-C04-000281,REF-C04-000281,1237.28,BRL,2026-04-07,Synthetic bank transfer REF-C04-000281,CUST-C04-0292,bank_match_candidate
BANK-C04-000282,REF-C04-000282,432.21,BRL,2026-04-08,Synthetic bank transfer REF-C04-000282,CUST-C04-0303,small_tolerance_candidate
BANK-C04-000283,REF-C04-000283,14.73,BRL,2026-04-09,Synthetic bank transfer REF-C04-000283,CUST-C04-0314,bank_match_candidate
BANK-C04-000284,REF-C04-000284,1192.27,BRL,2026-04-10,Synthetic bank trasnfer REF-C04-000284,CUST-C04-0325,near_match_description_typo
BANK-C04-000285,REF-C04-000285,954.75,BRL,2026-04-11,Synthetic bank transfer REF-C04-000285,CUST-C04-0336,bank_match_candidate
BANK-C04-000286,REF-C04-000286,936.57,BRL,2026-04-12,Synthetic bank transfer REF-C04-000286,CUST-C04-0347,bank_match_candidate
BANK-C04-000287,REF-C04-000287,920.99,BRL,2026-04-13,Synthetic bank transfer REF-C04-000287,CUST-C04-0358,bank_match_candidate
BANK-C04-000288,REF-C04-000288,286.05,BRL,2026-04-14,Synthetic bank transfer REF-C04-000288,CUST-C04-0369,bank_match_candidate
BANK-C04-000289,REF-C04-000289,1139.76,BRL,2026-04-15,Synthetic bank transfer REF-C04-000289,CUST-C04-0380,bank_match_candidate
BANK-C04-000290,REF-C04-000290,106.72,BRL,2026-04-16,Synthetic bank transfer REF-C04-000290,CUST-C04-0391,bank_match_candidate
BANK-C04-000291,,659.26,BRL,2026-04-17,Synthetic bank transfer REF-C04-000291,CUST-C04-0402,missing_bank_reference
BANK-C04-000292,REF-C04-000292,315.70,BRL,2026-04-18,Synthetic bank transfer REF-C04-000292,CUST-C04-0413,bank_match_candidate
BANK-C04-000293,REF-C04-000293,470.74,BRL,2026-04-19,Synthetic bank transfer REF-C04-000293,CUST-C04-0424,bank_match_candidate
BANK-C04-000294,REF-C04-000294,644.69,BRL,2026-04-20,Synthetic bank transfer REF-C04-000294,CUST-C04-0435,bank_match_candidate
BANK-C04-000295,REF-C04-000295,250.43,BRL,2026-04-21,Synthetic bank transfer REF-C04-000295,CUST-C04-0446,amount_mismatch_manual_review
BANK-C04-000296,REF-C04-000296,1254.18,BRL,2026-04-22,Synthetic bank transfer REF-C04-000296,CUST-C04-0457,bank_match_candidate
BANK-C04-000297,REF-C04-000297,1200.62,BRL,2026-04-23,Synthetic bank transfer REF-C04-000297,CUST-C04-0468,bank_match_candidate
BANK-C04-000298,REF-C04-000298,991.23,BRL,2026-04-24,Synthetic bank transfer REF-C04-000298,CUST-C04-0479,bank_match_candidate
BANK-C04-000299,REF-C04-000299,497.00,BRL,2026-04-25,Synthetic bank transfer REF-C04-000299,CUST-C04-0490,bank_match_candidate
BANK-C04-000300,REF-C04-000300,12.10,USD,2026-04-26,Synthetic bank transfer REF-C04-000300,CUST-C04-0501,bank_match_candidate
BANK-C04-000301,REF-C04-000301,-50.07,BRL,2026-04-27,Synthetic bank transfer REF-C04-000301,CUST-C04-0512,bank_match_candidate
BANK-C04-000302,REF-C04-000302,382.73,BRL,2026-04-28,Synthetic bank transfer REF-C04-000302,CUST-C04-0523,bank_match_candidate
BANK-C04-000303,REF-C04-000303,553.71,BRL,2026-04-29,Synthetic bank transfer REF-C04-000303,CUST-C04-0534,bank_match_candidate
BANK-C04-000304,REF-C04-000304,1172.30,BRL,2026-04-30,Synthetic bank transfer REF-C04-000304,CUST-C04-0545,bank_match_candidate
BANK-C04-000305,REF-C04-000305,1171.09,BRL,2026-05-03,Synthetic bank transfer REF-C04-000305,CUST-C04-0556,bank_match_candidate
BANK-C04-000306,REF-C04-000306,512.85,BRL,2026-05-02,Synthetic bank transfer REF-C04-000306,CUST-C04-0567,bank_match_candidate
BANK-C04-000307,REF-C04-000307,378.14,BRL,2026-05-03,Synthetic bank transfer REF-C04-000307,CUST-C04-0578,bank_match_candidate
BANK-C04-000308,REF-C04-000308,1188.87,BRL,2026-04-06,Synthetic bank transfer REF-C04-000308,CUST-C04-0589,bank_match_candidate
BANK-C04-000309,REF-C04-000309,317.73,BRL,2026-04-07,Synthetic bank transfer REF-C04-000309,CUST-C04-0600,bank_match_candidate
BANK-C04-000310,REF-C04-000310,747.25,BRL,2026-04-08,Synthetic bank transfer REF-C04-000310,CUST-C04-0611,bank_match_candidate
BANK-C04-000311,REF-C04-000311,1298.33,BRL,2026-04-09,Synthetic bank transfer REF-C04-000311,CUST-C04-0622,bank_match_candidate
BANK-C04-000312,REF-C04-000312,420.70,EUR,2026-04-10,Synthetic bank transfer REF-C04-000312,CUST-C04-0633,bank_match_candidate
BANK-C04-000313,REF-C04-000313,1287.87,BRL,2026-04-11,Synthetic bank transfer REF-C04-000313,CUST-C04-0644,bank_match_candidate
BANK-C04-000314,REF-C04-000314,393.00,BRL,2026-04-12,Synthetic bank transfer REF-C04-000314,CUST-C04-0655,bank_match_candidate
BANK-C04-000315,REF-C04-000315,1243.33,BRL,2026-04-13,Synthetic bank transfer REF-C04-000315,CUST-C04-0666,bank_match_candidate
BANK-C04-000316,REF-C04-000316,1241.54,BRL,2026-04-14,Synthetic bank transfer REF-C04-000316,CUST-C04-0677,bank_match_candidate
BANK-C04-000317,REF-C04-000317,185.52,BRL,2026-04-15,Synthetic bank transfer REF-C04-000317,CUST-C04-0688,bank_match_candidate
BANK-C04-000318,REF-C04-000318,496.64,BRL,2026-04-16,Synthetic bank transfer REF-C04-000318,CUST-C04-0699,bank_match_candidate
BANK-C04-000319,REF-C04-000319,324.17,BRL,2026-04-17,Synthetic bank transfer REF-C04-000319,CUST-C04-0010,bank_match_candidate
BANK-C04-000320,REF-C04-000320,389.22,BRL,2026-04-18,Synthetic bank transfer REF-C04-000320,CUST-C04-0021,bank_match_candidate
BANK-C04-000321,REF-C04-000321,568.44,BRL,2026-04-19,Synthetic bank transfer REF-C04-000321,CUST-C04-0032,bank_match_candidate
BANK-C04-000322,REF-C04-000322,222.42,BRL,2026-04-20,Synthetic bank transfer REF-C04-000322,CUST-C04-0043,bank_match_candidate
BANK-C04-000323,REF-C04-000323,161.25,BRL,2026-04-21,Synthetic bank transfer REF-C04-000323,CUST-C04-0054,bank_match_candidate
BANK-C04-000324,REF-C04-000324,961.94,BRL,2026-04-22,Synthetic bank transfer REF-C04-000324,CUST-C04-0065,bank_match_candidate
BANK-C04-000325,REF-C04-000325,284.54,BRL,2026-04-23,Synthetic bank transfer REF-C04-000325,CUST-C04-0076,bank_match_candidate
BANK-C04-000326,REF-C04-000326,173.37,BRL,2026-04-24,Synthetic bank transfer REF-C04-000326,CUST-C04-0087,bank_match_candidate
BANK-C04-000327,REF-C04-000327,816.61,BRL,2026-04-25,Synthetic bank transfer REF-C04-000327,CUST-C04-0098,bank_match_candidate
BANK-C04-000328,REF-C04-000328,935.12,BRL,2026-04-26,Synthetic bank transfer REF-C04-000328,CUST-C04-0109,bank_match_candidate
BANK-C04-000329,REF-C04-000329,78.20,BRL,2026-04-27,Synthetic bank transfer REF-C04-000329,CUST-C04-0120,small_tolerance_candidate
BANK-C04-000330,REF-C04-000330,625.62,BRL,2026-04-28,Synthetic bank transfer REF-C04-000330,CUST-C04-0131,bank_match_candidate
BANK-C04-000331,REF-C04-000331,1133.00,BRL,2026-04-29,Synthetic bank transfer REF-C04-000331,CUST-C04-0142,bank_match_candidate
BANK-C04-000332,REF-C04-000332,412.10,BRL,2026-04-30,Synthetic bank transfer REF-C04-000332,CUST-C04-0153,bank_match_candidate
BANK-C04-000333,REF-C04-000333,260.43,BRL,2026-05-01,Synthetic bank transfer REF-C04-000333,CUST-C04-0164,bank_match_candidate
BANK-C04-000334,REF-C04-000334,689.86,BRL,2026-05-02,Synthetic bank transfer REF-C04-000334,CUST-C04-0175,bank_match_candidate
BANK-C04-000335,REF-C04-000335,651.71,BRL,2026-05-03,Synthetic bank transfer REF-C04-000335,CUST-C04-0186,bank_match_candidate
BANK-C04-000336,REF-C04-000336,1033.56,USD,2026-04-06,Synthetic bank transfer REF-C04-000336,CUST-C04-0197,bank_match_candidate
BANK-C04-000337,REF-C04-000337,300.13,BRL,2026-04-07,Synthetic bank transfer REF-C04-000337,CUST-C04-0208,bank_match_candidate
BANK-C04-000338,REF-C04-000338,518.14,BRL,2026-04-08,Synthetic bank transfer REF-C04-000338,CUST-C04-0219,bank_match_candidate
BANK-C04-000339,REF-C04-000339,791.71,BRL,2026-04-09,Synthetic bank transfer REF-C04-000339,CUST-C04-0230,bank_match_candidate
BANK-C04-000340,REF-C04-000340,658.56,BRL,2026-04-10,Synthetic bank transfer REF-C04-000340,CUST-C04-0241,bank_match_candidate
BANK-C04-000341,REF-C04-000341,334.19,BRL,2026-04-11,Synthetic bank transfer REF-C04-000341,CUST-C04-0252,bank_match_candidate
BANK-C04-000342,REF-C04-000342,551.20,BRL,2026-04-12,Synthetic bank transfer REF-C04-000342,CUST-C04-0263,bank_match_candidate
BANK-C04-000343,REF-C04-000343,916.05,BRL,2026-04-13,Synthetic bank transfer REF-C04-000343,CUST-C04-0274,bank_match_candidate
BANK-C04-000344,REF-C04-000344,-7.64,BRL,2026-04-14,Synthetic bank transfer REF-C04-000344,CUST-C04-0285,bank_match_candidate
BANK-C04-000345,REF-C04-000345,831.04,BRL,2026-04-15,Synthetic bank transfer REF-C04-000345,CUST-C04-0296,bank_match_candidate
BANK-C04-000346,REF-C04-000346,324.91,BRL,2026-04-16,Synthetic bank transfer REF-C04-000346,CUST-C04-0307,bank_match_candidate
BANK-C04-000347,REF-C04-000347,1049.93,BRL,2026-04-17,Synthetic bank transfer REF-C04-000347,CUST-C04-0318,bank_match_candidate
BANK-C04-000348,REF-C04-000348,1162.74,EUR,2026-04-18,Synthetic bank transfer REF-C04-000348,CUST-C04-0329,bank_match_candidate
BANK-C04-000349,REF-C04-000349,213.32,BRL,2026-04-19,Synthetic bank transfer REF-C04-000349,CUST-C04-0340,bank_match_candidate
BANK-C04-000350,REF-C04-000350,1079.34,BRL,2026-04-20,Synthetic bank transfer REF-C04-000350,CUST-C04-0351,bank_match_candidate
BANK-C04-000351,REF-C04-000351,1166.97,BRL,2026-04-21,Synthetic bank transfer REF-C04-000351,CUST-C04-0362,bank_match_candidate
BANK-C04-000352,REF-C04-000352,626.69,BRL,2026-04-22,Synthetic bank transfer REF-C04-000352,CUST-C04-0373,bank_match_candidate
BANK-C04-000353,REF-C04-000353,665.86,BRL,2026-04-23,Synthetic bank transfer REF-C04-000353,CUST-C04-0384,bank_match_candidate
BANK-C04-000354,REF-C04-000354,1299.09,BRL,2026-04-24,Synthetic bank transfer REF-C04-000354,CUST-C04-0395,amount_mismatch_manual_review
BANK-C04-000355,REF-C04-000355,174.47,BRL,2026-04-25,Synthetic bank trasnfer REF-C04-000355,CUST-C04-0406,near_match_description_typo
BANK-C04-000356,REF-C04-000356,1237.35,BRL,2026-04-26,Synthetic bank transfer REF-C04-000356,CUST-C04-0417,bank_match_candidate
BANK-C04-000357,REF-C04-000357,847.39,BRL,2026-04-27,Synthetic bank transfer REF-C04-000357,CUST-C04-0428,bank_match_candidate
BANK-C04-000358,REF-C04-000358,1225.61,BRL,2026-04-28,Synthetic bank transfer REF-C04-000358,CUST-C04-0439,bank_match_candidate
BANK-C04-000359,REF-C04-000359,1262.06,BRL,2026-04-29,Synthetic bank transfer REF-C04-000359,CUST-C04-0450,bank_match_candidate
BANK-C04-000360,REF-C04-000360,508.65,BRL,2026-04-30,Synthetic bank transfer REF-C04-000360,CUST-C04-0461,bank_match_candidate
BANK-C04-000361,REF-C04-000361,170.55,BRL,2026-05-01,Synthetic bank transfer REF-C04-000361,CUST-C04-0472,bank_match_candidate
BANK-C04-000362,REF-C04-000362,810.59,BRL,2026-05-02,Synthetic bank transfer REF-C04-000362,CUST-C04-0483,bank_match_candidate
BANK-C04-000363,REF-C04-000363,259.75,BRL,2026-05-03,Synthetic bank transfer REF-C04-000363,CUST-C04-0494,bank_match_candidate
BANK-C04-000364,REF-C04-000364,301.02,BRL,2026-04-06,Synthetic bank transfer REF-C04-000364,CUST-C04-0505,bank_match_candidate
BANK-C04-000365,REF-C04-000365,847.33,BRL,2026-04-07,Synthetic bank transfer REF-C04-000365,CUST-C04-0516,bank_match_candidate
BANK-C04-000366,REF-C04-000366,343.14,BRL,2026-04-10,Synthetic bank transfer REF-C04-000366,CUST-C04-0527,bank_match_candidate
BANK-C04-000367,REF-C04-000367,938.56,BRL,2026-04-09,Synthetic bank transfer REF-C04-000367,CUST-C04-0538,bank_match_candidate
BANK-C04-000368,REF-C04-000368,468.52,BRL,2026-04-10,Synthetic bank transfer REF-C04-000368,CUST-C04-0549,bank_match_candidate
BANK-C04-000369,REF-C04-000369,1185.13,BRL,2026-04-11,Synthetic bank transfer REF-C04-000369,CUST-C04-0560,bank_match_candidate
BANK-C04-000370,REF-C04-000370,321.00,BRL,2026-04-12,Synthetic bank transfer REF-C04-000370,CUST-C04-0571,bank_match_candidate
BANK-C04-000371,REF-C04-000371,233.76,BRL,2026-04-13,Synthetic bank transfer REF-C04-000371,CUST-C04-0582,bank_match_candidate
BANK-C04-000372,REF-C04-000372,748.81,USD,2026-04-14,Synthetic bank transfer REF-C04-000372,CUST-C04-0593,bank_match_candidate
BANK-C04-000373,REF-C04-000373,508.58,BRL,2026-04-15,Synthetic bank transfer REF-C04-000373,CUST-C04-0604,bank_match_candidate
BANK-C04-000374,REF-C04-000374,566.53,BRL,2026-04-16,Synthetic bank transfer REF-C04-000374,CUST-C04-0615,bank_match_candidate
BANK-C04-000375,REF-C04-000375,693.39,BRL,2026-04-17,Synthetic bank transfer REF-C04-000375,CUST-C04-0626,bank_match_candidate
BANK-C04-000376,REF-C04-000376,167.26,BRL,2026-04-18,Synthetic bank transfer REF-C04-000376,CUST-C04-0637,small_tolerance_candidate
BANK-C04-000377,REF-C04-000377,288.92,BRL,2026-04-19,Synthetic bank transfer REF-C04-000377,CUST-C04-0648,bank_match_candidate
BANK-C04-000378,REF-C04-000378,1190.81,BRL,2026-04-20,Synthetic bank transfer REF-C04-000378,CUST-C04-0659,bank_match_candidate
BANK-C04-000379,REF-C04-000379,1245.86,BRL,2026-04-21,Synthetic bank transfer REF-C04-000379,CUST-C04-0670,bank_match_candidate
BANK-C04-000380,REF-C04-000380,321.83,BRL,2026-04-22,Synthetic bank transfer REF-C04-000380,CUST-C04-0681,bank_match_candidate
BANK-C04-000381,REF-C04-000381,380.53,BRL,2026-04-23,Synthetic bank transfer REF-C04-000381,CUST-C04-0692,bank_match_candidate
BANK-C04-000382,REF-C04-000382,472.04,BRL,2026-04-24,Synthetic bank transfer REF-C04-000382,CUST-C04-0003,bank_match_candidate
BANK-C04-000383,REF-C04-000383,1120.23,BRL,2026-04-25,Synthetic bank transfer REF-C04-000383,CUST-C04-0014,bank_match_candidate
BANK-C04-000384,REF-C04-000384,1222.62,EUR,2026-04-26,Synthetic bank transfer REF-C04-000384,CUST-C04-0025,bank_match_candidate
BANK-C04-000385,REF-C04-000385,28.65,BRL,2026-04-27,Synthetic bank transfer REF-C04-000385,CUST-C04-0036,bank_match_candidate
