gateway_tx_id,reference,amount,currency,captured_at,description,authorization_code,scenario
GTW-C04-000170,REF-C04-000170,271.13,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-000170,AUTH-C04-000170,gateway_match_candidate
GTW-C04-000171,REF-C04-000171,263.09,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-000171,AUTH-C04-000171,gateway_match_candidate
GTW-C04-000172,REF-C04-000172,-30.71,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-000172,AUTH-C04-000172,negative_amount_review
GTW-C04-000173,REF-C04-000173,174.76,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-000173,AUTH-C04-000173,gateway_match_candidate
GTW-C04-000174,REF-C04-000174,1180.12,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-000174,AUTH-C04-000174,gateway_match_candidate
GTW-C04-000175,REF-C04-000175,612.18,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-000175,AUTH-C04-000175,gateway_match_candidate
GTW-C04-000176,REF-C04-000176,1171.65,BRL,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-000176,AUTH-C04-000176,gateway_match_candidate
GTW-C04-000177,REF-C04-000177,175.39,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-000177,AUTH-C04-000177,gateway_match_candidate
GTW-C04-000178,REF-C04-000178,216.05,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-000178,AUTH-C04-000178,gateway_match_candidate
GTW-C04-000179,REF-C04-000179,1137.11,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-000179,AUTH-C04-000179,gateway_match_candidate
GTW-C04-000180,REF-C04-000180,199.16,BRL,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-000180,AUTH-C04-000180,gateway_match_candidate
GTW-C04-000181,REF-C04-000181,628.33,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-000181,AUTH-C04-000181,gateway_match_candidate
GTW-C04-000182,REF-C04-000182,720.56,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-000182,AUTH-C04-000182,gateway_match_candidate
GTW-C04-000183,REF-C04-000183,1230.86,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-000183,AUTH-C04-000183,gateway_match_candidate
GTW-C04-000184,REF-C04-000184,311.06,BRL,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-000184,AUTH-C04-000184,gateway_match_candidate
GTW-C04-000185,REF-C04-000185,959.09,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-000185,AUTH-C04-000185,gateway_match_candidate
GTW-C04-000186,REF-C04-000186,330.28,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-000186,AUTH-C04-000186,gateway_match_candidate
GTW-C04-000187,REF-C04-000187,129.18,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-000187,AUTH-C04-000187,gateway_match_candidate
GTW-C04-000188,REF-C04-000188,340.60,BRL,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-000188,AUTH-C04-000188,gateway_match_candidate
GTW-C04-000189,REF-C04-000189,50.39,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-000189,AUTH-C04-000189,gateway_match_candidate
GTW-C04-000190,REF-C04-000190,50.60,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-000190,AUTH-C04-000190,gateway_match_candidate
GTW-C04-000191,REF-C04-000191,1004.04,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-000191,AUTH-C04-000191,gateway_match_candidate
GTW-C04-000192,REF-C04-000192,252.98,USD,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-000192,AUTH-C04-000192,gateway_match_candidate
GTW-C04-000193,REF-C04-000193,393.01,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-000193,AUTH-C04-000193,gateway_match_candidate
GTW-C04-000194,REF-C04-000194,1092.99,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-000194,AUTH-C04-000194,gateway_match_candidate
GTW-C04-000195,REF-C04-000195,1124.27,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-000195,AUTH-C04-000195,gateway_match_candidate
GTW-C04-000196,REF-C04-000196,145.80,BRL,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-000196,AUTH-C04-000196,gateway_match_candidate
GTW-C04-000197,REF-C04-000197,645.27,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-000197,AUTH-C04-000197,gateway_match_candidate
GTW-C04-000198,REF-C04-000198,222.08,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-000198,AUTH-C04-000198,gateway_match_candidate
GTW-C04-000199,REF-C04-000199,1130.13,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-000199,AUTH-C04-000199,gateway_match_candidate
GTW-C04-000200,REF-C04-000200,768.78,BRL,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-000200,AUTH-C04-000200,gateway_match_candidate
GTW-C04-000201,REF-C04-000201,831.38,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-000201,AUTH-C04-000201,gateway_amount_mismatch
GTW-C04-000202,REF-C04-000202,902.13,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-000202,AUTH-C04-000202,gateway_match_candidate
GTW-C04-000203,REF-C04-000203,354.67,BRL,2026-04-14T10:12:00Z,Synthetic gateway capture REF-C04-000203,AUTH-C04-000203,gateway_match_candidate
GTW-C04-000204,REF-C04-000204,810.52,EUR,2026-04-15T10:24:00Z,Synthetic gateway capture REF-C04-000204,AUTH-C04-000204,gateway_match_candidate
GTW-C04-000205,REF-C04-000205,1144.68,BRL,2026-04-16T10:36:00Z,Synthetic gateway capture REF-C04-000205,AUTH-C04-000205,gateway_match_candidate
GTW-C04-000206,REF-C04-000206,1244.12,BRL,2026-04-17T10:48:00Z,Synthetic gateway capture REF-C04-000206,AUTH-C04-000206,gateway_match_candidate
GTW-C04-000207,REF-C04-000207,984.82,BRL,2026-04-18T11:00:00Z,Synthetic gateway capture REF-C04-000207,AUTH-C04-000207,gateway_match_candidate
GTW-C04-000208,REF-C04-000208,74.57,BRL,2026-04-19T08:00:00Z,Synthetic gateway capture REF-C04-000208,AUTH-C04-000208,gateway_match_candidate
GTW-C04-000209,REF-C04-000209,1192.27,BRL,2026-04-20T08:12:00Z,Synthetic gateway capture REF-C04-000209,AUTH-C04-000209,gateway_match_candidate
GTW-C04-000210,REF-C04-000210,255.79,BRL,2026-04-21T08:24:00Z,Synthetic gateway capture REF-C04-000210,AUTH-C04-000210,gateway_match_candidate
GTW-C04-000211,REF-C04-000211,1194.40,BRL,2026-04-22T08:36:00Z,Synthetic gateway capture REF-C04-000211,AUTH-C04-000211,gateway_match_candidate
GTW-C04-000212,REF-C04-000212,43.05,BRL,2026-04-23T08:48:00Z,Synthetic gateway capture REF-C04-000212,AUTH-C04-000212,gateway_match_candidate
GTW-C04-000213,REF-C04-000213,965.70,BRL,2026-04-24T09:00:00Z,Synthetic gateway capture REF-C04-000213,AUTH-C04-000213,gateway_match_candidate
GTW-C04-000214,REF-C04-000214,574.55,BRL,2026-04-25T09:12:00Z,Synthetic gateway capture REF-C04-000214,AUTH-C04-000214,gateway_match_candidate
GTW-C04-000215,REF-C04-000215,-84.50,BRL,2026-04-26T09:24:00Z,Synthetic gateway capture REF-C04-000215,AUTH-C04-000215,negative_amount_review
GTW-C04-000216,REF-C04-000216,622.56,BRL,2026-04-27T09:36:00Z,Synthetic gateway capture REF-C04-000216,AUTH-C04-000216,gateway_match_candidate
GTW-C04-000217,REF-C04-000217,914.98,BRL,2026-04-28T09:48:00Z,Synthetic gateway capture REF-C04-000217,AUTH-C04-000217,gateway_match_candidate
GTW-C04-000218,REF-C04-000218,390.20,BRL,2026-04-29T10:00:00Z,Synthetic gateway capture REF-C04-000218,AUTH-C04-000218,gateway_match_candidate
GTW-C04-000219,REF-C04-000219,1086.97,BRL,2026-04-30T10:12:00Z,Synthetic gateway capture REF-C04-000219,AUTH-C04-000219,gateway_match_candidate
GTW-C04-000220,REF-C04-000220,246.12,BRL,2026-05-01T10:24:00Z,Synthetic gateway capture REF-C04-000220,AUTH-C04-000220,gateway_match_candidate
GTW-C04-000221,REF-C04-000221,600.45,BRL,2026-05-02T10:36:00Z,Synthetic gateway capture REF-C04-000221,AUTH-C04-000221,gateway_match_candidate
GTW-C04-000222,REF-C04-000222,675.42,BRL,2026-05-03T10:48:00Z,Synthetic gateway capture REF-C04-000222,AUTH-C04-000222,gateway_match_candidate
GTW-C04-000223,REF-C04-000223,724.40,BRL,2026-05-04T11:00:00Z,Synthetic gateway capture REF-C04-000223,AUTH-C04-000223,gateway_match_candidate
GTW-C04-000224,REF-C04-000224,1049.09,BRL,2026-04-07T08:00:00Z,Synthetic gateway capture REF-C04-000224,AUTH-C04-000224,gateway_match_candidate
GTW-C04-000225,REF-C04-000225,1201.73,BRL,2026-04-08T08:12:00Z,Synthetic gateway capture REF-C04-000225,AUTH-C04-000225,gateway_match_candidate
GTW-C04-000226,REF-C04-000226,697.85,BRL,2026-04-09T08:24:00Z,Synthetic gateway capture REF-C04-000226,AUTH-C04-000226,gateway_match_candidate
GTW-C04-000227,REF-C04-000227,497.40,BRL,2026-04-10T08:36:00Z,Synthetic gateway capture REF-C04-000227,AUTH-C04-000227,gateway_match_candidate
GTW-C04-000228,REF-C04-000228,318.26,USD,2026-04-11T08:48:00Z,Synthetic gateway capture REF-C04-000228,AUTH-C04-000228,gateway_match_candidate
GTW-C04-000229,REF-C04-000229,526.07,BRL,2026-04-12T09:00:00Z,Synthetic gateway capture REF-C04-000229,AUTH-C04-000229,gateway_match_candidate
GTW-C04-000230,REF-C04-000230,767.13,BRL,2026-04-13T09:12:00Z,Synthetic gateway capture REF-C04-000230,AUTH-C04-000230,gateway_match_candidate
GTW-C04-000231,REF-C04-000231,1180.78,BRL,2026-04-14T09:24:00Z,Synthetic gateway capture REF-C04-000231,AUTH-C04-000231,gateway_match_candidate
GTW-C04-000232,REF-C04-000232,1080.20,BRL,2026-04-15T09:36:00Z,Synthetic gateway capture REF-C04-000232,AUTH-C04-000232,gateway_match_candidate
GTW-C04-000233,REF-C04-000233,980.30,BRL,2026-04-16T09:48:00Z,Synthetic gateway capture REF-C04-000233,AUTH-C04-000233,gateway_match_candidate
GTW-C04-000234,REF-C04-000234,691.85,BRL,2026-04-17T10:00:00Z,Synthetic gateway capture REF-C04-000234,AUTH-C04-000234,gateway_match_candidate
GTW-C04-000235,REF-C04-000235,1103.88,BRL,2026-04-18T10:12:00Z,Synthetic gateway capture REF-C04-000235,AUTH-C04-000235,gateway_match_candidate
GTW-C04-000236,REF-C04-000236,541.40,BRL,2026-04-19T10:24:00Z,Synthetic gateway capture REF-C04-000236,AUTH-C04-000236,gateway_match_candidate
GTW-C04-000237,REF-C04-000237,442.45,BRL,2026-04-20T10:36:00Z,Synthetic gateway capture REF-C04-000237,AUTH-C04-000237,gateway_match_candidate
GTW-C04-000238,REF-C04-000238,866.22,BRL,2026-04-21T10:48:00Z,Synthetic gateway capture REF-C04-000238,AUTH-C04-000238,gateway_match_candidate
GTW-C04-000239,REF-C04-000239,818.63,BRL,2026-04-22T11:00:00Z,Synthetic gateway capture REF-C04-000239,AUTH-C04-000239,gateway_match_candidate
GTW-C04-000240,REF-C04-000240,712.14,EUR,2026-04-23T08:00:00Z,Synthetic gateway capture REF-C04-000240,AUTH-C04-000240,gateway_match_candidate
GTW-C04-000241,REF-C04-000241,462.53,BRL,2026-04-24T08:12:00Z,Synthetic gateway capture REF-C04-000241,AUTH-C04-000241,gateway_match_candidate
GTW-C04-000242,REF-C04-000242,129.92,BRL,2026-04-25T08:24:00Z,Synthetic gateway capture REF-C04-000242,AUTH-C04-000242,gateway_match_candidate
GTW-C04-000243,REF-C04-000243,217.03,BRL,2026-04-26T08:36:00Z,Synthetic gateway capture REF-C04-000243,AUTH-C04-000243,gateway_match_candidate
GTW-C04-000244,REF-C04-000244,1107.57,BRL,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-000244,AUTH-C04-000244,gateway_match_candidate
GTW-C04-000245,REF-C04-000245,1149.51,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-000245,AUTH-C04-000245,gateway_match_candidate
GTW-C04-000246,REF-C04-000246,907.49,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-000246,AUTH-C04-000246,gateway_match_candidate
GTW-C04-000247,REF-C04-000247,492.42,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-000247,AUTH-C04-000247,gateway_match_candidate
GTW-C04-000248,REF-C04-000248,650.26,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-000248,AUTH-C04-000248,gateway_match_candidate
GTW-C04-000249,REF-C04-000249,985.03,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-000249,AUTH-C04-000249,gateway_match_candidate
GTW-C04-000250,REF-C04-000250,771.16,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-000250,AUTH-C04-000250,gateway_match_candidate
GTW-C04-000251,REF-C04-000251,914.99,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-000251,AUTH-C04-000251,gateway_match_candidate
GTW-C04-000252,REF-C04-000252,342.39,BRL,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-000252,AUTH-C04-000252,gateway_match_candidate
GTW-C04-000253,REF-C04-000253,62.33,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-000253,AUTH-C04-000253,gateway_match_candidate
GTW-C04-000254,REF-C04-000254,1288.87,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-000254,AUTH-C04-000254,gateway_match_candidate
GTW-C04-000255,REF-C04-000255,789.73,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-000255,AUTH-C04-000255,gateway_match_candidate
GTW-C04-000256,REF-C04-000256,155.68,BRL,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-000256,AUTH-C04-000256,gateway_match_candidate
GTW-C04-000257,REF-C04-000257,947.05,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-000257,AUTH-C04-000257,gateway_match_candidate
GTW-C04-000258,REF-C04-000258,-22.16,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-000258,AUTH-C04-000258,negative_amount_review
GTW-C04-000259,REF-C04-000259,1055.54,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-000259,AUTH-C04-000259,gateway_match_candidate
GTW-C04-000260,REF-C04-000260,752.68,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-000260,AUTH-C04-000260,gateway_match_candidate
GTW-C04-000261,REF-C04-000261,827.45,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-000261,AUTH-C04-000261,gateway_match_candidate
GTW-C04-000262,REF-C04-000262,1260.74,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-000262,AUTH-C04-000262,gateway_match_candidate
GTW-C04-000263,REF-C04-000263,1249.96,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-000263,AUTH-C04-000263,gateway_match_candidate
GTW-C04-000264,REF-C04-000264,298.04,USD,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-000264,AUTH-C04-000264,gateway_match_candidate
GTW-C04-000265,REF-C04-000265,1227.39,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-000265,AUTH-C04-000265,gateway_match_candidate
GTW-C04-000266,REF-C04-000266,266.51,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-000266,AUTH-C04-000266,gateway_match_candidate
GTW-C04-000267,REF-C04-000267,459.48,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-000267,AUTH-C04-000267,gateway_match_candidate
GTW-C04-000268,REF-C04-000268,519.85,BRL,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-000268,AUTH-C04-000268,gateway_amount_mismatch
GTW-C04-000269,REF-C04-000269,811.46,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-000269,AUTH-C04-000269,gateway_match_candidate
GTW-C04-000270,REF-C04-000270,172.72,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-000270,AUTH-C04-000270,gateway_match_candidate
GTW-C04-000271,REF-C04-000271,1069.52,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-000271,AUTH-C04-000271,gateway_match_candidate
GTW-C04-000272,REF-C04-000272,135.57,BRL,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-000272,AUTH-C04-000272,gateway_match_candidate
GTW-C04-000273,REF-C04-000273,399.98,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-000273,AUTH-C04-000273,gateway_match_candidate
GTW-C04-000274,REF-C04-000274,1156.89,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-000274,AUTH-C04-000274,gateway_match_candidate
GTW-C04-000275,REF-C04-000275,524.57,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-000275,AUTH-C04-000275,gateway_match_candidate
GTW-C04-000276,REF-C04-000276,1000.22,EUR,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-000276,AUTH-C04-000276,gateway_match_candidate
GTW-C04-000277,REF-C04-000277,1263.18,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-000277,AUTH-C04-000277,gateway_match_candidate
GTW-C04-000278,REF-C04-000278,873.42,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-000278,AUTH-C04-000278,gateway_match_candidate
GTW-C04-000279,REF-C04-000279,868.63,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-000279,AUTH-C04-000279,gateway_match_candidate
GTW-C04-000280,REF-C04-000280,390.73,BRL,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-000280,AUTH-C04-000280,gateway_match_candidate
GTW-C04-000281,REF-C04-000281,1237.28,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-000281,AUTH-C04-000281,gateway_match_candidate
GTW-C04-000282,REF-C04-000282,432.18,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-000282,AUTH-C04-000282,gateway_match_candidate
GTW-C04-000283,REF-C04-000283,14.73,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-000283,AUTH-C04-000283,gateway_match_candidate
GTW-C04-000284,REF-C04-000284,1192.27,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-000284,AUTH-C04-000284,gateway_match_candidate
GTW-C04-000285,REF-C04-000285,954.75,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-000285,AUTH-C04-000285,gateway_match_candidate
GTW-C04-000286,REF-C04-000286,936.57,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-000286,AUTH-C04-000286,gateway_match_candidate
GTW-C04-000287,REF-C04-000287,920.99,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-000287,AUTH-C04-000287,gateway_match_candidate
GTW-C04-000288,REF-C04-000288,286.05,BRL,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-000288,AUTH-C04-000288,gateway_match_candidate
GTW-C04-000289,REF-C04-000289,1139.76,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-000289,AUTH-C04-000289,gateway_match_candidate
GTW-C04-000290,REF-C04-000290,106.72,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-000290,AUTH-C04-000290,gateway_match_candidate
GTW-C04-000291,REF-C04-000291,659.26,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-000291,AUTH-C04-000291,gateway_match_candidate
GTW-C04-000292,REF-C04-000292,315.70,BRL,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-000292,AUTH-C04-000292,gateway_match_candidate
GTW-C04-000293,REF-C04-000293,470.74,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-000293,AUTH-C04-000293,gateway_match_candidate
GTW-C04-000294,REF-C04-000294,644.69,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-000294,AUTH-C04-000294,gateway_match_candidate
GTW-C04-000295,REF-C04-000295,237.93,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-000295,AUTH-C04-000295,gateway_match_candidate
GTW-C04-000296,REF-C04-000296,1254.18,BRL,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-000296,AUTH-C04-000296,gateway_match_candidate
GTW-C04-000297,REF-C04-000297,1200.62,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-000297,AUTH-C04-000297,gateway_match_candidate
GTW-C04-000298,REF-C04-000298,991.23,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-000298,AUTH-C04-000298,gateway_match_candidate
GTW-C04-000299,REF-C04-000299,497.00,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-000299,AUTH-C04-000299,gateway_match_candidate
GTW-C04-000300,REF-C04-000300,12.10,USD,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-000300,AUTH-C04-000300,gateway_match_candidate
GTW-C04-000301,REF-C04-000301,-50.07,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-000301,AUTH-C04-000301,negative_amount_review
GTW-C04-000302,REF-C04-000302,382.73,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-000302,AUTH-C04-000302,gateway_match_candidate
GTW-C04-000303,REF-C04-000303,553.71,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-000303,AUTH-C04-000303,gateway_match_candidate
GTW-C04-000304,REF-C04-000304,1172.30,BRL,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-000304,AUTH-C04-000304,gateway_match_candidate
GTW-C04-000305,REF-C04-000305,1171.09,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-000305,AUTH-C04-000305,gateway_match_candidate
GTW-C04-000306,REF-C04-000306,512.85,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-000306,AUTH-C04-000306,gateway_match_candidate
GTW-C04-000307,REF-C04-000307,378.14,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-000307,AUTH-C04-000307,gateway_match_candidate
GTW-C04-000308,REF-C04-000308,1188.87,BRL,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-000308,AUTH-C04-000308,gateway_match_candidate
GTW-C04-000309,REF-C04-000309,317.73,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-000309,AUTH-C04-000309,gateway_match_candidate
GTW-C04-000310,REF-C04-000310,747.25,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-000310,AUTH-C04-000310,gateway_match_candidate
GTW-C04-000311,REF-C04-000311,1298.33,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-000311,AUTH-C04-000311,gateway_match_candidate
GTW-C04-000312,REF-C04-000312,420.70,EUR,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-000312,AUTH-C04-000312,gateway_match_candidate
GTW-C04-000313,REF-C04-000313,1287.87,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-000313,AUTH-C04-000313,gateway_match_candidate
GTW-C04-000314,REF-C04-000314,393.00,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-000314,AUTH-C04-000314,gateway_match_candidate
GTW-C04-000315,REF-C04-000315,1243.33,BRL,2026-04-14T10:12:00Z,Synthetic gateway capture REF-C04-000315,AUTH-C04-000315,gateway_match_candidate
GTW-C04-000316,REF-C04-000316,1241.54,BRL,2026-04-15T10:24:00Z,Synthetic gateway capture REF-C04-000316,AUTH-C04-000316,gateway_match_candidate
GTW-C04-000317,REF-C04-000317,185.52,BRL,2026-04-16T10:36:00Z,Synthetic gateway capture REF-C04-000317,AUTH-C04-000317,gateway_match_candidate
GTW-C04-000318,REF-C04-000318,496.64,BRL,2026-04-17T10:48:00Z,Synthetic gateway capture REF-C04-000318,AUTH-C04-000318,gateway_match_candidate
GTW-C04-000319,REF-C04-000319,324.17,BRL,2026-04-18T11:00:00Z,Synthetic gateway capture REF-C04-000319,AUTH-C04-000319,gateway_match_candidate
GTW-C04-000320,REF-C04-000320,389.22,BRL,2026-04-19T08:00:00Z,Synthetic gateway capture REF-C04-000320,AUTH-C04-000320,gateway_match_candidate
GTW-C04-000321,REF-C04-000321,568.44,BRL,2026-04-20T08:12:00Z,Synthetic gateway capture REF-C04-000321,AUTH-C04-000321,gateway_match_candidate
GTW-C04-000322,REF-C04-000322,222.42,BRL,2026-04-21T08:24:00Z,Synthetic gateway capture REF-C04-000322,AUTH-C04-000322,gateway_match_candidate
GTW-C04-000323,REF-C04-000323,161.25,BRL,2026-04-22T08:36:00Z,Synthetic gateway capture REF-C04-000323,AUTH-C04-000323,gateway_match_candidate
GTW-C04-000324,REF-C04-000324,961.94,BRL,2026-04-23T08:48:00Z,Synthetic gateway capture REF-C04-000324,AUTH-C04-000324,gateway_match_candidate
GTW-C04-000325,REF-C04-000325,284.54,BRL,2026-04-24T09:00:00Z,Synthetic gateway capture REF-C04-000325,AUTH-C04-000325,gateway_match_candidate
GTW-C04-000326,REF-C04-000326,173.37,BRL,2026-04-25T09:12:00Z,Synthetic gateway capture REF-C04-000326,AUTH-C04-000326,gateway_match_candidate
GTW-C04-000327,REF-C04-000327,816.61,BRL,2026-04-26T09:24:00Z,Synthetic gateway capture REF-C04-000327,AUTH-C04-000327,gateway_match_candidate
GTW-C04-000328,REF-C04-000328,935.12,BRL,2026-04-27T09:36:00Z,Synthetic gateway capture REF-C04-000328,AUTH-C04-000328,gateway_match_candidate
GTW-C04-000329,REF-C04-000329,78.17,BRL,2026-04-28T09:48:00Z,Synthetic gateway capture REF-C04-000329,AUTH-C04-000329,gateway_match_candidate
GTW-C04-000330,REF-C04-000330,625.62,BRL,2026-04-29T10:00:00Z,Synthetic gateway capture REF-C04-000330,AUTH-C04-000330,gateway_match_candidate
GTW-C04-000331,REF-C04-000331,1133.00,BRL,2026-04-30T10:12:00Z,Synthetic gateway capture REF-C04-000331,AUTH-C04-000331,gateway_match_candidate
GTW-C04-000332,REF-C04-000332,412.10,BRL,2026-05-01T10:24:00Z,Synthetic gateway capture REF-C04-000332,AUTH-C04-000332,gateway_match_candidate
GTW-C04-000333,REF-C04-000333,260.43,BRL,2026-05-02T10:36:00Z,Synthetic gateway capture REF-C04-000333,AUTH-C04-000333,gateway_match_candidate
GTW-C04-000334,REF-C04-000334,689.86,BRL,2026-05-03T10:48:00Z,Synthetic gateway capture REF-C04-000334,AUTH-C04-000334,gateway_match_candidate
GTW-C04-000335,REF-C04-000335,642.96,BRL,2026-05-04T11:00:00Z,Synthetic gateway capture REF-C04-000335,AUTH-C04-000335,gateway_amount_mismatch
GTW-C04-000336,REF-C04-000336,1033.56,USD,2026-04-07T08:00:00Z,Synthetic gateway capture REF-C04-000336,AUTH-C04-000336,gateway_match_candidate
GTW-C04-000337,REF-C04-000337,300.13,BRL,2026-04-08T08:12:00Z,Synthetic gateway capture REF-C04-000337,AUTH-C04-000337,gateway_match_candidate
GTW-C04-000338,REF-C04-000338,518.14,BRL,2026-04-09T08:24:00Z,Synthetic gateway capture REF-C04-000338,AUTH-C04-000338,gateway_match_candidate
