ledger_tx_id,reference,amount,currency,occurred_at,description,customer_ref,scenario
LED-C04-000168,REF-C04-000168,655.34,EUR,2026-04-06T09:20:00Z,Synthetic ledger transfer REF-C04-000168,CUST-C04-0449,exception_lab_match_candidate
LED-C04-000169,REF-C04-000169,567.91,BRL,2026-04-07T09:30:00Z,Synthetic ledger transfer REF-C04-000169,CUST-C04-0460,exception_lab_match_candidate
LED-C04-000170,REF-C04-000170,271.13,BRL,2026-04-08T09:40:00Z,Synthetic ledger transfer REF-C04-000170,CUST-C04-0471,exception_lab_match_candidate
LED-C04-000171,REF-C04-000171,263.09,BRL,2026-04-09T09:50:00Z,Synthetic ledger transfer REF-C04-000171,CUST-C04-0482,exception_lab_match_candidate
LED-C04-000172,REF-C04-000172,-30.71,BRL,2026-04-10T10:00:00Z,Synthetic ledger transfer REF-C04-000172,CUST-C04-0493,exception_lab_match_candidate
LED-C04-000173,REF-C04-000173,174.76,BRL,2026-04-11T10:10:00Z,Synthetic ledger transfer REF-C04-000173,CUST-C04-0504,exception_lab_match_candidate
LED-C04-000174,REF-C04-000174,1180.12,BRL,2026-04-12T10:20:00Z,Synthetic ledger transfer REF-C04-000174,CUST-C04-0515,exception_lab_match_candidate
LED-C04-000175,REF-C04-000175,612.18,BRL,2026-04-13T10:30:00Z,Synthetic ledger transfer REF-C04-000175,CUST-C04-0526,exception_lab_match_candidate
LED-C04-000176,REF-C04-000176,1171.65,BRL,2026-04-14T08:00:00Z,Synthetic ledger transfer REF-C04-000176,CUST-C04-0537,exception_lab_match_candidate
LED-C04-000177,REF-C04-000177,175.39,BRL,2026-04-15T08:10:00Z,Synthetic ledger transfer REF-C04-000177,CUST-C04-0548,exception_lab_match_candidate
LED-C04-000178,REF-C04-000177,216.05,BRL,2026-04-16T08:20:00Z,Synthetic ledger transfer REF-C04-000178,CUST-C04-0559,duplicate_reference_candidate
LED-C04-000179,REF-C04-000179,1137.11,BRL,2026-04-17T08:30:00Z,Synthetic ledger transfer REF-C04-000179,CUST-C04-0570,exception_lab_match_candidate
LED-C04-000180,REF-C04-000180,199.16,BRL,2026-04-18T08:40:00Z,Synthetic ledger transfer REF-C04-000180,CUST-C04-0581,exception_lab_match_candidate
LED-C04-000181,REF-C04-000181,628.33,BRL,2026-04-19T08:50:00Z,Synthetic ledger transfer REF-C04-000181,CUST-C04-0592,exception_lab_match_candidate
LED-C04-000182,REF-C04-000182,720.56,BRL,2026-04-20T09:00:00Z,Synthetic ledger transfer REF-C04-000182,CUST-C04-0603,exception_lab_match_candidate
LED-C04-000183,REF-C04-000183,1230.86,BRL,2026-04-21T09:10:00Z,Synthetic ledger transfer REF-C04-000183,CUST-C04-0614,exception_lab_match_candidate
LED-C04-000184,REF-C04-000184,311.06,BRL,2026-04-22T09:20:00Z,Synthetic ledger transfer REF-C04-000184,CUST-C04-0625,exception_lab_match_candidate
LED-C04-000185,REF-C04-000185,959.09,BRL,2026-04-23T09:30:00Z,Synthetic ledger transfer REF-C04-000185,CUST-C04-0636,exception_lab_match_candidate
LED-C04-000186,REF-C04-000186,330.28,BRL,2026-04-24T09:40:00Z,Synthetic ledger transfer REF-C04-000186,CUST-C04-0647,exception_lab_match_candidate
LED-C04-000187,REF-C04-000187,129.18,BRL,2026-04-25T09:50:00Z,Synthetic ledger transfer REF-C04-000187,CUST-C04-0658,exception_lab_match_candidate
LED-C04-000188,REF-C04-000188,340.60,BRL,2026-04-26T10:00:00Z,Synthetic ledger transfer REF-C04-000188,CUST-C04-0669,exception_lab_match_candidate
LED-C04-000189,REF-C04-000189,50.39,BRL,2026-04-27T10:10:00Z,Synthetic ledger transfer REF-C04-000189,CUST-C04-0680,exception_lab_match_candidate
LED-C04-000190,REF-C04-000190,50.60,BRL,2026-04-28T10:20:00Z,Synthetic ledger transfer REF-C04-000190,CUST-C04-0691,exception_lab_match_candidate
LED-C04-000191,REF-C04-000191,1004.04,BRL,2026-04-29T10:30:00Z,Synthetic ledger transfer REF-C04-000191,CUST-C04-0002,exception_lab_match_candidate
LED-C04-000192,REF-C04-000192,252.98,USD,2026-04-30T08:00:00Z,Synthetic ledger transfer REF-C04-000192,CUST-C04-0013,exception_lab_match_candidate
LED-C04-000193,REF-C04-000193,393.01,BRL,2026-05-01T08:10:00Z,Synthetic ledger transfer REF-C04-000193,CUST-C04-0024,exception_lab_match_candidate
LED-C04-000194,REF-C04-000194,1092.99,BRL,2026-05-02T08:20:00Z,Synthetic ledger transfer REF-C04-000194,CUST-C04-0035,exception_lab_match_candidate
LED-C04-000195,REF-C04-000195,1124.27,BRL,2026-05-03T08:30:00Z,Synthetic ledger transfer REF-C04-000195,CUST-C04-0046,exception_lab_match_candidate
LED-C04-000196,REF-C04-000196,145.80,BRL,2026-04-06T08:40:00Z,Synthetic ledger transfer REF-C04-000196,CUST-C04-0057,exception_lab_match_candidate
LED-C04-000197,REF-C04-000197,645.27,BRL,2026-04-07T08:50:00Z,Synthetic ledger transfer REF-C04-000197,CUST-C04-0068,exception_lab_match_candidate
LED-C04-000198,REF-C04-000198,222.08,BRL,2026-04-08T09:00:00Z,Synthetic ledger transfer REF-C04-000198,CUST-C04-0079,exception_lab_match_candidate
LED-C04-000199,REF-C04-000199,1130.13,BRL,2026-04-09T09:10:00Z,Synthetic ledger transfer REF-C04-000199,CUST-C04-0090,exception_lab_match_candidate
LED-C04-000200,REF-C04-000200,768.78,BRL,2026-04-10T09:20:00Z,Synthetic ledger transfer REF-C04-000200,CUST-C04-0101,exception_lab_match_candidate
LED-C04-000201,REF-C04-000201,840.13,BRL,2026-04-11T09:30:00Z,Synthetic ledger transfer REF-C04-000201,CUST-C04-0112,exception_lab_match_candidate
LED-C04-000202,,902.13,BRL,2026-04-12T09:40:00Z,Synthetic ledger transfer REF-C04-000202,CUST-C04-0123,missing_reference_manual_review
LED-C04-000203,REF-C04-000203,354.67,BRL,2026-04-13T09:50:00Z,Synthetic ledger transfer REF-C04-000203,CUST-C04-0134,exception_lab_match_candidate
LED-C04-000204,REF-C04-000204,810.52,EUR,2026-04-14T10:00:00Z,Synthetic ledger transfer REF-C04-000204,CUST-C04-0145,exception_lab_match_candidate
LED-C04-000205,REF-C04-000205,1144.68,BRL,2026-04-15T10:10:00Z,Synthetic ledger transfer REF-C04-000205,CUST-C04-0156,exception_lab_match_candidate
LED-C04-000206,REF-C04-000206,1244.12,BRL,2026-04-16T10:20:00Z,Synthetic ledger transfer REF-C04-000206,CUST-C04-0167,exception_lab_match_candidate
LED-C04-000207,REF-C04-000207,984.82,BRL,2026-04-17T10:30:00Z,Synthetic ledger transfer REF-C04-000207,CUST-C04-0178,exception_lab_match_candidate
LED-C04-000208,REF-C04-000208,74.57,BRL,2026-04-18T08:00:00Z,Synthetic ledger transfer REF-C04-000208,CUST-C04-0189,exception_lab_match_candidate
LED-C04-000209,REF-C04-000209,1192.27,BRL,2026-04-19T08:10:00Z,Synthetic ledger transfer REF-C04-000209,CUST-C04-0200,exception_lab_match_candidate
LED-C04-000210,REF-C04-000210,255.79,BRL,2026-04-20T08:20:00Z,Synthetic ledger transfer REF-C04-000210,CUST-C04-0211,exception_lab_match_candidate
LED-C04-000211,REF-C04-000211,1194.40,BRL,2026-04-21T08:30:00Z,Synthetic ledger transfer REF-C04-000211,CUST-C04-0222,exception_lab_match_candidate
LED-C04-000212,REF-C04-000212,43.05,BRL,2026-04-22T08:40:00Z,Synthetic ledger transfer REF-C04-000212,CUST-C04-0233,exception_lab_match_candidate
LED-C04-000213,REF-C04-000213,965.70,BRL,2026-04-23T08:50:00Z,Synthetic ledger transfer REF-C04-000213,CUST-C04-0244,exception_lab_match_candidate
LED-C04-000214,REF-C04-000214,574.55,BRL,2026-04-24T09:00:00Z,Synthetic ledger transfer REF-C04-000214,CUST-C04-0255,exception_lab_match_candidate
LED-C04-000215,REF-C04-000215,-84.50,BRL,2026-04-25T09:10:00Z,Synthetic ledger transfer REF-C04-000215,CUST-C04-0266,exception_lab_match_candidate
LED-C04-000216,REF-C04-000216,622.56,BRL,2026-04-26T09:20:00Z,Synthetic ledger transfer REF-C04-000216,CUST-C04-0277,exception_lab_match_candidate
LED-C04-000217,REF-C04-000217,914.98,BRL,2026-04-27T09:30:00Z,Synthetic ledger transfer REF-C04-000217,CUST-C04-0288,exception_lab_match_candidate
LED-C04-000218,REF-C04-000218,390.20,BRL,2026-04-28T09:40:00Z,Synthetic ledger transfer REF-C04-000218,CUST-C04-0299,exception_lab_match_candidate
LED-C04-000219,REF-C04-000219,1086.97,BRL,2026-04-29T09:50:00Z,Synthetic ledger transfer REF-C04-000219,CUST-C04-0310,exception_lab_match_candidate
LED-C04-000220,REF-C04-000220,246.12,BRL,2026-04-30T10:00:00Z,Synthetic ledger transfer REF-C04-000220,CUST-C04-0321,exception_lab_match_candidate
LED-C04-000221,REF-C04-000221,600.45,BRL,2026-05-01T10:10:00Z,Synthetic ledger transfer REF-C04-000221,CUST-C04-0332,exception_lab_match_candidate
LED-C04-000222,REF-C04-000222,675.42,BRL,2026-05-02T10:20:00Z,Synthetic ledger transfer REF-C04-000222,CUST-C04-0343,exception_lab_match_candidate
LED-C04-000223,REF-C04-000223,724.40,BRL,2026-05-03T10:30:00Z,Synthetic ledger transfer REF-C04-000223,CUST-C04-0354,exception_lab_match_candidate
LED-C04-000224,REF-C04-000224,1049.09,BRL,2026-04-06T08:00:00Z,Synthetic ledger transfer REF-C04-000224,CUST-C04-0365,exception_lab_match_candidate
LED-C04-000225,REF-C04-000225,1201.73,BRL,2026-04-07T08:10:00Z,Synthetic ledger transfer REF-C04-000225,CUST-C04-0376,exception_lab_match_candidate
LED-C04-000226,REF-C04-000226,697.85,BRL,2026-04-08T08:20:00Z,Synthetic ledger transfer REF-C04-000226,CUST-C04-0387,exception_lab_match_candidate
LED-C04-000227,REF-C04-000227,497.40,BRL,2026-04-09T08:30:00Z,Synthetic ledger transfer REF-C04-000227,CUST-C04-0398,exception_lab_match_candidate
LED-C04-000228,REF-C04-000228,318.26,USD,2026-04-10T08:40:00Z,Synthetic ledger transfer REF-C04-000228,CUST-C04-0409,exception_lab_match_candidate
LED-C04-000229,REF-C04-000229,526.07,BRL,2026-04-11T08:50:00Z,Synthetic ledger transfer REF-C04-000229,CUST-C04-0420,exception_lab_match_candidate
LED-C04-000230,REF-C04-000230,767.13,BRL,2026-04-12T09:00:00Z,Synthetic ledger transfer REF-C04-000230,CUST-C04-0431,exception_lab_match_candidate
LED-C04-000231,REF-C04-000231,1180.78,BRL,2026-04-13T09:10:00Z,Synthetic ledger transfer REF-C04-000231,CUST-C04-0442,exception_lab_match_candidate
LED-C04-000232,REF-C04-000232,1080.20,BRL,2026-04-14T09:20:00Z,Synthetic ledger transfer REF-C04-000232,CUST-C04-0453,exception_lab_match_candidate
LED-C04-000233,REF-C04-000233,980.30,BRL,2026-04-15T09:30:00Z,Synthetic ledger transfer REF-C04-000233,CUST-C04-0464,exception_lab_match_candidate
LED-C04-000234,REF-C04-000234,691.85,BRL,2026-04-16T09:40:00Z,Synthetic ledger transfer REF-C04-000234,CUST-C04-0475,exception_lab_match_candidate
LED-C04-000235,REF-C04-000235,1103.88,BRL,2026-04-17T09:50:00Z,Synthetic ledger transfer REF-C04-000235,CUST-C04-0486,exception_lab_match_candidate
LED-C04-000236,REF-C04-000236,541.40,BRL,2026-04-18T10:00:00Z,Synthetic ledger transfer REF-C04-000236,CUST-C04-0497,exception_lab_match_candidate
LED-C04-000237,REF-C04-000237,442.45,BRL,2026-04-19T10:10:00Z,Synthetic ledger transfer REF-C04-000237,CUST-C04-0508,exception_lab_match_candidate
LED-C04-000238,REF-C04-000238,866.22,BRL,2026-04-20T10:20:00Z,Synthetic ledger transfer REF-C04-000238,CUST-C04-0519,exception_lab_match_candidate
LED-C04-000239,REF-C04-000239,818.63,BRL,2026-04-21T10:30:00Z,Synthetic ledger transfer REF-C04-000239,CUST-C04-0530,exception_lab_match_candidate
LED-C04-000240,REF-C04-000240,712.14,EUR,2026-04-22T08:00:00Z,Synthetic ledger transfer REF-C04-000240,CUST-C04-0541,exception_lab_match_candidate
LED-C04-000241,REF-C04-000241,462.53,BRL,2026-04-23T08:10:00Z,Synthetic ledger transfer REF-C04-000241,CUST-C04-0552,exception_lab_match_candidate
LED-C04-000242,REF-C04-000242,129.92,BRL,2026-04-24T08:20:00Z,Synthetic ledger transfer REF-C04-000242,CUST-C04-0563,exception_lab_match_candidate
LED-C04-000243,REF-C04-000243,217.03,BRL,2026-04-25T08:30:00Z,Synthetic ledger transfer REF-C04-000243,CUST-C04-0574,exception_lab_match_candidate
LED-C04-000244,REF-C04-000244,1107.57,BRL,2026-04-26T08:40:00Z,Synthetic ledger transfer REF-C04-000244,CUST-C04-0585,exception_lab_match_candidate
LED-C04-000245,REF-C04-000245,1149.51,BRL,2026-04-27T08:50:00Z,Synthetic ledger transfer REF-C04-000245,CUST-C04-0596,exception_lab_match_candidate
LED-C04-000246,REF-C04-000246,907.49,BRL,2026-04-28T09:00:00Z,Synthetic ledger transfer REF-C04-000246,CUST-C04-0607,exception_lab_match_candidate
LED-C04-000247,REF-C04-000247,492.42,BRL,2026-04-29T09:10:00Z,Synthetic ledger transfer REF-C04-000247,CUST-C04-0618,exception_lab_match_candidate
LED-C04-000248,REF-C04-000248,650.26,BRL,2026-04-30T09:20:00Z,Synthetic ledger transfer REF-C04-000248,CUST-C04-0629,exception_lab_match_candidate
LED-C04-000249,REF-C04-000249,985.03,BRL,2026-05-01T09:30:00Z,Synthetic ledger transfer REF-C04-000249,CUST-C04-0640,exception_lab_match_candidate
LED-C04-000250,REF-C04-000250,771.16,BRL,2026-05-02T09:40:00Z,Synthetic ledger transfer REF-C04-000250,CUST-C04-0651,exception_lab_match_candidate
LED-C04-000251,REF-C04-000251,914.99,BRL,2026-05-03T09:50:00Z,Synthetic ledger transfer REF-C04-000251,CUST-C04-0662,exception_lab_match_candidate
LED-C04-000252,REF-C04-000252,342.39,BRL,2026-04-06T10:00:00Z,Synthetic ledger transfer REF-C04-000252,CUST-C04-0673,exception_lab_match_candidate
LED-C04-000253,REF-C04-000253,62.33,BRL,2026-04-07T10:10:00Z,Synthetic ledger transfer REF-C04-000253,CUST-C04-0684,exception_lab_match_candidate
LED-C04-000254,REF-C04-000254,1288.87,BRL,2026-04-08T10:20:00Z,Synthetic ledger transfer REF-C04-000254,CUST-C04-0695,exception_lab_match_candidate
LED-C04-000255,REF-C04-000255,789.73,BRL,2026-04-09T10:30:00Z,Synthetic ledger transfer REF-C04-000255,CUST-C04-0006,exception_lab_match_candidate
LED-C04-000256,REF-C04-000256,155.68,BRL,2026-04-10T08:00:00Z,Synthetic ledger transfer REF-C04-000256,CUST-C04-0017,exception_lab_match_candidate
LED-C04-000257,REF-C04-000257,947.05,BRL,2026-04-11T08:10:00Z,Synthetic ledger transfer REF-C04-000257,CUST-C04-0028,exception_lab_match_candidate
LED-C04-000258,REF-C04-000258,-22.16,BRL,2026-04-12T08:20:00Z,Synthetic ledger transfer REF-C04-000258,CUST-C04-0039,exception_lab_match_candidate
LED-C04-000259,REF-C04-000259,1055.54,BRL,2026-04-13T08:30:00Z,Synthetic ledger transfer REF-C04-000259,CUST-C04-0050,exception_lab_match_candidate
LED-C04-000260,REF-C04-000260,752.68,BRL,2026-04-14T08:40:00Z,Synthetic ledger transfer REF-C04-000260,CUST-C04-0061,exception_lab_match_candidate
LED-C04-000261,REF-C04-000261,827.45,BRL,2026-04-15T08:50:00Z,Synthetic ledger transfer REF-C04-000261,CUST-C04-0072,exception_lab_match_candidate
LED-C04-000262,REF-C04-000262,1260.74,BRL,2026-04-16T09:00:00Z,Synthetic ledger transfer REF-C04-000262,CUST-C04-0083,exception_lab_match_candidate
LED-C04-000263,REF-C04-000263,1249.96,BRL,2026-04-17T09:10:00Z,Synthetic ledger transfer REF-C04-000263,CUST-C04-0094,exception_lab_match_candidate
LED-C04-000264,REF-C04-000264,298.04,USD,2026-04-18T09:20:00Z,Synthetic ledger transfer REF-C04-000264,CUST-C04-0105,exception_lab_match_candidate
LED-C04-000265,REF-C04-000265,1227.39,BRL,2026-04-19T09:30:00Z,Synthetic ledger transfer REF-C04-000265,CUST-C04-0116,exception_lab_match_candidate
LED-C04-000266,REF-C04-000266,266.51,BRL,2026-04-20T09:40:00Z,Synthetic ledger transfer REF-C04-000266,CUST-C04-0127,exception_lab_match_candidate
LED-C04-000267,REF-C04-000266,459.48,BRL,2026-04-21T09:50:00Z,Synthetic ledger transfer REF-C04-000267,CUST-C04-0138,duplicate_reference_candidate
LED-C04-000268,REF-C04-000268,528.60,BRL,2026-04-22T10:00:00Z,Synthetic ledger transfer REF-C04-000268,CUST-C04-0149,exception_lab_match_candidate
LED-C04-000269,REF-C04-000269,811.46,BRL,2026-04-23T10:10:00Z,Synthetic ledger transfer REF-C04-000269,CUST-C04-0160,exception_lab_match_candidate
LED-C04-000270,REF-C04-000270,172.72,BRL,2026-04-24T10:20:00Z,Synthetic ledger transfer REF-C04-000270,CUST-C04-0171,exception_lab_match_candidate
LED-C04-000271,REF-C04-000271,1069.52,BRL,2026-04-25T10:30:00Z,Synthetic ledger transfer REF-C04-000271,CUST-C04-0182,exception_lab_match_candidate
LED-C04-000272,REF-C04-000272,135.57,BRL,2026-04-26T08:00:00Z,Synthetic ledger transfer REF-C04-000272,CUST-C04-0193,exception_lab_match_candidate
LED-C04-000273,REF-C04-000273,399.98,BRL,2026-04-27T08:10:00Z,Synthetic ledger transfer REF-C04-000273,CUST-C04-0204,exception_lab_match_candidate
LED-C04-000274,REF-C04-000274,1156.89,BRL,2026-04-28T08:20:00Z,Synthetic ledger transfer REF-C04-000274,CUST-C04-0215,exception_lab_match_candidate
LED-C04-000275,REF-C04-000275,524.57,BRL,2026-04-29T08:30:00Z,Synthetic ledger transfer REF-C04-000275,CUST-C04-0226,exception_lab_match_candidate
LED-C04-000276,REF-C04-000276,1000.22,EUR,2026-04-30T08:40:00Z,Synthetic ledger transfer REF-C04-000276,CUST-C04-0237,exception_lab_match_candidate
LED-C04-000277,REF-C04-000277,1263.18,BRL,2026-05-01T08:50:00Z,Synthetic ledger transfer REF-C04-000277,CUST-C04-0248,exception_lab_match_candidate
LED-C04-000278,REF-C04-000278,873.42,BRL,2026-05-02T09:00:00Z,Synthetic ledger transfer REF-C04-000278,CUST-C04-0259,exception_lab_match_candidate
LED-C04-000279,REF-C04-000279,868.63,BRL,2026-05-03T09:10:00Z,Synthetic ledger transfer REF-C04-000279,CUST-C04-0270,exception_lab_match_candidate
LED-C04-000280,REF-C04-000280,390.73,BRL,2026-04-06T09:20:00Z,Synthetic ledger transfer REF-C04-000280,CUST-C04-0281,exception_lab_match_candidate
LED-C04-000281,REF-C04-000281,1237.28,BRL,2026-04-07T09:30:00Z,Synthetic ledger transfer REF-C04-000281,CUST-C04-0292,exception_lab_match_candidate
LED-C04-000282,REF-C04-000282,432.18,BRL,2026-04-08T09:40:00Z,Synthetic ledger transfer REF-C04-000282,CUST-C04-0303,exception_lab_match_candidate
LED-C04-000283,REF-C04-000283,14.73,BRL,2026-04-09T09:50:00Z,Synthetic ledger transfer REF-C04-000283,CUST-C04-0314,exception_lab_match_candidate
LED-C04-000284,REF-C04-000284,1192.27,BRL,2026-04-10T10:00:00Z,Synthetic ledger transfer REF-C04-000284,CUST-C04-0325,exception_lab_match_candidate
LED-C04-000285,REF-C04-000285,954.75,BRL,2026-04-11T10:10:00Z,Synthetic ledger transfer REF-C04-000285,CUST-C04-0336,exception_lab_match_candidate
LED-C04-000286,REF-C04-000286,936.57,BRL,2026-04-12T10:20:00Z,Synthetic ledger transfer REF-C04-000286,CUST-C04-0347,exception_lab_match_candidate
LED-C04-000287,REF-C04-000287,920.99,BRL,2026-04-13T10:30:00Z,Synthetic ledger transfer REF-C04-000287,CUST-C04-0358,exception_lab_match_candidate
LED-C04-000288,REF-C04-000288,286.05,BRL,2026-04-14T08:00:00Z,Synthetic ledger transfer REF-C04-000288,CUST-C04-0369,exception_lab_match_candidate
LED-C04-000289,REF-C04-000289,1139.76,BRL,2026-04-15T08:10:00Z,Synthetic ledger transfer REF-C04-000289,CUST-C04-0380,exception_lab_match_candidate
LED-C04-000290,REF-C04-000290,106.72,BRL,2026-04-16T08:20:00Z,Synthetic ledger transfer REF-C04-000290,CUST-C04-0391,exception_lab_match_candidate
LED-C04-000291,REF-C04-000291,659.26,BRL,2026-04-17T08:30:00Z,Synthetic ledger transfer REF-C04-000291,CUST-C04-0402,exception_lab_match_candidate
LED-C04-000292,REF-C04-000292,315.70,BRL,2026-04-18T08:40:00Z,Synthetic ledger transfer REF-C04-000292,CUST-C04-0413,exception_lab_match_candidate
LED-C04-000293,REF-C04-000293,470.74,BRL,2026-04-19T08:50:00Z,Synthetic ledger transfer REF-C04-000293,CUST-C04-0424,exception_lab_match_candidate
LED-C04-000294,REF-C04-000294,644.69,BRL,2026-04-20T09:00:00Z,Synthetic ledger transfer REF-C04-000294,CUST-C04-0435,exception_lab_match_candidate
LED-C04-000295,REF-C04-000295,237.93,BRL,2026-04-21T09:10:00Z,Synthetic ledger transfer REF-C04-000295,CUST-C04-0446,exception_lab_match_candidate
LED-C04-000296,REF-C04-000296,1254.18,BRL,2026-04-22T09:20:00Z,Synthetic ledger transfer REF-C04-000296,CUST-C04-0457,exception_lab_match_candidate
LED-C04-000297,REF-C04-000297,1200.62,BRL,2026-04-23T09:30:00Z,Synthetic ledger transfer REF-C04-000297,CUST-C04-0468,exception_lab_match_candidate
LED-C04-000298,REF-C04-000298,991.23,BRL,2026-04-24T09:40:00Z,Synthetic ledger transfer REF-C04-000298,CUST-C04-0479,exception_lab_match_candidate
LED-C04-000299,REF-C04-000299,497.00,BRL,2026-04-25T09:50:00Z,Synthetic ledger transfer REF-C04-000299,CUST-C04-0490,exception_lab_match_candidate
LED-C04-000300,REF-C04-000300,12.10,USD,2026-04-26T10:00:00Z,Synthetic ledger transfer REF-C04-000300,CUST-C04-0501,exception_lab_match_candidate
LED-C04-000301,REF-C04-000301,-50.07,BRL,2026-04-27T10:10:00Z,Synthetic ledger transfer REF-C04-000301,CUST-C04-0512,exception_lab_match_candidate
LED-C04-000302,REF-C04-000302,382.73,BRL,2026-04-28T10:20:00Z,Synthetic ledger transfer REF-C04-000302,CUST-C04-0523,exception_lab_match_candidate
LED-C04-000303,,553.71,BRL,2026-04-29T10:30:00Z,Synthetic ledger transfer REF-C04-000303,CUST-C04-0534,missing_reference_manual_review
LED-C04-000304,REF-C04-000304,1172.30,BRL,2026-04-30T08:00:00Z,Synthetic ledger transfer REF-C04-000304,CUST-C04-0545,exception_lab_match_candidate
LED-C04-000305,REF-C04-000305,1171.09,BRL,2026-05-01T08:10:00Z,Synthetic ledger transfer REF-C04-000305,CUST-C04-0556,exception_lab_match_candidate
LED-C04-000306,REF-C04-000306,512.85,BRL,2026-05-02T08:20:00Z,Synthetic ledger transfer REF-C04-000306,CUST-C04-0567,exception_lab_match_candidate
LED-C04-000307,REF-C04-000307,378.14,BRL,2026-05-03T08:30:00Z,Synthetic ledger transfer REF-C04-000307,CUST-C04-0578,exception_lab_match_candidate
LED-C04-000308,REF-C04-000308,1188.87,BRL,2026-04-06T08:40:00Z,Synthetic ledger transfer REF-C04-000308,CUST-C04-0589,exception_lab_match_candidate
LED-C04-000309,REF-C04-000309,317.73,BRL,2026-04-07T08:50:00Z,Synthetic ledger transfer REF-C04-000309,CUST-C04-0600,exception_lab_match_candidate
LED-C04-000310,REF-C04-000310,747.25,BRL,2026-04-08T09:00:00Z,Synthetic ledger transfer REF-C04-000310,CUST-C04-0611,exception_lab_match_candidate
LED-C04-000311,REF-C04-000311,1298.33,BRL,2026-04-09T09:10:00Z,Synthetic ledger transfer REF-C04-000311,CUST-C04-0622,exception_lab_match_candidate
LED-C04-000312,REF-C04-000312,420.70,EUR,2026-04-10T09:20:00Z,Synthetic ledger transfer REF-C04-000312,CUST-C04-0633,exception_lab_match_candidate
LED-C04-000313,REF-C04-000313,1287.87,BRL,2026-04-11T09:30:00Z,Synthetic ledger transfer REF-C04-000313,CUST-C04-0644,exception_lab_match_candidate
LED-C04-000314,REF-C04-000314,393.00,BRL,2026-04-12T09:40:00Z,Synthetic ledger transfer REF-C04-000314,CUST-C04-0655,exception_lab_match_candidate
LED-C04-000315,REF-C04-000315,1243.33,BRL,2026-04-13T09:50:00Z,Synthetic ledger transfer REF-C04-000315,CUST-C04-0666,exception_lab_match_candidate
LED-C04-000316,REF-C04-000316,1241.54,BRL,2026-04-14T10:00:00Z,Synthetic ledger transfer REF-C04-000316,CUST-C04-0677,exception_lab_match_candidate
LED-C04-000317,REF-C04-000317,185.52,BRL,2026-04-15T10:10:00Z,Synthetic ledger transfer REF-C04-000317,CUST-C04-0688,exception_lab_match_candidate
LED-C04-000318,REF-C04-000318,496.64,BRL,2026-04-16T10:20:00Z,Synthetic ledger transfer REF-C04-000318,CUST-C04-0699,exception_lab_match_candidate
LED-C04-000319,REF-C04-000319,324.17,BRL,2026-04-17T10:30:00Z,Synthetic ledger transfer REF-C04-000319,CUST-C04-0010,exception_lab_match_candidate
LED-C04-000320,REF-C04-000320,389.22,BRL,2026-04-18T08:00:00Z,Synthetic ledger transfer REF-C04-000320,CUST-C04-0021,exception_lab_match_candidate
LED-C04-000321,REF-C04-000321,568.44,BRL,2026-04-19T08:10:00Z,Synthetic ledger transfer REF-C04-000321,CUST-C04-0032,exception_lab_match_candidate
LED-C04-000322,REF-C04-000322,222.42,BRL,2026-04-20T08:20:00Z,Synthetic ledger transfer REF-C04-000322,CUST-C04-0043,exception_lab_match_candidate
LED-C04-000323,REF-C04-000323,161.25,BRL,2026-04-21T08:30:00Z,Synthetic ledger transfer REF-C04-000323,CUST-C04-0054,exception_lab_match_candidate
LED-C04-000324,REF-C04-000324,961.94,BRL,2026-04-22T08:40:00Z,Synthetic ledger transfer REF-C04-000324,CUST-C04-0065,exception_lab_match_candidate
LED-C04-000325,REF-C04-000325,284.54,BRL,2026-04-23T08:50:00Z,Synthetic ledger transfer REF-C04-000325,CUST-C04-0076,exception_lab_match_candidate
LED-C04-000326,REF-C04-000326,173.37,BRL,2026-04-24T09:00:00Z,Synthetic ledger transfer REF-C04-000326,CUST-C04-0087,exception_lab_match_candidate
LED-C04-000327,REF-C04-000327,816.61,BRL,2026-04-25T09:10:00Z,Synthetic ledger transfer REF-C04-000327,CUST-C04-0098,exception_lab_match_candidate
LED-C04-000328,REF-C04-000328,935.12,BRL,2026-04-26T09:20:00Z,Synthetic ledger transfer REF-C04-000328,CUST-C04-0109,exception_lab_match_candidate
LED-C04-000329,REF-C04-000329,78.17,BRL,2026-04-27T09:30:00Z,Synthetic ledger transfer REF-C04-000329,CUST-C04-0120,exception_lab_match_candidate
LED-C04-000330,REF-C04-000330,625.62,BRL,2026-04-28T09:40:00Z,Synthetic ledger transfer REF-C04-000330,CUST-C04-0131,exception_lab_match_candidate
LED-C04-000331,REF-C04-000331,1133.00,BRL,2026-04-29T09:50:00Z,Synthetic ledger transfer REF-C04-000331,CUST-C04-0142,exception_lab_match_candidate
LED-C04-000332,REF-C04-000332,412.10,BRL,2026-04-30T10:00:00Z,Synthetic ledger transfer REF-C04-000332,CUST-C04-0153,exception_lab_match_candidate
LED-C04-000333,REF-C04-000333,260.43,BRL,2026-05-01T10:10:00Z,Synthetic ledger transfer REF-C04-000333,CUST-C04-0164,exception_lab_match_candidate
LED-C04-000334,REF-C04-000334,689.86,BRL,2026-05-02T10:20:00Z,Synthetic ledger transfer REF-C04-000334,CUST-C04-0175,exception_lab_match_candidate
